gvkey,conm,call_year,call_quarter,call_date,transcriptid,ceo_matched,speaker_matched,match_score,n_presenter_segments,n_answer_segments,total_words,filename,match_method,passes_word_filter
004321,Emerson Electric Co.,2021,1,2021-02-02,2189084,Surendralal Karsanbhai,Surendralal Karsanbhai,100.0,3,24,1543,004321_2021_Q1_2189084.txt,,True
004321,Emerson Electric Co.,2021,2,2021-05-05,2270654,Surendralal Karsanbhai,Surendralal Karsanbhai,100.0,2,20,3594,004321_2021_Q2_2270654.txt,,True
004321,Emerson Electric Co.,2021,3,2021-08-04,2362541,Surendralal Karsanbhai,Surendralal Karsanbhai,100.0,2,25,4861,004321_2021_Q3_2362541.txt,,True
004321,Emerson Electric Co.,2021,4,2021-11-03,2423138,Surendralal Karsanbhai,Surendralal Karsanbhai,100.0,2,16,3774,004321_2021_Q4_2423138.txt,,True
004321,Emerson Electric Co.,2022,1,2022-02-02,2488190,Surendralal Karsanbhai,Surendralal Karsanbhai,100.0,2,15,3096,004321_2022_Q1_2488190.txt,,True
004321,Emerson Electric Co.,2022,2,2022-05-04,2552669,Surendralal Karsanbhai,Surendralal Karsanbhai,100.0,1,14,2911,004321_2022_Q2_2552669.txt,,True
004321,Emerson Electric Co.,2022,3,2022-08-09,2643040,Surendralal Karsanbhai,Surendralal Karsanbhai,100.0,1,10,2661,004321_2022_Q3_2643040.txt,,True
004321,Emerson Electric Co.,2022,4,2022-10-31,2669371,Surendralal Karsanbhai,Surendralal Karsanbhai,100.0,4,12,2138,004321_2022_Q4_2669371.txt,,True
005959,Trane Technologies plc,2018,1,2018-04-25,1437351,Michael Lamach,Michael Lamach,100.0,2,25,5807,005959_2018_Q1_1437351.txt,,True
005959,Trane Technologies plc,2018,2,2018-07-25,1514961,Michael Lamach,Michael Lamach,100.0,2,40,4774,005959_2018_Q2_1514961.txt,,True
005959,Trane Technologies plc,2018,3,2018-10-24,1577018,Michael Lamach,Michael Lamach,100.0,2,33,5834,005959_2018_Q3_1577018.txt,,True
005959,Trane Technologies plc,2018,4,2019-01-30,1643714,Michael Lamach,Michael Lamach,100.0,2,27,5359,005959_2018_Q4_1643714.txt,,True
005959,Trane Technologies plc,2019,1,2019-04-30,1950383,Michael Lamach,Michael Lamach,100.0,2,26,4332,005959_2019_Q1_1950383.txt,,True
005959,Trane Technologies plc,2019,2,2019-07-30,1790265,Michael Lamach,Michael Lamach,100.0,2,24,4932,005959_2019_Q2_1790265.txt,,True
005959,Trane Technologies plc,2019,3,2019-10-29,1846254,Michael Lamach,Michael Lamach,100.0,2,26,5225,005959_2019_Q3_1846254.txt,,True
005959,Trane Technologies plc,2019,4,2020-01-29,3189707,Michael Lamach,Michael Lamach,100.0,2,16,5477,005959_2019_Q4_3189707.txt,,True
005959,Trane Technologies plc,2020,1,2020-05-05,1998982,Michael Lamach,Michael Lamach,100.0,2,12,4115,005959_2020_Q1_1998982.txt,,True
005959,Trane Technologies plc,2020,2,2020-07-29,2092244,Michael Lamach,Michael Lamach,100.0,2,17,4409,005959_2020_Q2_2092244.txt,,True
005959,Trane Technologies plc,2020,3,2020-10-28,2482986,Michael Lamach,Michael Lamach,100.0,2,17,5597,005959_2020_Q3_2482986.txt,,True
005959,Trane Technologies plc,2020,4,2021-02-05,2194812,Michael Lamach,Michael Lamach,100.0,2,21,4859,005959_2020_Q4_2194812.txt,,True
005959,Trane Technologies plc,2021,1,2021-05-05,2304827,David Regnery,David Regnery,100.0,3,11,2984,005959_2021_Q1_2304827.txt,,True
005959,Trane Technologies plc,2021,2,2021-08-04,2362623,David Regnery,David Regnery,100.0,4,18,5038,005959_2021_Q2_2362623.txt,,True
005959,Trane Technologies plc,2021,3,2021-11-03,2423464,David Regnery,David Regnery,100.0,3,26,6188,005959_2021_Q3_2423464.txt,,True
005959,Trane Technologies plc,2021,4,2022-01-31,2481803,David Regnery,David Regnery,100.0,3,28,5657,005959_2021_Q4_2481803.txt,,True
005959,Trane Technologies plc,2022,1,2022-05-04,2552685,David Regnery,David Regnery,100.0,3,20,4611,005959_2022_Q1_2552685.txt,,True
005959,Trane Technologies plc,2022,2,2022-08-03,2613910,David Regnery,David Regnery,100.0,3,22,4442,005959_2022_Q2_2613910.txt,,True
005959,Trane Technologies plc,2022,3,2022-11-02,2672126,David Regnery,David Regnery,100.0,3,24,4531,005959_2022_Q3_2672126.txt,,True
006216,Jacobs Solutions Inc.,2018,1,2018-02-07,1382431,Steven Demetriou,Steven Demetriou,100.0,2,12,5464,006216_2018_Q1_1382431.txt,,True
006216,Jacobs Solutions Inc.,2018,2,2018-05-08,1453925,Steven Demetriou,Steven Demetriou,100.0,2,14,5193,006216_2018_Q2_1453925.txt,,True
006216,Jacobs Solutions Inc.,2018,3,2018-08-06,1537679,Steven Demetriou,Steven Demetriou,100.0,2,16,4966,006216_2018_Q3_1537679.txt,,True
006216,Jacobs Solutions Inc.,2018,4,2018-11-20,1612816,Steven Demetriou,Steven Demetriou,100.0,2,10,4697,006216_2018_Q4_1612816.txt,,True
006216,Jacobs Solutions Inc.,2019,1,2019-02-06,1649252,Steven Demetriou,Steven Demetriou,100.0,2,11,3886,006216_2019_Q1_1649252.txt,,True
006216,Jacobs Solutions Inc.,2019,2,2019-05-07,1732006,Steven Demetriou,Steven Demetriou,100.0,2,12,4504,006216_2019_Q2_1732006.txt,,True
006216,Jacobs Solutions Inc.,2019,3,2019-08-05,1793355,Steven Demetriou,Steven Demetriou,100.0,2,11,5714,006216_2019_Q3_1793355.txt,,True
006216,Jacobs Solutions Inc.,2019,4,2019-11-25,1876283,Steven Demetriou,Steven Demetriou,100.0,2,8,3982,006216_2019_Q4_1876283.txt,,True
006216,Jacobs Solutions Inc.,2020,1,2020-02-04,1900957,Steven Demetriou,Steven Demetriou,100.0,2,8,2381,006216_2020_Q1_1900957.txt,,True
006216,Jacobs Solutions Inc.,2020,2,2020-05-06,2005633,Steven Demetriou,Steven Demetriou,100.0,2,9,3484,006216_2020_Q2_2005633.txt,,True
006216,Jacobs Solutions Inc.,2020,3,2020-08-03,2080199,Steven Demetriou,Steven Demetriou,100.0,2,11,3090,006216_2020_Q3_2080199.txt,,True
006216,Jacobs Solutions Inc.,2020,4,2020-11-24,2180683,Steven Demetriou,Steven Demetriou,100.0,2,6,1992,006216_2020_Q4_2180683.txt,,True
006216,Jacobs Solutions Inc.,2021,1,2021-02-09,2244104,Steven Demetriou,Steven Demetriou,100.0,2,8,2631,006216_2021_Q1_2244104.txt,,True
006216,Jacobs Solutions Inc.,2021,2,2021-05-10,2301619,Steven Demetriou,Steven Demetriou,100.0,2,9,2267,006216_2021_Q2_2301619.txt,,True
006216,Jacobs Solutions Inc.,2021,3,2021-08-03,2391452,Steven Demetriou,Steven Demetriou,100.0,2,5,2071,006216_2021_Q3_2391452.txt,,True
006216,Jacobs Solutions Inc.,2021,4,2021-11-23,2447698,Steven Demetriou,Steven Demetriou,100.0,2,7,1478,006216_2021_Q4_2447698.txt,,True
006216,Jacobs Solutions Inc.,2022,1,2022-02-08,2487853,Steven Demetriou,Steven Demetriou,100.0,2,7,2134,006216_2022_Q1_2487853.txt,,True
006216,Jacobs Solutions Inc.,2022,2,2022-05-03,2551380,Steven Demetriou,Steven Demetriou,100.0,2,9,1651,006216_2022_Q2_2551380.txt,,True
006216,Jacobs Solutions Inc.,2022,3,2022-08-01,2610947,Steven Demetriou,Steven Demetriou,100.0,2,7,1864,006216_2022_Q3_2610947.txt,,True
006216,Jacobs Solutions Inc.,2022,4,2022-11-21,2695376,Steven Demetriou,Steven Demetriou,100.0,1,2,1075,006216_2022_Q4_2695376.txt,,True
006304,KLA Corporation,2018,2,2018-01-25,1374662,Richard Wallace,Richard Wallace,100.0,1,8,1854,006304_2018_Q2_1374662.txt,,True
006304,KLA Corporation,2018,3,2018-04-26,1441638,Richard Wallace,Richard Wallace,100.0,1,13,2780,006304_2018_Q3_1441638.txt,,True
006304,KLA Corporation,2018,4,2018-07-30,1524592,Richard Wallace,Richard Wallace,100.0,1,15,2568,006304_2018_Q4_1524592.txt,,True
006304,KLA Corporation,2019,1,2018-10-29,1586106,Richard Wallace,Richard Wallace,100.0,1,13,2141,006304_2019_Q1_1586106.txt,,True
006304,KLA Corporation,2019,2,2019-01-29,1642458,Richard Wallace,Richard Wallace,100.0,1,6,1173,006304_2019_Q2_1642458.txt,,True
006304,KLA Corporation,2019,3,2019-05-06,1729747,Richard Wallace,Richard Wallace,100.0,1,11,1962,006304_2019_Q3_1729747.txt,,True
006304,KLA Corporation,2019,4,2019-08-05,1800271,Richard Wallace,Richard Wallace,100.0,1,17,2613,006304_2019_Q4_1800271.txt,,True
006304,KLA Corporation,2020,1,2019-10-30,1851915,Richard Wallace,Richard Wallace,100.0,1,11,2758,006304_2020_Q1_1851915.txt,,True
006304,KLA Corporation,2020,2,2020-02-04,1904670,Richard Wallace,Richard Wallace,100.0,1,17,3302,006304_2020_Q2_1904670.txt,,True
006304,KLA Corporation,2020,3,2020-05-05,2001247,Richard Wallace,Richard Wallace,100.0,1,8,3399,006304_2020_Q3_2001247.txt,,True
006304,KLA Corporation,2020,4,2020-08-03,2109110,Richard Wallace,Richard Wallace,100.0,1,18,4199,006304_2020_Q4_2109110.txt,,True
006304,KLA Corporation,2021,1,2020-10-28,2154361,Richard Wallace,Richard Wallace,100.0,1,7,2744,006304_2021_Q1_2154361.txt,,True
006304,KLA Corporation,2021,2,2021-02-03,2190464,Richard Wallace,Richard Wallace,100.0,1,8,3031,006304_2021_Q2_2190464.txt,,True
006304,KLA Corporation,2021,3,2021-04-29,2263845,Richard Wallace,Richard Wallace,100.0,1,14,5173,006304_2021_Q3_2263845.txt,,True
006304,KLA Corporation,2021,4,2021-07-29,2357105,Richard Wallace,Richard Wallace,100.0,1,13,3676,006304_2021_Q4_2357105.txt,,True
006304,KLA Corporation,2022,1,2021-10-27,2442929,Richard Wallace,Richard Wallace,100.0,1,12,3300,006304_2022_Q1_2442929.txt,,True
006304,KLA Corporation,2022,2,2022-01-27,2484902,Richard Wallace,Richard Wallace,100.0,1,11,4028,006304_2022_Q2_2484902.txt,,True
006304,KLA Corporation,2022,3,2022-04-28,2551755,Richard Wallace,Richard Wallace,100.0,1,13,3583,006304_2022_Q3_2551755.txt,,True
006304,KLA Corporation,2022,4,2022-07-28,2608372,Richard Wallace,Richard Wallace,100.0,1,7,1742,006304_2022_Q4_2608372.txt,,True
006435,Kimberly-Clark Corporation,2018,1,2018-04-23,1434104,Thomas Falk,Thomas Falk,100.0,0,34,2787,006435_2018_Q1_1434104.txt,,True
006435,Kimberly-Clark Corporation,2018,2,2018-07-24,1506840,Thomas Falk,Thomas Falk,100.0,0,28,2966,006435_2018_Q2_1506840.txt,,True
006435,Kimberly-Clark Corporation,2018,3,2018-10-22,1574328,Thomas Falk,Thomas Falk,100.0,1,10,1184,006435_2018_Q3_1574328.txt,,True
006435,Kimberly-Clark Corporation,2019,1,2019-04-22,1702682,Michael Hsu,Michael Hsu,100.0,1,25,3993,006435_2019_Q1_1702682.txt,,True
006435,Kimberly-Clark Corporation,2019,2,2019-07-23,1778035,Michael Hsu,Michael Hsu,100.0,1,29,4999,006435_2019_Q2_1778035.txt,,True
006435,Kimberly-Clark Corporation,2019,3,2019-10-22,1837795,Michael Hsu,Michael Hsu,100.0,1,22,4358,006435_2019_Q3_1837795.txt,,True
006435,Kimberly-Clark Corporation,2019,4,2020-01-23,1894310,Michael Hsu,Michael Hsu,100.0,1,12,2774,006435_2019_Q4_1894310.txt,,True
006435,Kimberly-Clark Corporation,2020,1,2020-04-22,2013756,Michael Hsu,Michael Hsu,100.0,2,29,6102,006435_2020_Q1_2013756.txt,,True
006435,Kimberly-Clark Corporation,2020,2,2020-07-23,2077115,Michael Hsu,Michael Hsu,100.0,1,25,5404,006435_2020_Q2_2077115.txt,,True
006435,Kimberly-Clark Corporation,2020,3,2020-10-22,2147912,Michael Hsu,Michael Hsu,100.0,1,15,3532,006435_2020_Q3_2147912.txt,,True
006435,Kimberly-Clark Corporation,2020,4,2021-01-25,2181013,Michael Hsu,Michael Hsu,100.0,1,23,4920,006435_2020_Q4_2181013.txt,,True
006435,Kimberly-Clark Corporation,2021,1,2021-04-23,2256489,Michael Hsu,Michael Hsu,100.0,1,18,3330,006435_2021_Q1_2256489.txt,,True
006435,Kimberly-Clark Corporation,2021,2,2021-07-23,2350531,Michael Hsu,Michael Hsu,100.0,1,18,6022,006435_2021_Q2_2350531.txt,,True
006435,Kimberly-Clark Corporation,2021,3,2021-10-25,2449242,Michael Hsu,Michael Hsu,100.0,1,20,4254,006435_2021_Q3_2449242.txt,,True
006435,Kimberly-Clark Corporation,2021,4,2022-01-26,2477822,Michael Hsu,Michael Hsu,100.0,1,16,3685,006435_2021_Q4_2477822.txt,,True
006435,Kimberly-Clark Corporation,2022,1,2022-04-22,2541923,Michael Hsu,Michael Hsu,100.0,1,16,3369,006435_2022_Q1_2541923.txt,,True
006435,Kimberly-Clark Corporation,2022,2,2022-07-26,2604406,Michael Hsu,Michael Hsu,100.0,1,18,3972,006435_2022_Q2_2604406.txt,,True
006435,Kimberly-Clark Corporation,2022,3,2022-10-25,2662628,Michael Hsu,Michael Hsu,100.0,1,21,4766,006435_2022_Q3_2662628.txt,,True
007343,"Micron Technology, Inc.",2018,2,2018-03-22,1423783,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,19,4070,007343_2018_Q2_1423783.txt,,True
007343,"Micron Technology, Inc.",2018,3,2018-06-20,1493711,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,15,3798,007343_2018_Q3_1493711.txt,,True
007343,"Micron Technology, Inc.",2018,4,2018-09-20,1560246,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,15,4351,007343_2018_Q4_1560246.txt,,True
007343,"Micron Technology, Inc.",2019,1,2018-12-18,1633629,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,12,4527,007343_2019_Q1_1633629.txt,,True
007343,"Micron Technology, Inc.",2019,2,2019-03-20,1692312,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,10,4090,007343_2019_Q2_1692312.txt,,True
007343,"Micron Technology, Inc.",2019,3,2019-06-25,3029007,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,16,4440,007343_2019_Q3_3029007.txt,,True
007343,"Micron Technology, Inc.",2019,4,2019-09-26,1829379,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,8,4225,007343_2019_Q4_1829379.txt,,True
007343,"Micron Technology, Inc.",2020,1,2019-12-18,1887272,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,12,5009,007343_2020_Q1_1887272.txt,,True
007343,"Micron Technology, Inc.",2020,2,2020-03-25,1947501,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,12,5099,007343_2020_Q2_1947501.txt,,True
007343,"Micron Technology, Inc.",2020,3,2020-06-29,2035816,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,10,5324,007343_2020_Q3_2035816.txt,,True
007343,"Micron Technology, Inc.",2020,4,2020-09-29,2141238,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,8,4533,007343_2020_Q4_2141238.txt,,True
007343,"Micron Technology, Inc.",2021,1,2021-01-07,2232450,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,8,4711,007343_2021_Q1_2232450.txt,,True
007343,"Micron Technology, Inc.",2021,2,2021-03-31,2245629,Sanjay Mehrotra,Sanjay Mehrotra,100.0,2,8,4552,007343_2021_Q2_2245629.txt,,True
008543,"Altria Group, Inc.",2020,1,2020-04-30,2020127,"William Gifford, Jr.",William Gifford,85.71428571428571,1,42,6841,008543_2020_Q1_2020127.txt,,True
008543,"Altria Group, Inc.",2020,2,2020-07-28,2088577,"William Gifford, Jr.",William Gifford,85.71428571428571,1,28,6804,008543_2020_Q2_2088577.txt,,True
008543,"Altria Group, Inc.",2020,3,2020-10-30,2154565,"William Gifford, Jr.",William Gifford,85.71428571428571,1,22,5267,008543_2020_Q3_2154565.txt,,True
008543,"Altria Group, Inc.",2020,4,2021-01-28,2252343,"William Gifford, Jr.",William Gifford,85.71428571428571,1,26,5697,008543_2020_Q4_2252343.txt,,True
008543,"Altria Group, Inc.",2021,1,2021-04-29,2263308,"William Gifford, Jr.",William Gifford,85.71428571428571,1,25,5103,008543_2021_Q1_2263308.txt,,True
008543,"Altria Group, Inc.",2021,2,2021-07-29,2354422,"William Gifford, Jr.",William Gifford,85.71428571428571,1,21,4245,008543_2021_Q2_2354422.txt,,True
008543,"Altria Group, Inc.",2021,3,2021-10-28,2415679,"William Gifford, Jr.",William Gifford,85.71428571428571,1,12,2647,008543_2021_Q3_2415679.txt,,True
008543,"Altria Group, Inc.",2021,4,2022-01-27,2478873,"William Gifford, Jr.",William Gifford,85.71428571428571,1,13,4224,008543_2021_Q4_2478873.txt,,True
008543,"Altria Group, Inc.",2022,1,2022-04-28,2546439,"William Gifford, Jr.",William Gifford,85.71428571428571,1,14,3156,008543_2022_Q1_2546439.txt,,True
008543,"Altria Group, Inc.",2022,2,2022-07-28,2608197,"William Gifford, Jr.",William Gifford,85.71428571428571,1,12,3924,008543_2022_Q2_2608197.txt,,True
008543,"Altria Group, Inc.",2022,3,2022-10-27,2665409,"William Gifford, Jr.",William Gifford,85.71428571428571,1,19,4216,008543_2022_Q3_2665409.txt,,True
009777,The J. M. Smucker Company,2018,3,2018-02-16,1394200,Mark Smucker,Mark Smucker,100.0,1,11,1717,009777_2018_Q3_1394200.txt,,True
009777,The J. M. Smucker Company,2018,4,2018-06-07,1486603,Mark Smucker,Mark Smucker,100.0,1,11,3987,009777_2018_Q4_1486603.txt,,True
009777,The J. M. Smucker Company,2019,1,2018-08-21,1547225,Mark Smucker,Mark Smucker,100.0,1,6,1945,009777_2019_Q1_1547225.txt,,True
009777,The J. M. Smucker Company,2019,2,2018-11-28,1621824,Mark Smucker,Mark Smucker,100.0,1,9,2928,009777_2019_Q2_1621824.txt,,True
009777,The J. M. Smucker Company,2019,3,2019-02-26,1670050,Mark Smucker,Mark Smucker,100.0,1,6,2052,009777_2019_Q3_1670050.txt,,True
009777,The J. M. Smucker Company,2019,4,2019-06-06,1757957,Mark Smucker,Mark Smucker,100.0,1,8,3154,009777_2019_Q4_1757957.txt,,True
009777,The J. M. Smucker Company,2020,1,2019-08-27,1812946,Mark Smucker,Mark Smucker,100.0,1,17,4459,009777_2020_Q1_1812946.txt,,True
009777,The J. M. Smucker Company,2020,2,2019-11-22,1876247,Mark Smucker,Mark Smucker,100.0,1,18,4022,009777_2020_Q2_1876247.txt,,True
009777,The J. M. Smucker Company,2020,3,2020-02-26,1932721,Mark Smucker,Mark Smucker,100.0,1,13,3227,009777_2020_Q3_1932721.txt,,True
009777,The J. M. Smucker Company,2020,4,2020-06-04,2024033,Mark Smucker,Mark Smucker,100.0,1,17,5145,009777_2020_Q4_2024033.txt,,True
009777,The J. M. Smucker Company,2021,1,2020-08-25,2117168,Mark Smucker,Mark Smucker,100.0,1,14,3095,009777_2021_Q1_2117168.txt,,True
009777,The J. M. Smucker Company,2021,2,2020-11-24,2152757,Mark Smucker,Mark Smucker,100.0,1,15,3560,009777_2021_Q2_2152757.txt,,True
009777,The J. M. Smucker Company,2021,3,2021-02-25,2223596,Mark Smucker,Mark Smucker,100.0,1,12,2906,009777_2021_Q3_2223596.txt,,True
009777,The J. M. Smucker Company,2021,4,2021-06-03,2308858,Mark Smucker,Mark Smucker,100.0,1,11,3698,009777_2021_Q4_2308858.txt,,True
009777,The J. M. Smucker Company,2022,1,2021-08-26,2399736,Mark Smucker,Mark Smucker,100.0,0,11,1692,009777_2022_Q1_2399736.txt,,True
009777,The J. M. Smucker Company,2022,2,2021-11-23,2447615,Mark Smucker,Mark Smucker,100.0,0,13,2701,009777_2022_Q2_2447615.txt,,True
009777,The J. M. Smucker Company,2022,3,2022-03-01,2533262,Mark Smucker,Mark Smucker,100.0,0,8,1416,009777_2022_Q3_2533262.txt,,True
009777,The J. M. Smucker Company,2022,4,2022-06-07,2585831,Mark Smucker,Mark Smucker,100.0,1,0,1859,009777_2022_Q4_2585831.txt,,True
010867,Union Pacific Corporation,2018,1,2018-04-26,1445573,Lance Fritz,Lance Fritz,100.0,2,14,1953,010867_2018_Q1_1445573.txt,,True
010867,Union Pacific Corporation,2018,2,2018-07-19,1504079,Lance Fritz,Lance Fritz,100.0,2,20,2521,010867_2018_Q2_1504079.txt,,True
010867,Union Pacific Corporation,2018,3,2018-10-25,1582436,Lance Fritz,Lance Fritz,100.0,2,23,3689,010867_2018_Q3_1582436.txt,,True
010867,Union Pacific Corporation,2018,4,2019-01-24,1641049,Lance Fritz,Lance Fritz,100.0,2,23,2411,010867_2018_Q4_1641049.txt,,True
010867,Union Pacific Corporation,2019,1,2019-04-18,1701786,Lance Fritz,Lance Fritz,100.0,2,18,1692,010867_2019_Q1_1701786.txt,,True
010867,Union Pacific Corporation,2019,2,2019-07-18,1774099,Lance Fritz,Lance Fritz,100.0,2,13,1566,010867_2019_Q2_1774099.txt,,True
010867,Union Pacific Corporation,2019,3,2019-10-17,1834892,Lance Fritz,Lance Fritz,100.0,2,19,2776,010867_2019_Q3_1834892.txt,,True
010867,Union Pacific Corporation,2019,4,2020-01-23,1894296,Lance Fritz,Lance Fritz,100.0,2,26,2969,010867_2019_Q4_1894296.txt,,True
010867,Union Pacific Corporation,2020,1,2020-04-23,2014349,Lance Fritz,Lance Fritz,100.0,2,23,2161,010867_2020_Q1_2014349.txt,,True
010867,Union Pacific Corporation,2020,2,2020-07-23,2086019,Lance Fritz,Lance Fritz,100.0,2,18,2409,010867_2020_Q2_2086019.txt,,True
010867,Union Pacific Corporation,2020,3,2020-10-22,2162931,Lance Fritz,Lance Fritz,100.0,2,22,2618,010867_2020_Q3_2162931.txt,,True
010867,Union Pacific Corporation,2020,4,2021-01-21,2189437,Lance Fritz,Lance Fritz,100.0,2,16,2698,010867_2020_Q4_2189437.txt,,True
010867,Union Pacific Corporation,2021,1,2021-04-22,2255430,Lance Fritz,Lance Fritz,100.0,2,23,3666,010867_2021_Q1_2255430.txt,,True
010867,Union Pacific Corporation,2021,2,2021-07-22,2351760,Lance Fritz,Lance Fritz,100.0,2,18,2003,010867_2021_Q2_2351760.txt,,True
010867,Union Pacific Corporation,2021,3,2021-10-21,2408980,Lance Fritz,Lance Fritz,100.0,2,19,2394,010867_2021_Q3_2408980.txt,,True
010867,Union Pacific Corporation,2021,4,2022-01-20,2475309,Lance Fritz,Lance Fritz,100.0,2,27,3481,010867_2021_Q4_2475309.txt,,True
010867,Union Pacific Corporation,2022,1,2022-04-21,2551148,Lance Fritz,Lance Fritz,100.0,2,26,3762,010867_2022_Q1_2551148.txt,,True
010867,Union Pacific Corporation,2022,2,2022-07-21,2602292,Lance Fritz,Lance Fritz,100.0,2,26,3330,010867_2022_Q2_2602292.txt,,True
010867,Union Pacific Corporation,2022,3,2022-10-20,2659851,Lance Fritz,Lance Fritz,100.0,2,18,2376,010867_2022_Q3_2659851.txt,,True
011259,Walmart Inc.,2021,1,2020-05-19,2010929,C. McMillon,Doug McMillon,84.21052631578948,1,12,4366,011259_2021_Q1_2010929.txt,,True
011259,Walmart Inc.,2021,2,2020-08-18,2101957,C. McMillon,Doug McMillon,84.21052631578948,1,14,3161,011259_2021_Q2_2101957.txt,,True
011259,Walmart Inc.,2021,3,2020-11-17,2144572,C. McMillon,Doug McMillon,84.21052631578948,1,12,3085,011259_2021_Q3_2144572.txt,,True
011259,Walmart Inc.,2021,4,2021-02-18,2250164,C. McMillon,Doug McMillon,84.21052631578948,23,21,9558,011259_2021_Q4_2250164.txt,,True
011259,Walmart Inc.,2022,1,2021-05-18,2290563,C. McMillon,Doug McMillon,84.21052631578948,1,9,2968,011259_2022_Q1_2290563.txt,,True
011259,Walmart Inc.,2022,2,2021-08-17,2379931,C. McMillon,Doug McMillon,84.21052631578948,1,9,3361,011259_2022_Q2_2379931.txt,,True
011259,Walmart Inc.,2022,3,2021-11-16,2441023,C. McMillon,Doug McMillon,84.21052631578948,1,13,3513,011259_2022_Q3_2441023.txt,,True
011259,Walmart Inc.,2022,4,2022-02-17,2497512,C. McMillon,Doug McMillon,84.21052631578948,1,10,3817,011259_2022_Q4_2497512.txt,,True
027786,Expand Energy Corporation,2018,1,2018-05-02,1449300,Robert Lawler,Robert Lawler,100.0,1,4,1317,027786_2018_Q1_1449300.txt,,True
027786,Expand Energy Corporation,2018,2,2018-08-01,1525484,Robert Lawler,Robert Lawler,100.0,1,4,1976,027786_2018_Q2_1525484.txt,,True
027786,Expand Energy Corporation,2018,3,2018-10-30,1594202,Robert Lawler,Robert Lawler,100.0,1,12,2217,027786_2018_Q3_1594202.txt,,True
027786,Expand Energy Corporation,2018,4,2019-02-27,1675918,Robert Lawler,Robert Lawler,100.0,1,9,2544,027786_2018_Q4_1675918.txt,,True
027786,Expand Energy Corporation,2019,1,2019-05-08,1750077,Robert Lawler,Robert Lawler,100.0,1,11,1919,027786_2019_Q1_1750077.txt,,True
027786,Expand Energy Corporation,2019,2,2019-08-06,1800277,Robert Lawler,Robert Lawler,100.0,1,8,2292,027786_2019_Q2_1800277.txt,,True
027786,Expand Energy Corporation,2019,3,2019-11-05,1870821,Robert Lawler,Robert Lawler,100.0,1,9,2538,027786_2019_Q3_1870821.txt,,True
027786,Expand Energy Corporation,2019,4,2020-02-26,1931905,Robert Lawler,Robert Lawler,100.0,1,9,2876,027786_2019_Q4_1931905.txt,,True
027786,Expand Energy Corporation,2021,1,2021-05-12,2282575,Michael Wichterich,Michael Wichterich,100.0,1,16,3437,027786_2021_Q1_2282575.txt,,True
027786,Expand Energy Corporation,2021,2,2021-08-11,2373344,Michael Wichterich,Michael Wichterich,100.0,1,15,2750,027786_2021_Q2_2373344.txt,,True
027786,Expand Energy Corporation,2022,1,2022-05-05,2555563,"Domenic Dell'Osso, Jr.",Domenic Dell'Osso,87.17948717948718,1,10,3280,027786_2022_Q1_2555563.txt,,True
027786,Expand Energy Corporation,2022,2,2022-08-03,2613721,"Domenic Dell'Osso, Jr.",Domenic Dell'Osso,87.17948717948718,1,12,3859,027786_2022_Q2_2613721.txt,,True
027786,Expand Energy Corporation,2022,3,2022-11-02,2671815,"Domenic Dell'Osso, Jr.",Domenic Dell'Osso,87.17948717948718,1,11,3333,027786_2022_Q3_2671815.txt,,True
028180,"O'Reilly Automotive, Inc.",2019,2,2019-07-25,1781418,Gregory Johnson,Gregory Johnson,100.0,1,10,1927,028180_2019_Q2_1781418.txt,,True
028180,"O'Reilly Automotive, Inc.",2019,3,2019-10-24,1840563,Gregory Johnson,Gregory Johnson,100.0,1,10,2274,028180_2019_Q3_1840563.txt,,True
028180,"O'Reilly Automotive, Inc.",2019,4,2020-02-06,1904449,Gregory Johnson,Gregory Johnson,100.0,1,11,2993,028180_2019_Q4_1904449.txt,,True
028180,"O'Reilly Automotive, Inc.",2020,1,2020-04-23,2014722,Gregory Johnson,Gregory Johnson,100.0,1,12,2818,028180_2020_Q1_2014722.txt,,True
028180,"O'Reilly Automotive, Inc.",2020,2,2020-07-30,2079975,Gregory Johnson,Gregory Johnson,100.0,1,17,3403,028180_2020_Q2_2079975.txt,,True
028180,"O'Reilly Automotive, Inc.",2020,3,2020-10-29,2168748,Gregory Johnson,Gregory Johnson,100.0,1,9,3229,028180_2020_Q3_2168748.txt,,True
028180,"O'Reilly Automotive, Inc.",2020,4,2021-02-11,2206607,Gregory Johnson,Gregory Johnson,100.0,1,10,3375,028180_2020_Q4_2206607.txt,,True
028180,"O'Reilly Automotive, Inc.",2021,1,2021-04-29,2263158,Gregory Johnson,Gregory Johnson,100.0,1,13,3034,028180_2021_Q1_2263158.txt,,True
