gvkey,conm,call_year,call_quarter,call_date,transcriptid,ceo_matched,speaker_matched,match_score,n_presenter_segments,n_answer_segments,total_words,filename,match_method,passes_word_filter
061483,DaVita Inc.,2018,3,2018-11-07,1612317,Kent Thiry,Kent Thiry,100.0,2,18,2311,061483_2018_Q3_1612317.txt,,True
061483,DaVita Inc.,2018,4,2019-02-14,1659326,Kent Thiry,Kent Thiry,100.0,2,16,2372,061483_2018_Q4_1659326.txt,,True
061483,DaVita Inc.,2019,1,2019-05-07,1724262,Javier Rodriguez,Javier Rodriguez,100.0,1,10,1729,061483_2019_Q1_1724262.txt,,True
061483,DaVita Inc.,2019,2,2019-08-01,1794025,Javier Rodriguez,Javier Rodriguez,100.0,2,27,2869,061483_2019_Q2_1794025.txt,,True
061483,DaVita Inc.,2019,3,2019-11-05,1858490,Javier Rodriguez,Javier Rodriguez,100.0,1,12,2153,061483_2019_Q3_1858490.txt,,True
061483,DaVita Inc.,2019,4,2020-02-10,1908377,Javier Rodriguez,Javier Rodriguez,100.0,1,18,2565,061483_2019_Q4_1908377.txt,,True
061483,DaVita Inc.,2020,1,2020-05-05,2005685,Javier Rodriguez,Javier Rodriguez,100.0,1,27,3836,061483_2020_Q1_2005685.txt,,True
061483,DaVita Inc.,2020,2,2020-07-30,2078776,Javier Rodriguez,Javier Rodriguez,100.0,1,28,4122,061483_2020_Q2_2078776.txt,,True
061483,DaVita Inc.,2020,3,2020-10-29,2154412,Javier Rodriguez,Javier Rodriguez,100.0,1,18,2179,061483_2020_Q3_2154412.txt,,True
061483,DaVita Inc.,2020,4,2021-02-11,2246741,Javier Rodriguez,Javier Rodriguez,100.0,1,20,3307,061483_2020_Q4_2246741.txt,,True
061483,DaVita Inc.,2021,1,2021-04-29,2263792,Javier Rodriguez,Javier Rodriguez,100.0,2,4,1599,061483_2021_Q1_2263792.txt,,True
061483,DaVita Inc.,2021,2,2021-08-03,2361617,Javier Rodriguez,Javier Rodriguez,100.0,1,10,2516,061483_2021_Q2_2361617.txt,,True
061483,DaVita Inc.,2021,3,2021-10-28,2417183,Javier Rodriguez,Javier Rodriguez,100.0,1,12,1927,061483_2021_Q3_2417183.txt,,True
061483,DaVita Inc.,2021,4,2022-02-10,2496489,Javier Rodriguez,Javier Rodriguez,100.0,1,16,3122,061483_2021_Q4_2496489.txt,,True
061483,DaVita Inc.,2022,1,2022-05-05,2555823,Javier Rodriguez,Javier Rodriguez,100.0,1,5,1381,061483_2022_Q1_2555823.txt,,True
061483,DaVita Inc.,2022,2,2022-08-01,2611325,Javier Rodriguez,Javier Rodriguez,100.0,1,13,2354,061483_2022_Q2_2611325.txt,,True
061483,DaVita Inc.,2022,3,2022-10-28,2668164,Javier Rodriguez,Javier Rodriguez,100.0,1,12,2744,061483_2022_Q3_2668164.txt,,True
178704,"Ulta Beauty, Inc.",2019,1,2018-05-31,1485119,Mary Dillon,Mary Dillon,100.0,1,11,3620,178704_2019_Q1_1485119.txt,,True
178704,"Ulta Beauty, Inc.",2019,2,2018-08-30,1552266,Mary Dillon,Mary Dillon,100.0,1,11,4380,178704_2019_Q2_1552266.txt,,True
178704,"Ulta Beauty, Inc.",2019,3,2018-12-06,1632221,Mary Dillon,Mary Dillon,100.0,1,10,3283,178704_2019_Q3_1632221.txt,,True
178704,"Ulta Beauty, Inc.",2019,4,2019-03-14,1690099,Mary Dillon,Mary Dillon,100.0,1,10,4357,178704_2019_Q4_1690099.txt,,True
178704,"Ulta Beauty, Inc.",2020,1,2019-05-30,1755983,Mary Dillon,Mary Dillon,100.0,1,12,4245,178704_2020_Q1_1755983.txt,,True
178704,"Ulta Beauty, Inc.",2020,2,2019-08-29,1814780,Mary Dillon,Mary Dillon,100.0,2,11,5131,178704_2020_Q2_1814780.txt,,True
178704,"Ulta Beauty, Inc.",2020,3,2019-12-05,1886028,Mary Dillon,Mary Dillon,100.0,1,8,5179,178704_2020_Q3_1886028.txt,,True
178704,"Ulta Beauty, Inc.",2020,4,2020-03-12,1937923,Mary Dillon,Mary Dillon,100.0,1,9,4526,178704_2020_Q4_1937923.txt,,True
178704,"Ulta Beauty, Inc.",2021,1,2020-05-28,2030077,David Kimbell,David Kimbell,100.0,0,6,1294,178704_2021_Q1_2030077.txt,,True
178704,"Ulta Beauty, Inc.",2021,4,2021-03-11,2236097,David Kimbell,David Kimbell,100.0,1,9,3410,178704_2021_Q4_2236097.txt,,True
178704,"Ulta Beauty, Inc.",2022,1,2021-05-27,2303133,David Kimbell,David Kimbell,100.0,1,7,4036,178704_2022_Q1_2303133.txt,,True
178704,"Ulta Beauty, Inc.",2022,2,2021-08-25,2386357,David Kimbell,David Kimbell,100.0,1,7,4533,178704_2022_Q2_2386357.txt,,True
178704,"Ulta Beauty, Inc.",2022,3,2021-12-02,2454785,David Kimbell,David Kimbell,100.0,2,6,4339,178704_2022_Q3_2454785.txt,,True
178704,"Ulta Beauty, Inc.",2022,4,2022-03-10,2522808,David Kimbell,David Kimbell,100.0,1,7,4941,178704_2022_Q4_2522808.txt,,True
010115,Stryker Corporation,2018,1,2018-04-26,1441875,Kevin Lobo,Kevin Lobo,100.0,1,28,2844,010115_2018_Q1_1441875.txt,,True
010115,Stryker Corporation,2018,2,2018-07-24,1506740,Kevin Lobo,Kevin Lobo,100.0,1,11,1737,010115_2018_Q2_1506740.txt,,True
010115,Stryker Corporation,2018,3,2018-10-25,1590880,Kevin Lobo,Kevin Lobo,100.0,1,21,3216,010115_2018_Q3_1590880.txt,,True
010115,Stryker Corporation,2018,4,2019-01-29,1642463,Kevin Lobo,Kevin Lobo,100.0,1,21,3762,010115_2018_Q4_1642463.txt,,True
010115,Stryker Corporation,2019,1,2019-04-23,1703071,Kevin Lobo,Kevin Lobo,100.0,1,21,2619,010115_2019_Q1_1703071.txt,,True
010115,Stryker Corporation,2019,2,2019-07-25,1781568,Kevin Lobo,Kevin Lobo,100.0,1,16,2353,010115_2019_Q2_1781568.txt,,True
010115,Stryker Corporation,2019,3,2019-10-29,1850444,Kevin Lobo,Kevin Lobo,100.0,1,14,1760,010115_2019_Q3_1850444.txt,,True
010115,Stryker Corporation,2019,4,2020-01-28,1897156,Kevin Lobo,Kevin Lobo,100.0,1,26,4026,010115_2019_Q4_1897156.txt,,True
010115,Stryker Corporation,2020,1,2020-04-30,2024239,Kevin Lobo,Kevin Lobo,100.0,1,25,5277,010115_2020_Q1_2024239.txt,,True
010115,Stryker Corporation,2020,2,2020-07-30,2085517,Kevin Lobo,Kevin Lobo,100.0,1,24,5294,010115_2020_Q2_2085517.txt,,True
010115,Stryker Corporation,2020,3,2020-10-29,2154634,Kevin Lobo,Kevin Lobo,100.0,1,22,4534,010115_2020_Q3_2154634.txt,,True
010115,Stryker Corporation,2020,4,2021-01-27,2251565,Kevin Lobo,Kevin Lobo,100.0,1,15,3550,010115_2020_Q4_2251565.txt,,True
010115,Stryker Corporation,2021,1,2021-04-27,2260462,Kevin Lobo,Kevin Lobo,100.0,1,19,3336,010115_2021_Q1_2260462.txt,,True
010115,Stryker Corporation,2021,2,2021-07-27,2352172,Kevin Lobo,Kevin Lobo,100.0,1,36,5306,010115_2021_Q2_2352172.txt,,True
010115,Stryker Corporation,2021,3,2021-10-28,2417356,Kevin Lobo,Kevin Lobo,100.0,1,10,2206,010115_2021_Q3_2417356.txt,,True
010115,Stryker Corporation,2021,4,2022-01-27,2479217,Kevin Lobo,Kevin Lobo,100.0,1,13,2787,010115_2021_Q4_2479217.txt,,True
010115,Stryker Corporation,2022,1,2022-04-28,2547617,Kevin Lobo,Kevin Lobo,100.0,1,11,2116,010115_2022_Q1_2547617.txt,,True
010115,Stryker Corporation,2022,2,2022-07-26,2604765,Kevin Lobo,Kevin Lobo,100.0,1,25,5397,010115_2022_Q2_2604765.txt,,True
010115,Stryker Corporation,2022,3,2022-10-31,2669498,Kevin Lobo,Kevin Lobo,100.0,1,21,4607,010115_2022_Q3_2669498.txt,,True
007985,Northrop Grumman Corporation,2018,1,2018-04-25,1437176,Wesley Bush,Wesley Bush,100.0,1,12,3182,007985_2018_Q1_1437176.txt,,True
007985,Northrop Grumman Corporation,2018,2,2018-07-25,1508484,Wesley Bush,Wesley Bush,100.0,1,8,2758,007985_2018_Q2_1508484.txt,,True
007985,Northrop Grumman Corporation,2018,3,2018-10-24,1576978,Wesley Bush,Wesley Bush,100.0,1,9,1526,007985_2018_Q3_1576978.txt,,True
007985,Northrop Grumman Corporation,2019,1,2019-04-24,1750167,Kathy Warden,Kathy Warden,100.0,1,12,3385,007985_2019_Q1_1750167.txt,,True
007985,Northrop Grumman Corporation,2019,2,2019-07-24,1780270,Kathy Warden,Kathy Warden,100.0,1,15,3844,007985_2019_Q2_1780270.txt,,True
007985,Northrop Grumman Corporation,2019,3,2019-10-24,1886452,Kathy Warden,Kathy Warden,100.0,1,10,3247,007985_2019_Q3_1886452.txt,,True
007985,Northrop Grumman Corporation,2019,4,2020-01-30,1898033,Kathy Warden,Kathy Warden,100.0,1,12,3504,007985_2019_Q4_1898033.txt,,True
007985,Northrop Grumman Corporation,2020,1,2020-04-29,2018269,Kathy Warden,Kathy Warden,100.0,1,15,4195,007985_2020_Q1_2018269.txt,,True
007985,Northrop Grumman Corporation,2020,2,2020-07-30,2092565,Kathy Warden,Kathy Warden,100.0,1,14,4282,007985_2020_Q2_2092565.txt,,True
007985,Northrop Grumman Corporation,2020,3,2020-10-22,2165757,Kathy Warden,Kathy Warden,100.0,1,11,4598,007985_2020_Q3_2165757.txt,,True
007985,Northrop Grumman Corporation,2020,4,2021-01-28,2252756,Kathy Warden,Kathy Warden,100.0,1,12,3389,007985_2020_Q4_2252756.txt,,True
007985,Northrop Grumman Corporation,2021,1,2021-04-29,2268517,Kathy Warden,Kathy Warden,100.0,1,11,3466,007985_2021_Q1_2268517.txt,,True
007985,Northrop Grumman Corporation,2021,2,2021-07-29,2354384,Kathy Warden,Kathy Warden,100.0,1,13,3941,007985_2021_Q2_2354384.txt,,True
007985,Northrop Grumman Corporation,2021,3,2021-10-28,2415772,Kathy Warden,Kathy Warden,100.0,2,12,3342,007985_2021_Q3_2415772.txt,,True
007985,Northrop Grumman Corporation,2021,4,2022-01-27,2478733,Kathy Warden,Kathy Warden,100.0,2,14,3851,007985_2021_Q4_2478733.txt,,True
007985,Northrop Grumman Corporation,2022,1,2022-04-28,2546449,Kathy Warden,Kathy Warden,100.0,1,18,4752,007985_2022_Q1_2546449.txt,,True
007985,Northrop Grumman Corporation,2022,2,2022-07-28,2608416,Kathy Warden,Kathy Warden,100.0,2,17,4379,007985_2022_Q2_2608416.txt,,True
007985,Northrop Grumman Corporation,2022,3,2022-10-27,2665469,Kathy Warden,Kathy Warden,100.0,1,12,3855,007985_2022_Q3_2665469.txt,,True
025340,"D.R. Horton, Inc.",2018,1,2018-01-31,1378240,David Auld,David Auld,100.0,4,12,1495,025340_2018_Q1_1378240.txt,,True
025340,"D.R. Horton, Inc.",2018,2,2018-04-26,1439762,David Auld,David Auld,100.0,4,14,1661,025340_2018_Q2_1439762.txt,,True
025340,"D.R. Horton, Inc.",2018,4,2018-11-08,1611803,David Auld,David Auld,100.0,4,15,1933,025340_2018_Q4_1611803.txt,,True
025340,"D.R. Horton, Inc.",2019,1,2019-01-25,1641544,David Auld,David Auld,100.0,4,15,2137,025340_2019_Q1_1641544.txt,,True
025340,"D.R. Horton, Inc.",2019,2,2019-04-25,1712382,David Auld,David Auld,100.0,5,12,1416,025340_2019_Q2_1712382.txt,,True
025340,"D.R. Horton, Inc.",2019,3,2019-07-30,1809190,David Auld,David Auld,100.0,4,15,1926,025340_2019_Q3_1809190.txt,,True
025340,"D.R. Horton, Inc.",2019,4,2019-11-12,1867962,David Auld,David Auld,100.0,4,11,1495,025340_2019_Q4_1867962.txt,,True
025340,"D.R. Horton, Inc.",2020,1,2020-01-27,1895035,David Auld,David Auld,100.0,4,11,1295,025340_2020_Q1_1895035.txt,,True
025340,"D.R. Horton, Inc.",2020,2,2020-04-28,2015992,David Auld,David Auld,100.0,4,6,1516,025340_2020_Q2_2015992.txt,,True
025340,"D.R. Horton, Inc.",2020,3,2020-07-28,2095804,David Auld,David Auld,100.0,3,17,2081,025340_2020_Q3_2095804.txt,,True
025340,"D.R. Horton, Inc.",2020,4,2020-11-10,2136788,David Auld,David Auld,100.0,3,12,1804,025340_2020_Q4_2136788.txt,,True
025340,"D.R. Horton, Inc.",2021,1,2021-01-26,2181464,David Auld,David Auld,100.0,3,14,1614,025340_2021_Q1_2181464.txt,,True
025340,"D.R. Horton, Inc.",2021,2,2021-04-22,2255558,David Auld,David Auld,100.0,3,11,1691,025340_2021_Q2_2255558.txt,,True
025340,"D.R. Horton, Inc.",2021,3,2021-07-22,2481767,David Auld,David Auld,100.0,3,15,2976,025340_2021_Q3_2481767.txt,,True
025340,"D.R. Horton, Inc.",2021,4,2021-11-09,2430973,David Auld,David Auld,100.0,4,17,2344,025340_2021_Q4_2430973.txt,,True
025340,"D.R. Horton, Inc.",2022,1,2022-02-02,2493520,David Auld,David Auld,100.0,2,13,2225,025340_2022_Q1_2493520.txt,,True
025340,"D.R. Horton, Inc.",2022,2,2022-04-26,2543399,David Auld,David Auld,100.0,2,8,1555,025340_2022_Q2_2543399.txt,,True
025340,"D.R. Horton, Inc.",2022,3,2022-07-21,2602417,David Auld,David Auld,100.0,2,9,1557,025340_2022_Q3_2602417.txt,,True
025340,"D.R. Horton, Inc.",2022,4,2022-11-09,2681175,David Auld,David Auld,100.0,2,9,1352,025340_2022_Q4_2681175.txt,,True
006066,International Business Machines Corporation,2020,1,2020-04-20,2012299,Arvind Krishna,Arvind Krishna,100.0,2,8,3643,006066_2020_Q1_2012299.txt,,True
006066,International Business Machines Corporation,2020,2,2020-07-20,2059945,Arvind Krishna,Arvind Krishna,100.0,2,8,3723,006066_2020_Q2_2059945.txt,,True
006066,International Business Machines Corporation,2020,3,2020-10-19,2145396,Arvind Krishna,Arvind Krishna,100.0,2,7,3618,006066_2020_Q3_2145396.txt,,True
006066,International Business Machines Corporation,2020,4,2021-01-21,2250658,Arvind Krishna,Arvind Krishna,100.0,1,7,4156,006066_2020_Q4_2250658.txt,,True
006066,International Business Machines Corporation,2021,1,2021-04-19,2253389,Arvind Krishna,Arvind Krishna,100.0,1,6,3691,006066_2021_Q1_2253389.txt,,True
006066,International Business Machines Corporation,2021,2,2021-07-19,2347766,Arvind Krishna,Arvind Krishna,100.0,1,5,3614,006066_2021_Q2_2347766.txt,,True
006066,International Business Machines Corporation,2021,3,2021-10-20,2408386,Arvind Krishna,Arvind Krishna,100.0,1,6,3047,006066_2021_Q3_2408386.txt,,True
006066,International Business Machines Corporation,2021,4,2022-01-24,2476525,Arvind Krishna,Arvind Krishna,100.0,1,5,3090,006066_2021_Q4_2476525.txt,,True
006066,International Business Machines Corporation,2022,1,2022-04-19,2540100,Arvind Krishna,Arvind Krishna,100.0,1,6,3008,006066_2022_Q1_2540100.txt,,True
006066,International Business Machines Corporation,2022,2,2022-07-18,2600554,Arvind Krishna,Arvind Krishna,100.0,1,4,2105,006066_2022_Q2_2600554.txt,,True
006066,International Business Machines Corporation,2022,3,2022-10-19,2659290,Arvind Krishna,Arvind Krishna,100.0,1,6,2698,006066_2022_Q3_2659290.txt,,True
157855,"Salesforce, Inc.",2019,1,2018-05-29,1479181,Marc Benioff,Marc Benioff,100.0,1,17,4043,157855_2019_Q1_1479181.txt,,True
157855,"Salesforce, Inc.",2019,2,2018-08-29,1551739,Marc Benioff,Marc Benioff,100.0,2,11,3386,157855_2019_Q2_1551739.txt,,True
157855,"Salesforce, Inc.",2019,3,2018-11-27,1619788,Marc Benioff,Marc Benioff,100.0,1,12,4343,157855_2019_Q3_1619788.txt,,True
157855,"Salesforce, Inc.",2019,4,2019-03-04,1679679,Marc Benioff,Marc Benioff,100.0,1,7,3265,157855_2019_Q4_1679679.txt,,True
157855,"Salesforce, Inc.",2020,1,2019-06-04,1756660,Keith Block,Keith Block,100.0,7,11,3033,157855_2020_Q1_1756660.txt,,True
157855,"Salesforce, Inc.",2020,2,2019-08-22,1819080,Keith Block,Keith Block,100.0,1,5,2266,157855_2020_Q2_1819080.txt,,True
157855,"Salesforce, Inc.",2020,3,2019-12-03,1882100,Keith Block,Keith Block,100.0,1,2,1722,157855_2020_Q3_1882100.txt,,True
157855,"Salesforce, Inc.",2020,4,2020-02-25,1931930,Keith Block,Keith Block,100.0,1,4,1511,157855_2020_Q4_1931930.txt,,True
157855,"Salesforce, Inc.",2021,1,2020-05-28,2033232,Marc Benioff,Marc Benioff,100.0,1,11,5455,157855_2021_Q1_2033232.txt,,True
157855,"Salesforce, Inc.",2021,2,2020-08-25,2105896,Marc Benioff,Marc Benioff,100.0,1,10,4191,157855_2021_Q2_2105896.txt,,True
157855,"Salesforce, Inc.",2021,3,2020-12-01,2156466,Marc Benioff,Marc Benioff,100.0,1,7,5265,157855_2021_Q3_2156466.txt,,True
157855,"Salesforce, Inc.",2021,4,2021-02-25,2224539,Marc Benioff,Marc Benioff,100.0,1,7,3818,157855_2021_Q4_2224539.txt,,True
157855,"Salesforce, Inc.",2022,2,2021-08-25,2390205,Bret Taylor,Bret Taylor,100.0,1,3,1719,157855_2022_Q2_2390205.txt,,True
157855,"Salesforce, Inc.",2022,3,2021-11-30,2466892,Bret Taylor,Bret Taylor,100.0,18,4,2415,157855_2022_Q3_2466892.txt,,True
157855,"Salesforce, Inc.",2022,4,2022-03-01,2513627,Bret Taylor,Bret Taylor,100.0,4,12,1805,157855_2022_Q4_2513627.txt,,True
001891,"Automatic Data Processing, Inc.",2018,2,2018-01-31,1377092,Carlos Rodriguez,Carlos Rodriguez,100.0,1,20,6829,001891_2018_Q2_1377092.txt,,True
001891,"Automatic Data Processing, Inc.",2018,3,2018-05-02,1448204,Carlos Rodriguez,Carlos Rodriguez,100.0,1,19,5185,001891_2018_Q3_1448204.txt,,True
001891,"Automatic Data Processing, Inc.",2018,4,2018-08-01,1526174,Carlos Rodriguez,Carlos Rodriguez,100.0,1,27,6571,001891_2018_Q4_1526174.txt,,True
001891,"Automatic Data Processing, Inc.",2019,1,2018-10-31,1595067,Carlos Rodriguez,Carlos Rodriguez,100.0,1,22,5556,001891_2019_Q1_1595067.txt,,True
001891,"Automatic Data Processing, Inc.",2019,2,2019-01-30,1644778,Carlos Rodriguez,Carlos Rodriguez,100.0,1,23,6251,001891_2019_Q2_1644778.txt,,True
001891,"Automatic Data Processing, Inc.",2019,3,2019-05-01,1719882,Carlos Rodriguez,Carlos Rodriguez,100.0,1,23,6517,001891_2019_Q3_1719882.txt,,True
001891,"Automatic Data Processing, Inc.",2019,4,2019-07-31,1790842,Carlos Rodriguez,Carlos Rodriguez,100.0,1,29,7951,001891_2019_Q4_1790842.txt,,True
001891,"Automatic Data Processing, Inc.",2020,1,2019-10-30,1849551,Carlos Rodriguez,Carlos Rodriguez,100.0,1,22,6469,001891_2020_Q1_1849551.txt,,True
001891,"Automatic Data Processing, Inc.",2020,2,2020-01-29,1898034,Carlos Rodriguez,Carlos Rodriguez,100.0,1,30,7216,001891_2020_Q2_1898034.txt,,True
001891,"Automatic Data Processing, Inc.",2020,3,2020-04-29,2018317,Carlos Rodriguez,Carlos Rodriguez,100.0,2,18,7962,001891_2020_Q3_2018317.txt,,True
001891,"Automatic Data Processing, Inc.",2020,4,2020-07-29,2085748,Carlos Rodriguez,Carlos Rodriguez,100.0,1,21,8152,001891_2020_Q4_2085748.txt,,True
001891,"Automatic Data Processing, Inc.",2021,1,2020-10-28,2153304,Carlos Rodriguez,Carlos Rodriguez,100.0,1,28,6556,001891_2021_Q1_2153304.txt,,True
001891,"Automatic Data Processing, Inc.",2021,2,2021-01-27,2182155,Carlos Rodriguez,Carlos Rodriguez,100.0,1,14,7964,001891_2021_Q2_2182155.txt,,True
001891,"Automatic Data Processing, Inc.",2021,3,2021-04-28,2260871,Carlos Rodriguez,Carlos Rodriguez,100.0,1,21,7458,001891_2021_Q3_2260871.txt,,True
001891,"Automatic Data Processing, Inc.",2021,4,2021-07-28,2352716,Carlos Rodriguez,Carlos Rodriguez,100.0,1,29,7838,001891_2021_Q4_2352716.txt,,True
001891,"Automatic Data Processing, Inc.",2022,1,2021-10-27,2414509,Carlos Rodriguez,Carlos Rodriguez,100.0,1,14,7364,001891_2022_Q1_2414509.txt,,True
001891,"Automatic Data Processing, Inc.",2022,2,2022-01-26,2477733,Carlos Rodriguez,Carlos Rodriguez,100.0,1,25,6495,001891_2022_Q2_2477733.txt,,True
001891,"Automatic Data Processing, Inc.",2022,3,2022-04-27,2544941,Carlos Rodriguez,Carlos Rodriguez,100.0,1,19,5144,001891_2022_Q3_2544941.txt,,True
001891,"Automatic Data Processing, Inc.",2022,4,2022-07-27,2605392,Carlos Rodriguez,Carlos Rodriguez,100.0,1,15,4146,001891_2022_Q4_2605392.txt,,True
012635,"Fiserv, Inc.",2020,1,2020-05-07,2016855,Frank Bisignano,Frank Bisignano,100.0,1,7,2374,012635_2020_Q1_2016855.txt,,True
012635,"Fiserv, Inc.",2020,2,2020-08-05,2102681,Frank Bisignano,Frank Bisignano,100.0,2,15,3948,012635_2020_Q2_2102681.txt,,True
012635,"Fiserv, Inc.",2020,3,2020-10-27,2150198,Frank Bisignano,Frank Bisignano,100.0,2,16,3899,012635_2020_Q3_2150198.txt,,True
012635,"Fiserv, Inc.",2020,4,2021-02-09,2201192,Frank Bisignano,Frank Bisignano,100.0,2,7,3637,012635_2020_Q4_2201192.txt,,True
012635,"Fiserv, Inc.",2021,1,2021-04-27,2259130,Frank Bisignano,Frank Bisignano,100.0,2,11,3690,012635_2021_Q1_2259130.txt,,True
012635,"Fiserv, Inc.",2021,2,2021-07-27,2351728,Frank Bisignano,Frank Bisignano,100.0,2,12,4137,012635_2021_Q2_2351728.txt,,True
012635,"Fiserv, Inc.",2021,3,2021-10-27,2414121,Frank Bisignano,Frank Bisignano,100.0,2,6,3561,012635_2021_Q3_2414121.txt,,True
012635,"Fiserv, Inc.",2021,4,2022-02-08,2487552,Frank Bisignano,Frank Bisignano,100.0,2,9,3353,012635_2021_Q4_2487552.txt,,True
012635,"Fiserv, Inc.",2022,1,2022-04-27,2544784,Frank Bisignano,Frank Bisignano,100.0,2,11,4094,012635_2022_Q1_2544784.txt,,True
012635,"Fiserv, Inc.",2022,2,2022-07-26,2604277,Frank Bisignano,Frank Bisignano,100.0,2,8,3271,012635_2022_Q2_2604277.txt,,True
012635,"Fiserv, Inc.",2022,3,2022-10-27,2665311,Frank Bisignano,Frank Bisignano,100.0,2,8,3719,012635_2022_Q3_2665311.txt,,True
199356,"Tripadvisor, Inc.",2018,1,2018-05-09,1460805,Stephen Kaufer,Stephen Kaufer,100.0,1,15,3170,199356_2018_Q1_1460805.txt,,True
199356,"Tripadvisor, Inc.",2018,2,2018-08-02,1532915,Stephen Kaufer,Stephen Kaufer,100.0,1,19,4292,199356_2018_Q2_1532915.txt,,True
199356,"Tripadvisor, Inc.",2018,3,2018-11-08,1613877,Stephen Kaufer,Stephen Kaufer,100.0,1,9,2300,199356_2018_Q3_1613877.txt,,True
199356,"Tripadvisor, Inc.",2018,4,2019-02-13,1657916,Stephen Kaufer,Stephen Kaufer,100.0,1,9,2637,199356_2018_Q4_1657916.txt,,True
199356,"Tripadvisor, Inc.",2019,1,2019-05-08,1738896,Stephen Kaufer,Stephen Kaufer,100.0,1,11,3099,199356_2019_Q1_1738896.txt,,True
199356,"Tripadvisor, Inc.",2019,2,2019-08-08,1803258,Stephen Kaufer,Stephen Kaufer,100.0,1,14,2871,199356_2019_Q2_1803258.txt,,True
199356,"Tripadvisor, Inc.",2019,3,2019-11-07,1860848,Stephen Kaufer,Stephen Kaufer,100.0,1,14,3123,199356_2019_Q3_1860848.txt,,True
199356,"Tripadvisor, Inc.",2019,4,2020-02-13,1911612,Stephen Kaufer,Stephen Kaufer,100.0,1,16,2881,199356_2019_Q4_1911612.txt,,True
199356,"Tripadvisor, Inc.",2020,1,2020-05-08,1990447,Stephen Kaufer,Stephen Kaufer,100.0,1,15,3933,199356_2020_Q1_1990447.txt,,True
199356,"Tripadvisor, Inc.",2020,2,2020-08-07,2159683,Stephen Kaufer,Stephen Kaufer,100.0,1,17,5365,199356_2020_Q2_2159683.txt,,True
199356,"Tripadvisor, Inc.",2020,3,2020-11-06,2132713,Stephen Kaufer,Stephen Kaufer,100.0,1,11,4056,199356_2020_Q3_2132713.txt,,True
199356,"Tripadvisor, Inc.",2020,4,2021-02-19,2257791,Stephen Kaufer,Stephen Kaufer,100.0,1,16,5851,199356_2020_Q4_2257791.txt,,True
199356,"Tripadvisor, Inc.",2021,1,2021-05-07,2304993,Stephen Kaufer,Stephen Kaufer,100.0,1,15,5230,199356_2021_Q1_2304993.txt,,True
199356,"Tripadvisor, Inc.",2021,2,2021-08-06,2367155,Stephen Kaufer,Stephen Kaufer,100.0,1,11,3271,199356_2021_Q2_2367155.txt,,True
199356,"Tripadvisor, Inc.",2021,3,2021-11-09,2476029,Stephen Kaufer,Stephen Kaufer,100.0,1,16,4058,199356_2021_Q3_2476029.txt,,True
199356,"Tripadvisor, Inc.",2021,4,2022-02-17,2497384,Stephen Kaufer,Stephen Kaufer,100.0,1,9,1696,199356_2021_Q4_2497384.txt,,True
199356,"Tripadvisor, Inc.",2022,2,2022-08-05,2620194,Matthew Goldberg,Matthew Goldberg,100.0,1,12,3706,199356_2022_Q2_2620194.txt,,True
199356,"Tripadvisor, Inc.",2022,3,2022-11-08,2678928,Matthew Goldberg,Matthew Goldberg,100.0,1,15,4650,199356_2022_Q3_2678928.txt,,True
003226,Comcast Corporation,2018,1,2018-04-25,1437293,Brian Roberts,Brian Roberts,100.0,1,5,2335,003226_2018_Q1_1437293.txt,,True
003226,Comcast Corporation,2018,2,2018-07-26,1509145,Brian Roberts,Brian Roberts,100.0,1,7,2379,003226_2018_Q2_1509145.txt,,True
003226,Comcast Corporation,2018,3,2018-10-25,1579224,Brian Roberts,Brian Roberts,100.0,3,7,2845,003226_2018_Q3_1579224.txt,,True
003226,Comcast Corporation,2018,4,2019-01-23,1641461,Brian Roberts,Brian Roberts,100.0,1,4,2613,003226_2018_Q4_1641461.txt,,True
003226,Comcast Corporation,2019,1,2019-04-25,1708641,Brian Roberts,Brian Roberts,100.0,1,7,2042,003226_2019_Q1_1708641.txt,,True
003226,Comcast Corporation,2019,2,2019-07-25,1781743,Brian Roberts,Brian Roberts,100.0,1,6,1563,003226_2019_Q2_1781743.txt,,True
003226,Comcast Corporation,2019,3,2019-10-24,1839434,Brian Roberts,Brian Roberts,100.0,1,5,1260,003226_2019_Q3_1839434.txt,,True
003226,Comcast Corporation,2019,4,2020-01-23,1894634,Brian Roberts,Brian Roberts,100.0,1,3,1573,003226_2019_Q4_1894634.txt,,True
003226,Comcast Corporation,2020,1,2020-04-30,2020090,Brian Roberts,Brian Roberts,100.0,1,9,3168,003226_2020_Q1_2020090.txt,,True
003226,Comcast Corporation,2020,2,2020-07-30,2084703,Brian Roberts,Brian Roberts,100.0,1,4,1248,003226_2020_Q2_2084703.txt,,True
003226,Comcast Corporation,2020,3,2020-10-29,2154267,Brian Roberts,Brian Roberts,100.0,1,8,3508,003226_2020_Q3_2154267.txt,,True
003226,Comcast Corporation,2020,4,2021-01-28,2252285,Brian Roberts,Brian Roberts,100.0,1,11,3024,003226_2020_Q4_2252285.txt,,True
003226,Comcast Corporation,2021,1,2021-04-29,2262844,Brian Roberts,Brian Roberts,100.0,1,4,1845,003226_2021_Q1_2262844.txt,,True
003226,Comcast Corporation,2021,3,2021-10-28,2416199,Brian Roberts,Brian Roberts,100.0,1,5,2530,003226_2021_Q3_2416199.txt,,True
