gvkey,execid,year,exec_fname,exec_lname,ceoann,becameceo,leftofc,prev_execid,prev_year
149318,35232,2020.0,Matthew,Maddox,CEO,2018-02-06,2022-01-31,35232,2019.0
149318,35232,2021.0,Matthew,Maddox,CEO,2018-02-06,2022-01-31,35232,2020.0
149318,54705,2022.0,Craig,Billings,CEO,2022-02-01,,35232,2021.0
157855,35712,2017.0,Marc,Benioff,CEO,2021-11-30,2023-01-31,,
157855,35712,2018.0,Marc,Benioff,CEO,2021-11-30,2023-01-31,35712,2017.0
157855,35712,2019.0,Marc,Benioff,CEO,2021-11-30,2023-01-31,35712,2018.0
157855,23585,2020.0,Keith,Block,CEO,2018-08-07,2020-02-01,35712,2019.0
157855,35712,2021.0,Marc,Benioff,CEO,2021-11-30,2023-01-31,23585,2020.0
157855,56955,2022.0,Bret,Taylor,CEO,2021-11-30,2023-01-31,35712,2021.0
164296,37849,2017.0,David,Zaslav,CEO,2022-04-08,,,
164296,37849,2018.0,David,Zaslav,CEO,2022-04-08,,37849,2017.0
164296,37849,2019.0,David,Zaslav,CEO,2022-04-08,,37849,2018.0
164296,37849,2020.0,David,Zaslav,CEO,2022-04-08,,37849,2019.0
164296,37849,2021.0,David,Zaslav,CEO,2022-04-08,,37849,2020.0
164296,37849,2022.0,David,Zaslav,CEO,2022-04-08,,37849,2021.0
165993,35378,2017.0,Gary,Norcross,CEO,2015-01-01,2022-12-16,,
165993,35378,2018.0,Gary,Norcross,CEO,2015-01-01,2022-12-16,35378,2017.0
165993,35378,2019.0,Gary,Norcross,CEO,2015-01-01,2022-12-16,35378,2018.0
165993,35378,2020.0,Gary,Norcross,CEO,2015-01-01,2022-12-16,35378,2019.0
165993,35378,2021.0,Gary,Norcross,CEO,2015-01-01,2022-12-16,35378,2020.0
165993,35378,2022.0,Gary,Norcross,CEO,2015-01-01,2022-12-16,35378,2021.0
170841,41249,2017.0,Gregory,Garland,CEO,2012-04-30,2022-07-01,,
170841,41249,2018.0,Gregory,Garland,CEO,2012-04-30,2022-07-01,41249,2017.0
170841,41249,2019.0,Gregory,Garland,CEO,2012-04-30,2022-07-01,41249,2018.0
170841,41249,2020.0,Gregory,Garland,CEO,2012-04-30,2022-07-01,41249,2019.0
170841,41249,2021.0,Gregory,Garland,CEO,2012-04-30,2022-07-01,41249,2020.0
170841,61716,2022.0,Mark,Lashier,CEO,2022-07-01,,41249,2021.0
178704,41269,2017.0,Mary,Dillon,CEO,2013-07-01,2021-06-02,,
178704,41269,2018.0,Mary,Dillon,CEO,2013-07-01,2021-06-02,41269,2017.0
178704,41269,2019.0,Mary,Dillon,CEO,2013-07-01,2021-06-02,41269,2018.0
178704,41269,2020.0,Mary,Dillon,CEO,2013-07-01,2021-06-02,41269,2019.0
178704,49555,2021.0,David,Kimbell,CEO,2021-06-02,2025-01-06,41269,2020.0
178704,49555,2022.0,David,Kimbell,CEO,2021-06-02,2025-01-06,49555,2021.0
179621,32598,2017.0,Andre,Calantzopoulos,CEO,2002-01-01,2021-05-05,,
179621,32598,2018.0,Andre,Calantzopoulos,CEO,2002-01-01,2021-05-05,32598,2017.0
179621,32598,2019.0,Andre,Calantzopoulos,CEO,2002-01-01,2021-05-05,32598,2018.0
179621,32598,2020.0,Andre,Calantzopoulos,CEO,2002-01-01,2021-05-05,32598,2019.0
179621,44582,2021.0,Jacek,Olczak,CEO,2021-05-05,,32598,2020.0
179621,44582,2022.0,Jacek,Olczak,CEO,2021-05-05,,44582,2021.0
180405,22978,2017.0,Robert,Kotick,CEO,1991-02-01,,,
180405,22978,2018.0,Robert,Kotick,CEO,1991-02-01,,22978,2017.0
180405,22978,2019.0,Robert,Kotick,CEO,1991-02-01,,22978,2018.0
180405,22978,2020.0,Robert,Kotick,CEO,1991-02-01,,22978,2019.0
180405,22978,2021.0,Robert,Kotick,CEO,1991-02-01,,22978,2020.0
180405,22978,2022.0,Robert,Kotick,CEO,1991-02-01,,22978,2021.0
199356,43350,2017.0,Stephen,Kaufer,CEO,2000-02-01,2022-07-01,,
199356,43350,2018.0,Stephen,Kaufer,CEO,2000-02-01,2022-07-01,43350,2017.0
199356,43350,2019.0,Stephen,Kaufer,CEO,2000-02-01,2022-07-01,43350,2018.0
199356,43350,2020.0,Stephen,Kaufer,CEO,2000-02-01,2022-07-01,43350,2019.0
199356,43350,2021.0,Stephen,Kaufer,CEO,2000-02-01,2022-07-01,43350,2020.0
199356,63767,2022.0,Matthew,Goldberg,CEO,2022-07-01,,43350,2021.0
