companyid,transcriptid,mostimportantdateutc,headline,transcriptcollectiontypename,transcriptpresentationtypename,transcriptcreationdate_utc,audiolengthsec,priority,call_quarter,call_year,gvkey,companyname
336160,2242321,2021-03-25,"Darden Restaurants, Inc., Q3 2021 Earnings Call, Mar 25, 2021",Edited Copy,Final,2021-03-25,4278,0,3.0,2021.0,031846,"Darden Restaurants, Inc."
336160,2377446,2021-06-24,"Darden Restaurants, Inc., Q4 2021 Earnings Call, Jun 24, 2021",Proofed Copy,Final,2021-08-13,4484,0,4.0,2021.0,031846,"Darden Restaurants, Inc."
336160,2400565,2021-09-23,"Darden Restaurants, Inc., Q1 2022 Earnings Call, Sep 23, 2021",Edited Copy,Final,2021-09-23,4887,0,1.0,2022.0,031846,"Darden Restaurants, Inc."
336160,2479310,2021-12-17,"Darden Restaurants, Inc., Q2 2022 Earnings Call, Dec 17, 2021",Audited Copy,Final,2022-01-28,4356,0,2.0,2022.0,031846,"Darden Restaurants, Inc."
336160,2530634,2022-03-24,"Darden Restaurants, Inc., Q3 2022 Earnings Call, Mar 24, 2022",Edited Copy,Final,2022-03-24,4231,0,3.0,2022.0,031846,"Darden Restaurants, Inc."
336160,2592299,2022-06-23,"Darden Restaurants, Inc., Q4 2022 Earnings Call, Jun 23, 2022",Edited Copy,Final,2022-06-23,4277,0,4.0,2022.0,031846,"Darden Restaurants, Inc."
361335,1433251,2018-04-19,"Quest Diagnostics Incorporated, Q1 2018 Earnings Call, Apr 19, 2018",Audited Copy,Final,2018-04-20,3412,0,1.0,2018.0,064166,Quest Diagnostics Incorporated
361335,1506732,2018-07-24,"Quest Diagnostics Incorporated, Q2 2018 Earnings Call, Jul 24, 2018",Audited Copy,Final,2018-07-25,4117,0,2.0,2018.0,064166,Quest Diagnostics Incorporated
361335,1575413,2018-10-23,"Quest Diagnostics Incorporated, Q3 2018 Earnings Call, Oct 23, 2018",Audited Copy,Final,2018-10-24,4258,0,3.0,2018.0,064166,Quest Diagnostics Incorporated
361335,1660094,2019-02-14,"Quest Diagnostics Incorporated, Q4 2018 Earnings Call, Feb 14, 2019",Audited Copy,Final,2019-02-19,3531,0,4.0,2018.0,064166,Quest Diagnostics Incorporated
361335,1703158,2019-04-23,"Quest Diagnostics Incorporated, Q1 2019 Earnings Call, Apr 23, 2019",Audited Copy,Final,2019-04-24,3835,0,1.0,2019.0,064166,Quest Diagnostics Incorporated
361335,1778134,2019-07-23,"Quest Diagnostics Incorporated, Q2 2019 Earnings Call, Jul 23, 2019",Audited Copy,Final,2019-07-25,3785,0,2.0,2019.0,064166,Quest Diagnostics Incorporated
361335,1837724,2019-10-22,"Quest Diagnostics Incorporated, Q3 2019 Earnings Call, Oct 22, 2019",Audited Copy,Final,2019-10-24,3649,0,3.0,2019.0,064166,Quest Diagnostics Incorporated
361335,1899913,2020-01-30,"Quest Diagnostics Incorporated, Q4 2019 Earnings Call, Jan 30, 2020",Audited Copy,Final,2020-02-05,4223,0,4.0,2019.0,064166,Quest Diagnostics Incorporated
361335,2013540,2020-04-22,"Quest Diagnostics Incorporated, Q1 2020 Earnings Call, Apr 22, 2020",Audited Copy,Final,2020-06-10,4775,0,1.0,2020.0,064166,Quest Diagnostics Incorporated
361335,2085815,2020-07-23,"Quest Diagnostics Incorporated, Q2 2020 Earnings Call, Jul 23, 2020",Audited Copy,Final,2020-08-28,4270,0,2.0,2020.0,064166,Quest Diagnostics Incorporated
361335,2161664,2020-10-22,"Quest Diagnostics Incorporated, Q3 2020 Earnings Call, Oct 22, 2020",Proofed Copy,Final,2020-12-10,4254,0,3.0,2020.0,064166,Quest Diagnostics Incorporated
361335,2251880,2021-02-04,"Quest Diagnostics Incorporated, Q4 2020 Earnings Call, Feb 04, 2021",Edited Copy,Final,2021-04-15,4618,0,4.0,2020.0,064166,Quest Diagnostics Incorporated
361335,2255621,2021-04-22,"Quest Diagnostics Incorporated, Q1 2021 Earnings Call, Apr 22, 2021",Edited Copy,Final,2021-04-22,3555,0,1.0,2021.0,064166,Quest Diagnostics Incorporated
361335,2350557,2021-07-22,"Quest Diagnostics Incorporated, Q2 2021 Earnings Call, Jul 22, 2021",Proofed Copy,Final,2021-07-23,3658,0,2.0,2021.0,064166,Quest Diagnostics Incorporated
361335,2409008,2021-10-21,"Quest Diagnostics Incorporated, Q3 2021 Earnings Call, Oct 21, 2021",Edited Copy,Final,2021-10-21,3720,0,3.0,2021.0,064166,Quest Diagnostics Incorporated
361335,2484611,2022-02-03,"Quest Diagnostics Incorporated, Q4 2021 Earnings Call, Feb 03, 2022",Edited Copy,Final,2022-02-03,5406,0,4.0,2021.0,064166,Quest Diagnostics Incorporated
361335,2558438,2022-04-21,"Quest Diagnostics Incorporated, Q1 2022 Earnings Call, Apr 21, 2022",Proofed Copy,Final,2022-05-08,4409,0,1.0,2022.0,064166,Quest Diagnostics Incorporated
361335,2602225,2022-07-21,"Quest Diagnostics Incorporated, Q2 2022 Earnings Call, Jul 21, 2022",Edited Copy,Final,2022-07-21,4076,0,2.0,2022.0,064166,Quest Diagnostics Incorporated
361335,2659728,2022-10-20,"Quest Diagnostics Incorporated, Q3 2022 Earnings Call, Oct 20, 2022",Edited Copy,Final,2022-10-20,4394,0,3.0,2022.0,064166,Quest Diagnostics Incorporated
370857,1436438,2018-04-25,"The Boeing Company, Q1 2018 Earnings Call, Apr 25, 2018",Edited Copy,Final,2018-04-25,3835,0,1.0,2018.0,002285,The Boeing Company
370857,1508387,2018-07-25,"The Boeing Company, Q2 2018 Earnings Call, Jul 25, 2018",Audited Copy,Final,2018-07-26,4493,0,2.0,2018.0,002285,The Boeing Company
370857,1576914,2018-10-24,"The Boeing Company, Q3 2018 Earnings Call, Oct 24, 2018",Proofed Copy,Final,2018-10-25,4491,0,3.0,2018.0,002285,The Boeing Company
370857,1643708,2019-01-30,"The Boeing Company, Q4 2018 Earnings Call, Jan 30, 2019",Audited Copy,Final,2019-01-31,4942,0,4.0,2018.0,002285,The Boeing Company
370857,1751027,2019-04-24,"The Boeing Company, Q1 2019 Earnings Call, Apr 24, 2019",Audited Copy,Final,2019-05-31,4520,0,1.0,2019.0,002285,The Boeing Company
370857,1830979,2019-07-24,"The Boeing Company, Q2 2019 Earnings Call, Jul 24, 2019",Audited Copy,Final,2019-10-04,4830,0,2.0,2019.0,002285,The Boeing Company
370857,1839335,2019-10-23,"The Boeing Company, Q3 2019 Earnings Call, Oct 23, 2019",Proofed Copy,Final,2019-10-24,4495,0,3.0,2019.0,002285,The Boeing Company
370857,1897053,2020-01-29,"The Boeing Company, Q4 2019 Earnings Call, Jan 29, 2020",Proofed Copy,Final,2020-01-31,4145,0,4.0,2019.0,002285,The Boeing Company
370857,2018563,2020-04-29,"The Boeing Company, Q1 2020 Earnings Call, Apr 29, 2020",Audited Copy,Final,2020-06-16,4456,0,1.0,2020.0,002285,The Boeing Company
370857,2088615,2020-07-29,"The Boeing Company, Q2 2020 Earnings Call, Jul 29, 2020",Proofed Copy,Final,2020-09-02,4788,0,2.0,2020.0,002285,The Boeing Company
370857,2153184,2020-10-28,"The Boeing Company, Q3 2020 Earnings Call, Oct 28, 2020",Proofed Copy,Final,2020-11-25,5053,0,3.0,2020.0,002285,The Boeing Company
370857,2182400,2021-01-27,"The Boeing Company, Q4 2020 Earnings Call, Jan 27, 2021",Edited Copy,Final,2021-01-27,4801,0,4.0,2020.0,002285,The Boeing Company
370857,2260997,2021-04-28,"The Boeing Company, Q1 2021 Earnings Call, Apr 28, 2021",Edited Copy,Final,2021-04-28,4302,0,1.0,2021.0,002285,The Boeing Company
370857,2353071,2021-07-28,"The Boeing Company, Q2 2021 Earnings Call, Jul 28, 2021",Edited Copy,Final,2021-07-28,4709,0,2.0,2021.0,002285,The Boeing Company
370857,2414339,2021-10-27,"The Boeing Company, Q3 2021 Earnings Call, Oct 27, 2021",Edited Copy,Final,2021-10-27,3740,0,3.0,2021.0,002285,The Boeing Company
370857,2477775,2022-01-26,"The Boeing Company, Q4 2021 Earnings Call, Jan 26, 2022",Edited Copy,Final,2022-01-26,3570,0,4.0,2021.0,002285,The Boeing Company
370857,2544975,2022-04-27,"The Boeing Company, Q1 2022 Earnings Call, Apr 27, 2022",Edited Copy,Final,2022-04-27,3791,0,1.0,2022.0,002285,The Boeing Company
370857,2640862,2022-07-27,"The Boeing Company, Q2 2022 Earnings Call, Jul 27, 2022",Edited Copy,Final,2022-09-01,3589,0,2.0,2022.0,002285,The Boeing Company
370857,2663948,2022-10-26,"The Boeing Company, Q3 2022 Earnings Call, Oct 26, 2022",Edited Copy,Final,2022-10-26,3194,0,3.0,2022.0,002285,The Boeing Company
386024,1487047,2018-05-07,"Cognizant Technology Solutions Corporation, Q1 2018 Earnings Call, May 07, 2018",Audited Copy,Final,2018-06-10,3714,0,1.0,2018.0,111864,Cognizant Technology Solutions Corporation
386024,1533179,2018-08-02,"Cognizant Technology Solutions Corporation, Q2 2018 Earnings Call, Aug 02, 2018",Audited Copy,Final,2018-08-14,3533,0,2.0,2018.0,111864,Cognizant Technology Solutions Corporation
386024,1589585,2018-10-30,"Cognizant Technology Solutions Corporation, Q3 2018 Earnings Call, Oct 30, 2018",Audited Copy,Final,2018-11-02,3615,0,3.0,2018.0,111864,Cognizant Technology Solutions Corporation
386024,1649749,2019-02-06,"Cognizant Technology Solutions Corporation, Q4 2018 Earnings Call, Feb 06, 2019",Audited Copy,Final,2019-02-07,3555,0,4.0,2018.0,111864,Cognizant Technology Solutions Corporation
386024,1724313,2019-05-02,"Cognizant Technology Solutions Corporation, Q1 2019 Earnings Call, May 02, 2019",Audited Copy,Final,2019-05-08,3335,0,1.0,2019.0,111864,Cognizant Technology Solutions Corporation
386024,1813241,2019-07-31,"Cognizant Technology Solutions Corporation, Q2 2019 Earnings Call, Jul 31, 2019",Audited Copy,Final,2019-08-29,3572,0,2.0,2019.0,111864,Cognizant Technology Solutions Corporation
386024,1849597,2019-10-30,"Cognizant Technology Solutions Corporation, Q3 2019 Earnings Call, Oct 30, 2019",Audited Copy,Final,2019-11-01,3699,0,3.0,2019.0,111864,Cognizant Technology Solutions Corporation
386024,1902349,2020-02-05,"Cognizant Technology Solutions Corporation, Q4 2019 Earnings Call, Feb 05, 2020",Audited Copy,Final,2020-02-07,3636,0,4.0,2019.0,111864,Cognizant Technology Solutions Corporation
386024,2204947,2020-05-07,"Cognizant Technology Solutions Corporation, Q1 2020 Earnings Call, May 07, 2020",Audited Copy,Final,2021-02-11,3575,0,1.0,2020.0,111864,Cognizant Technology Solutions Corporation
386024,2078216,2020-07-29,"Cognizant Technology Solutions Corporation, Q2 2020 Earnings Call, Jul 29, 2020",Proofed Copy,Final,2020-08-19,3783,0,2.0,2020.0,111864,Cognizant Technology Solutions Corporation
386024,2154312,2020-10-28,"Cognizant Technology Solutions Corporation, Q3 2020 Earnings Call, Oct 28, 2020",Proofed Copy,Final,2020-11-27,3785,0,3.0,2020.0,111864,Cognizant Technology Solutions Corporation
386024,2190414,2021-02-03,"Cognizant Technology Solutions Corporation, Q4 2020 Earnings Call, Feb 03, 2021",Edited Copy,Final,2021-02-04,3738,0,4.0,2020.0,111864,Cognizant Technology Solutions Corporation
386024,2271524,2021-05-05,"Cognizant Technology Solutions Corporation, Q1 2021 Earnings Call, May 05, 2021",Edited Copy,Final,2021-05-06,3768,0,1.0,2021.0,111864,Cognizant Technology Solutions Corporation
386024,2353461,2021-07-28,"Cognizant Technology Solutions Corporation, Q2 2021 Earnings Call, Jul 28, 2021",Edited Copy,Final,2021-07-29,3371,0,2.0,2021.0,111864,Cognizant Technology Solutions Corporation
386024,2414929,2021-10-27,"Cognizant Technology Solutions Corporation, Q3 2021 Earnings Call, Oct 27, 2021",Edited Copy,Final,2021-10-28,3664,0,3.0,2021.0,111864,Cognizant Technology Solutions Corporation
386024,2483399,2022-02-02,"Cognizant Technology Solutions Corporation, Q4 2021 Earnings Call, Feb 02, 2022",Edited Copy,Final,2022-02-03,3770,0,4.0,2021.0,111864,Cognizant Technology Solutions Corporation
386024,2554460,2022-05-04,"Cognizant Technology Solutions Corporation, Q1 2022 Earnings Call, May 04, 2022",Edited Copy,Final,2022-05-05,3910,0,1.0,2022.0,111864,Cognizant Technology Solutions Corporation
386024,2606122,2022-07-27,"Cognizant Technology Solutions Corporation, Q2 2022 Earnings Call, Jul 27, 2022",Edited Copy,Final,2022-07-27,3838,0,2.0,2022.0,111864,Cognizant Technology Solutions Corporation
386024,2672899,2022-11-02,"Cognizant Technology Solutions Corporation, Q3 2022 Earnings Call, Nov 02, 2022",Edited Copy,Final,2022-11-03,3628,0,3.0,2022.0,111864,Cognizant Technology Solutions Corporation
415798,1435600,2018-04-24,"Verizon Communications Inc., Q1 2018 Earnings Call, Apr 24, 2018",Audited Copy,Final,2018-04-25,3534,0,1.0,2018.0,002136,Verizon Communications Inc.
415798,1506820,2018-07-24,"Verizon Communications Inc., Q2 2018 Earnings Call, Jul 24, 2018",Audited Copy,Final,2018-07-25,3793,0,2.0,2018.0,002136,Verizon Communications Inc.
415798,1577312,2018-10-23,"Verizon Communications Inc., Q3 2018 Earnings Call, Oct 23, 2018",Audited Copy,Final,2018-10-25,3270,0,3.0,2018.0,002136,Verizon Communications Inc.
415798,1643410,2019-01-29,"Verizon Communications Inc., Q4 2018 Earnings Call, Jan 29, 2019",Audited Copy,Final,2019-01-31,3797,0,4.0,2018.0,002136,Verizon Communications Inc.
415798,1702447,2019-04-23,"Verizon Communications Inc., Q1 2019 Earnings Call, Apr 23, 2019",Edited Copy,Final,2019-04-23,3348,0,1.0,2019.0,002136,Verizon Communications Inc.
415798,1790843,2019-08-01,"Verizon Communications Inc., Q2 2019 Earnings Call, Aug 01, 2019",Audited Copy,Final,2019-08-05,3796,0,2.0,2019.0,002136,Verizon Communications Inc.
415798,1841852,2019-10-25,"Verizon Communications Inc., Q3 2019 Earnings Call, Oct 25, 2019",Audited Copy,Final,2019-10-26,3727,0,3.0,2019.0,002136,Verizon Communications Inc.
415798,2105098,2020-01-30,"Verizon Communications Inc., Q4 2019 Earnings Call, Jan 30, 2020",Audited Copy,Final,2020-09-29,4131,0,4.0,2019.0,002136,Verizon Communications Inc.
415798,2987703,2020-04-24,"Verizon Communications Inc., Q1 2020 Earnings Call, Apr 24, 2020",Audited Copy,Final,2024-01-02,4497,0,1.0,2020.0,002136,Verizon Communications Inc.
415798,2086743,2020-07-24,"Verizon Communications Inc., Q2 2020 Earnings Call, Jul 24, 2020",Proofed Copy,Final,2020-08-31,4325,0,2.0,2020.0,002136,Verizon Communications Inc.
415798,2148419,2020-10-21,"Verizon Communications Inc., Q3 2020 Earnings Call, Oct 21, 2020",Proofed Copy,Final,2020-11-20,4105,0,3.0,2020.0,002136,Verizon Communications Inc.
415798,2251204,2021-01-26,"Verizon Communications Inc., Q4 2020 Earnings Call, Jan 26, 2021",Proofed Copy,Final,2021-04-14,3858,0,4.0,2020.0,002136,Verizon Communications Inc.
415798,2254550,2021-04-21,"Verizon Communications Inc., Q1 2021 Earnings Call, Apr 21, 2021",Edited Copy,Final,2021-04-21,3799,0,1.0,2021.0,002136,Verizon Communications Inc.
415798,2348697,2021-07-21,"Verizon Communications Inc., Q2 2021 Earnings Call, Jul 21, 2021",Edited Copy,Final,2021-07-21,3851,0,2.0,2021.0,002136,Verizon Communications Inc.
415798,2408165,2021-10-20,"Verizon Communications Inc., Q3 2021 Earnings Call, Oct 20, 2021",Edited Copy,Final,2021-10-20,3777,0,3.0,2021.0,002136,Verizon Communications Inc.
415798,2476851,2022-01-25,"Verizon Communications Inc., Q4 2021 Earnings Call, Jan 25, 2022",Edited Copy,Final,2022-01-25,4441,0,4.0,2021.0,002136,Verizon Communications Inc.
415798,2549604,2022-04-22,"Verizon Communications Inc., Q1 2022 Earnings Call, Apr 22, 2022",Proofed Copy,Final,2022-04-30,3785,0,1.0,2022.0,002136,Verizon Communications Inc.
415798,2603013,2022-07-22,"Verizon Communications Inc., Q2 2022 Earnings Call, Jul 22, 2022",Edited Copy,Final,2022-07-22,3717,0,2.0,2022.0,002136,Verizon Communications Inc.
415798,2660853,2022-10-21,"Verizon Communications Inc., Q3 2022 Earnings Call, Oct 21, 2022",Edited Copy,Final,2022-10-21,3880,0,3.0,2022.0,002136,Verizon Communications Inc.
526573,1381594,2018-02-06,"Tapestry, Inc., Q2 2018 Earnings Call, Feb 06, 2018",Audited Copy,Final,2018-02-07,4180,0,2.0,2018.0,140541,"Tapestry, Inc."
526573,1446364,2018-05-01,"Tapestry, Inc., Q3 2018 Earnings Call, May 01, 2018",Audited Copy,Final,2018-05-02,4110,0,3.0,2018.0,140541,"Tapestry, Inc."
526573,1544082,2018-08-14,"Tapestry, Inc., Q4 2018 Earnings Call, Aug 14, 2018",Proofed Copy,Final,2018-08-30,4738,0,4.0,2018.0,140541,"Tapestry, Inc."
526573,1591933,2018-10-30,"Tapestry, Inc., Q1 2019 Earnings Call, Oct 30, 2018",Audited Copy,Final,2018-11-06,3881,0,1.0,2019.0,140541,"Tapestry, Inc."
526573,1651841,2019-02-07,"Tapestry, Inc., Q2 2019 Earnings Call, Feb 07, 2019",Audited Copy,Final,2019-02-09,4231,0,2.0,2019.0,140541,"Tapestry, Inc."
526573,1739359,2019-05-09,"Tapestry, Inc., Q3 2019 Earnings Call, May 09, 2019",Audited Copy,Final,2019-05-17,4171,0,3.0,2019.0,140541,"Tapestry, Inc."
526573,1807994,2019-08-15,"Tapestry, Inc., Q4 2019 Earnings Call, Aug 15, 2019",Audited Copy,Final,2019-08-20,4075,0,4.0,2019.0,140541,"Tapestry, Inc."
526573,1857650,2019-11-05,"Tapestry, Inc., Q1 2020 Earnings Call, Nov 05, 2019",Audited Copy,Final,2019-11-07,3684,0,1.0,2020.0,140541,"Tapestry, Inc."
526573,1908456,2020-02-06,"Tapestry, Inc., Q2 2020 Earnings Call, Feb 06, 2020",Audited Copy,Final,2020-02-13,4211,0,2.0,2020.0,140541,"Tapestry, Inc."
526573,3080571,2020-04-30,"Tapestry, Inc., Q3 2020 Earnings Call, Apr 30, 2020",Audited Copy,Final,2024-04-05,4395,0,3.0,2020.0,140541,"Tapestry, Inc."
526573,2072578,2020-08-13,"Tapestry, Inc., Q4 2020 Earnings Call, Aug 13, 2020",Edited Copy,Final,2020-08-13,5462,0,4.0,2020.0,140541,"Tapestry, Inc."
526573,2158505,2020-10-29,"Tapestry, Inc., Q1 2021 Earnings Call, Oct 29, 2020",Proofed Copy,Final,2020-12-04,3846,0,1.0,2021.0,140541,"Tapestry, Inc."
526573,2191852,2021-02-04,"Tapestry, Inc., Q2 2021 Earnings Call, Feb 04, 2021",Edited Copy,Final,2021-02-04,4168,0,2.0,2021.0,140541,"Tapestry, Inc."
526573,2272519,2021-05-06,"Tapestry, Inc., Q3 2021 Earnings Call, May 06, 2021",Edited Copy,Final,2021-05-06,4082,0,3.0,2021.0,140541,"Tapestry, Inc."
526573,2382466,2021-08-19,"Tapestry, Inc., Q4 2021 Earnings Call, Aug 19, 2021",Edited Copy,Final,2021-08-19,4270,0,4.0,2021.0,140541,"Tapestry, Inc."
526573,2435252,2021-11-11,"Tapestry, Inc., Q1 2022 Earnings Call, Nov 11, 2021",Edited Copy,Final,2021-11-11,3499,0,1.0,2022.0,140541,"Tapestry, Inc."
526573,2493732,2022-02-10,"Tapestry, Inc., Q2 2022 Earnings Call, Feb 10, 2022",Proofed Copy,Final,2022-02-15,4197,0,2.0,2022.0,140541,"Tapestry, Inc."
526573,2565247,2022-05-12,"Tapestry, Inc., Q3 2022 Earnings Call, May 12, 2022",Edited Copy,Final,2022-05-12,3885,0,3.0,2022.0,140541,"Tapestry, Inc."
526573,2634382,2022-08-18,"Tapestry, Inc., Q4 2022 Earnings Call, Aug 18, 2022",Edited Copy,Final,2022-08-18,3823,0,4.0,2022.0,140541,"Tapestry, Inc."
655659,1451346,2018-05-03,"Fluor Corporation, Q1 2018 Earnings Call, May 03, 2018",Audited Copy,Final,2018-05-07,3712,0,1.0,2018.0,004818,Fluor Corporation
655659,1567075,2018-08-02,"Fluor Corporation, Q2 2018 Earnings Call, Aug 02, 2018",Audited Copy,Final,2018-10-09,3371,0,2.0,2018.0,004818,Fluor Corporation
655659,1596343,2018-11-01,"Fluor Corporation, Q3 2018 Earnings Call, Nov 01, 2018",Audited Copy,Final,2018-11-07,2676,0,3.0,2018.0,004818,Fluor Corporation
655659,1667177,2019-02-21,"Fluor Corporation, Q4 2018 Earnings Call, Feb 21, 2019",Audited Copy,Final,2019-02-25,3327,0,4.0,2018.0,004818,Fluor Corporation
655659,1724292,2019-05-02,"Fluor Corporation, Q1 2019 Earnings Call, May 02, 2019",Audited Copy,Final,2019-05-08,2360,0,1.0,2019.0,004818,Fluor Corporation
655659,1794216,2019-08-01,"Fluor Corporation, Q2 2019 Earnings Call, Aug 01, 2019",Audited Copy,Final,2019-08-07,3906,0,2.0,2019.0,004818,Fluor Corporation
655659,1850016,2019-10-31,"Fluor Corporation, Q3 2019 Earnings Call, Oct 31, 2019",Audited Copy,Final,2019-11-01,2824,0,3.0,2019.0,004818,Fluor Corporation
655659,1919032,2020-02-18,"Fluor Corporation, Q4 2019 Earnings Call, Feb 18, 2020",Audited Copy,Final,2020-02-24,3186,0,4.0,2019.0,004818,Fluor Corporation
655659,2161929,2020-12-10,"Fluor Corporation, Q3 2020 Earnings Call, Dec 10, 2020",Edited Copy,Final,2020-12-10,3572,0,3.0,2020.0,004818,Fluor Corporation
655659,2301236,2021-02-26,"Fluor Corporation, Q4 2020 Earnings Call, Feb 26, 2021",Proofed Copy,Final,2021-05-26,3606,0,4.0,2020.0,004818,Fluor Corporation
655659,2275733,2021-05-07,"Fluor Corporation, Q1 2021 Earnings Call, May 07, 2021",Edited Copy,Final,2021-05-07,2990,0,1.0,2021.0,004818,Fluor Corporation
655659,2367377,2021-08-06,"Fluor Corporation, Q2 2021 Earnings Call, Aug 06, 2021",Edited Copy,Final,2021-08-06,3536,0,2.0,2021.0,004818,Fluor Corporation
655659,2427400,2021-11-05,"Fluor Corporation, Q3 2021 Earnings Call, Nov 05, 2021",Edited Copy,Final,2021-11-05,3523,0,3.0,2021.0,004818,Fluor Corporation
655659,2501975,2022-02-22,"Fluor Corporation, Q4 2021 Earnings Call, Feb 22, 2022",Edited Copy,Final,2022-02-22,3532,0,4.0,2021.0,004818,Fluor Corporation
655659,2557644,2022-05-06,"Fluor Corporation, Q1 2022 Earnings Call, May 06, 2022",Edited Copy,Final,2022-05-06,2969,0,1.0,2022.0,004818,Fluor Corporation
655659,2621366,2022-08-05,"Fluor Corporation, Q2 2022 Earnings Call, Aug 05, 2022",Edited Copy,Final,2022-08-06,3627,0,2.0,2022.0,004818,Fluor Corporation
655659,2717141,2022-11-04,"Fluor Corporation, Q3 2022 Earnings Call, Nov 04, 2022",Edited Copy,Final,2023-01-11,3600,0,3.0,2022.0,004818,Fluor Corporation
972190,1423439,2018-03-22,"Accenture plc, Q2 2018 Earnings Call, Mar 22, 2018",Edited Copy,Final,2018-03-22,3729,0,2.0,2018.0,143357,Accenture plc
972190,1495978,2018-06-28,"Accenture plc, Q3 2018 Earnings Call, Jun 28, 2018",Edited Copy,Final,2018-06-28,3849,0,3.0,2018.0,143357,Accenture plc
972190,1563682,2018-09-27,"Accenture plc, Q4 2018 Earnings Call, Sep 27, 2018",Audited Copy,Final,2018-10-01,3658,0,4.0,2018.0,143357,Accenture plc
972190,1635385,2018-12-20,"Accenture plc, Q1 2019 Earnings Call, Dec 20, 2018",Audited Copy,Final,2019-01-14,4019,0,1.0,2019.0,143357,Accenture plc
972190,1694792,2019-03-28,"Accenture plc, Q2 2019 Earnings Call, Mar 28, 2019",Audited Copy,Final,2019-03-29,3747,0,2.0,2019.0,143357,Accenture plc
972190,1768176,2019-06-27,"Accenture plc, Q3 2019 Earnings Call, Jun 27, 2019",Audited Copy,Final,2019-07-01,3537,0,3.0,2019.0,143357,Accenture plc
972190,1829314,2019-09-26,"Accenture plc, Q4 2019 Earnings Call, Sep 26, 2019",Proofed Copy,Final,2019-09-28,3472,0,4.0,2019.0,143357,Accenture plc
972190,1886923,2019-12-19,"Accenture plc, Q1 2020 Earnings Call, Dec 19, 2019",Proofed Copy,Final,2020-01-01,3636,0,1.0,2020.0,143357,Accenture plc
972190,1943288,2020-03-19,"Accenture plc, Q2 2020 Earnings Call, Mar 19, 2020",Audited Copy,Final,2020-03-23,3912,0,2.0,2020.0,143357,Accenture plc
972190,2072126,2020-06-25,"Accenture plc, Q3 2020 Earnings Call, Jun 25, 2020",Audited Copy,Final,2020-08-13,3729,0,3.0,2020.0,143357,Accenture plc
972190,2204928,2020-09-24,"Accenture plc, Q4 2020 Earnings Call, Sep 24, 2020",Audited Copy,Final,2021-02-11,3648,0,4.0,2020.0,143357,Accenture plc
972190,2204923,2020-12-17,"Accenture plc, Q1 2021 Earnings Call, Dec 17, 2020",Edited Copy,Final,2021-02-11,3542,0,1.0,2021.0,143357,Accenture plc
972190,2239525,2021-03-18,"Accenture plc, Q2 2021 Earnings Call, Mar 18, 2021",Edited Copy,Final,2021-03-18,3643,0,2.0,2021.0,143357,Accenture plc
972190,2326904,2021-06-24,"Accenture plc, Q3 2021 Earnings Call, Jun 24, 2021",Edited Copy,Final,2021-06-24,3388,0,3.0,2021.0,143357,Accenture plc
972190,2400506,2021-09-23,"Accenture plc, Q4 2021 Earnings Call, Sep 23, 2021",Edited Copy,Final,2021-09-23,3730,0,4.0,2021.0,143357,Accenture plc
972190,2464407,2021-12-16,"Accenture plc, Q1 2022 Earnings Call, Dec 16, 2021",Edited Copy,Final,2021-12-24,3375,0,1.0,2022.0,143357,Accenture plc
972190,3001973,2022-03-17,"Accenture plc, Q2 2022 Earnings Call, Mar 17, 2022",Edited Copy,Final,2024-01-23,3692,0,2.0,2022.0,143357,Accenture plc
972190,2592285,2022-06-23,"Accenture plc, Q3 2022 Earnings Call, Jun 23, 2022",Edited Copy,Final,2022-06-23,3456,0,3.0,2022.0,143357,Accenture plc
972190,2650368,2022-09-22,"Accenture plc, Q4 2022 Earnings Call, Sep 22, 2022",Edited Copy,Final,2022-09-22,3597,0,4.0,2022.0,143357,Accenture plc
1340740,1434481,2018-04-20,"Honeywell International Inc., Q1 2018 Earnings Call, Apr 20, 2018",Audited Copy,Final,2018-04-24,3882,0,1.0,2018.0,001300,Honeywell International Inc.
1340740,1505006,2018-07-20,"Honeywell International Inc., Q2 2018 Earnings Call, Jul 20, 2018",Audited Copy,Final,2018-07-22,4068,0,2.0,2018.0,001300,Honeywell International Inc.
1340740,1573641,2018-10-19,"Honeywell International Inc., Q3 2018 Earnings Call, Oct 19, 2018",Audited Copy,Final,2018-10-22,4141,0,3.0,2018.0,001300,Honeywell International Inc.
1340740,1647169,2019-02-01,"Honeywell International Inc., Q4 2018 Earnings Call, Feb 01, 2019",Audited Copy,Final,2019-02-05,4211,0,4.0,2018.0,001300,Honeywell International Inc.
1340740,1701777,2019-04-18,"Honeywell International Inc., Q1 2019 Earnings Call, Apr 18, 2019",Audited Copy,Final,2019-04-22,3986,0,1.0,2019.0,001300,Honeywell International Inc.
1340740,1774097,2019-07-18,"Honeywell International Inc., Q2 2019 Earnings Call, Jul 18, 2019",Audited Copy,Final,2019-07-20,3950,0,2.0,2019.0,001300,Honeywell International Inc.
1340740,1836420,2019-10-17,"Honeywell International Inc., Q3 2019 Earnings Call, Oct 17, 2019",Audited Copy,Final,2019-10-23,3583,0,3.0,2019.0,001300,Honeywell International Inc.
1340740,1901654,2020-01-31,"Honeywell International Inc., Q4 2019 Earnings Call, Jan 31, 2020",Audited Copy,Final,2020-02-06,3867,0,4.0,2019.0,001300,Honeywell International Inc.
