companyid,transcriptid,mostimportantdateutc,headline,transcriptcollectiontypename,transcriptpresentationtypename,transcriptcreationdate_utc,audiolengthsec,priority,call_quarter,call_year,gvkey,companyname
30763,2591359,2022-06-21,"Lennar Corporation, Q2 2022 Earnings Call, Jun 21, 2022",Edited Copy,Final,2022-06-21,3868,0,2.0,2022.0,006669,Lennar Corporation
30763,2695207,2022-09-22,"Lennar Corporation, Q3 2022 Earnings Call, Sep 22, 2022",Audited Copy,Final,2022-11-21,4226,0,3.0,2022.0,006669,Lennar Corporation
30763,2710252,2022-12-15,"Lennar Corporation, Q4 2022 Earnings Call, Dec 15, 2022",Edited Copy,Final,2022-12-15,5456,0,4.0,2022.0,006669,Lennar Corporation
31148,1460850,2018-05-09,"Marriott International, Inc., Q1 2018 Earnings Call, May 09, 2018",Audited Copy,Final,2018-05-11,4942,0,1.0,2018.0,028930,"Marriott International, Inc."
31148,1539411,2018-08-07,"Marriott International, Inc., Q2 2018 Earnings Call, Aug 07, 2018",Audited Copy,Final,2018-08-22,5263,0,2.0,2018.0,028930,"Marriott International, Inc."
31148,1627720,2018-11-06,"Marriott International, Inc., Q3 2018 Earnings Call, Nov 06, 2018",Audited Copy,Final,2018-12-17,5120,0,3.0,2018.0,028930,"Marriott International, Inc."
31148,1675536,2019-03-01,"Marriott International, Inc., Q4 2018 Earnings Call, Mar 01, 2019",Audited Copy,Final,2019-03-02,5233,0,4.0,2018.0,028930,"Marriott International, Inc."
31148,1736588,2019-05-10,"Marriott International, Inc., Q1 2019 Earnings Call, May 10, 2019",Audited Copy,Final,2019-05-15,4504,0,1.0,2019.0,028930,"Marriott International, Inc."
31148,1816839,2019-08-06,"Marriott International, Inc., Q2 2019 Earnings Call, Aug 06, 2019",Proofed Copy,Final,2019-09-05,4516,0,2.0,2019.0,028930,"Marriott International, Inc."
31148,2993838,2019-11-05,"Marriott International, Inc., Q3 2019 Earnings Call, Nov 05, 2019",Audited Copy,Final,2024-01-11,5108,0,3.0,2019.0,028930,"Marriott International, Inc."
31148,1932617,2020-02-27,"Marriott International, Inc., Q4 2019 Earnings Call, Feb 27, 2020",Proofed Copy,Final,2020-03-10,4517,0,4.0,2019.0,028930,"Marriott International, Inc."
31148,2017727,2020-05-11,"Marriott International, Inc., Q1 2020 Earnings Call, May 11, 2020",Proofed Copy,Final,2020-06-15,5110,0,1.0,2020.0,028930,"Marriott International, Inc."
31148,2160462,2020-08-10,"Marriott International, Inc., Q2 2020 Earnings Call, Aug 10, 2020",Proofed Copy,Final,2020-12-09,5393,0,2.0,2020.0,028930,"Marriott International, Inc."
31148,2132781,2020-11-06,"Marriott International, Inc., Q3 2020 Earnings Call, Nov 06, 2020",Edited Copy,Final,2020-11-06,4937,0,3.0,2020.0,028930,"Marriott International, Inc."
31148,2215414,2021-02-18,"Marriott International, Inc., Q4 2020 Earnings Call, Feb 18, 2021",Edited Copy,Final,2021-02-18,4219,0,4.0,2020.0,028930,"Marriott International, Inc."
31148,2278116,2021-05-10,"Marriott International, Inc., Q1 2021 Earnings Call, May 10, 2021",Edited Copy,Final,2021-05-10,2606,0,1.0,2021.0,028930,"Marriott International, Inc."
31148,2361152,2021-08-03,"Marriott International, Inc., Q2 2021 Earnings Call, Aug 03, 2021",Edited Copy,Final,2021-08-03,4131,0,2.0,2021.0,028930,"Marriott International, Inc."
31148,2422979,2021-11-03,"Marriott International, Inc., Q3 2021 Earnings Call, Nov 03, 2021",Edited Copy,Final,2021-11-03,3750,0,3.0,2021.0,028930,"Marriott International, Inc."
31148,2494367,2022-02-15,"Marriott International, Inc., Q4 2021 Earnings Call, Feb 15, 2022",Edited Copy,Final,2022-02-15,4121,0,4.0,2021.0,028930,"Marriott International, Inc."
31148,2552679,2022-05-04,"Marriott International, Inc., Q1 2022 Earnings Call, May 04, 2022",Edited Copy,Final,2022-05-04,3739,0,1.0,2022.0,028930,"Marriott International, Inc."
31148,2612076,2022-08-02,"Marriott International, Inc., Q2 2022 Earnings Call, Aug 02, 2022",Edited Copy,Final,2022-08-02,3900,0,2.0,2022.0,028930,"Marriott International, Inc."
31148,2673385,2022-11-03,"Marriott International, Inc., Q3 2022 Earnings Call, Nov 03, 2022",Edited Copy,Final,2022-11-03,3446,0,3.0,2022.0,028930,"Marriott International, Inc."
31468,1486999,2018-05-03,"Mettler-Toledo International Inc., Q1 2018 Earnings Call, May 03, 2018",Audited Copy,Final,2018-06-09,3958,0,1.0,2018.0,065772,Mettler-Toledo International Inc.
31468,1510749,2018-07-26,"Mettler-Toledo International Inc., Q2 2018 Earnings Call, Jul 26, 2018",Edited Copy,Final,2018-07-27,3222,0,2.0,2018.0,065772,Mettler-Toledo International Inc.
31468,1602037,2018-11-08,"Mettler-Toledo International Inc., Q3 2018 Earnings Call, Nov 08, 2018",Audited Copy,Final,2018-11-12,3973,0,3.0,2018.0,065772,Mettler-Toledo International Inc.
31468,1662226,2019-02-07,"Mettler-Toledo International Inc., Q4 2018 Earnings Call, Feb 07, 2019",Audited Copy,Final,2019-02-20,3610,0,4.0,2018.0,065772,Mettler-Toledo International Inc.
31468,1738852,2019-05-09,"Mettler-Toledo International Inc., Q1 2019 Earnings Call, May 09, 2019",Audited Copy,Final,2019-05-17,3384,0,1.0,2019.0,065772,Mettler-Toledo International Inc.
31468,1809975,2019-08-01,"Mettler-Toledo International Inc., Q2 2019 Earnings Call, Aug 01, 2019",Audited Copy,Final,2019-08-22,3453,0,2.0,2019.0,065772,Mettler-Toledo International Inc.
31468,1863790,2019-11-07,"Mettler-Toledo International Inc., Q3 2019 Earnings Call, Nov 07, 2019",Audited Copy,Final,2019-11-13,3630,0,3.0,2019.0,065772,Mettler-Toledo International Inc.
31468,1906825,2020-02-06,"Mettler-Toledo International Inc., Q4 2019 Earnings Call, Feb 06, 2020",Proofed Copy,Final,2020-02-12,4187,0,4.0,2019.0,065772,Mettler-Toledo International Inc.
31468,2016684,2020-05-07,"Mettler-Toledo International Inc., Q1 2020 Earnings Call, May 07, 2020",Proofed Copy,Final,2020-06-13,3933,0,1.0,2020.0,065772,Mettler-Toledo International Inc.
31468,2079668,2020-07-30,"Mettler-Toledo International Inc., Q2 2020 Earnings Call, Jul 30, 2020",Proofed Copy,Final,2020-08-21,3981,0,2.0,2020.0,065772,Mettler-Toledo International Inc.
31468,2132268,2020-11-05,"Mettler-Toledo International Inc., Q3 2020 Earnings Call, Nov 05, 2020",Edited Copy,Final,2020-11-06,4892,0,3.0,2020.0,065772,Mettler-Toledo International Inc.
31468,2193571,2021-02-04,"Mettler-Toledo International Inc., Q4 2020 Earnings Call, Feb 04, 2021",Edited Copy,Final,2021-02-05,4560,0,4.0,2020.0,065772,Mettler-Toledo International Inc.
31468,2274187,2021-05-06,"Mettler-Toledo International Inc., Q1 2021 Earnings Call, May 06, 2021",Edited Copy,Final,2021-05-07,3919,0,1.0,2021.0,065772,Mettler-Toledo International Inc.
31468,2355569,2021-07-29,"Mettler-Toledo International Inc., Q2 2021 Earnings Call, Jul 29, 2021",Edited Copy,Final,2021-07-29,3649,0,2.0,2021.0,065772,Mettler-Toledo International Inc.
31468,2426465,2021-11-04,"Mettler-Toledo International Inc., Q3 2021 Earnings Call, Nov 04, 2021",Edited Copy,Final,2021-11-04,3279,0,3.0,2021.0,065772,Mettler-Toledo International Inc.
31468,2491329,2022-02-10,"Mettler-Toledo International Inc., Q4 2021 Earnings Call, Feb 10, 2022",Edited Copy,Final,2022-02-11,3679,0,4.0,2021.0,065772,Mettler-Toledo International Inc.
31468,2555953,2022-05-05,"Mettler-Toledo International Inc., Q1 2022 Earnings Call, May 05, 2022",Edited Copy,Final,2022-05-06,2825,0,1.0,2022.0,065772,Mettler-Toledo International Inc.
31468,2609976,2022-07-29,"Mettler-Toledo International Inc., Q2 2022 Earnings Call, Jul 29, 2022",Edited Copy,Final,2022-07-29,3558,0,2.0,2022.0,065772,Mettler-Toledo International Inc.
31468,2676303,2022-11-03,"Mettler-Toledo International Inc., Q3 2022 Earnings Call, Nov 03, 2022",Edited Copy,Final,2022-11-04,3516,0,3.0,2022.0,065772,Mettler-Toledo International Inc.
33328,1372788,2018-01-23,"The Procter & Gamble Company, Q2 2018 Earnings Call, Jan 23, 2018",Audited Copy,Final,2018-01-24,3829,0,2.0,2018.0,008762,The Procter & Gamble Company
33328,1432843,2018-04-19,"The Procter & Gamble Company, Q3 2018 Earnings Call, Apr 19, 2018",Audited Copy,Final,2018-04-20,5098,0,3.0,2018.0,008762,The Procter & Gamble Company
33328,1527259,2018-07-31,"The Procter & Gamble Company, Q4 2018 Earnings Call, Jul 31, 2018",Audited Copy,Final,2018-08-08,5191,0,4.0,2018.0,008762,The Procter & Gamble Company
33328,1574093,2018-10-19,"The Procter & Gamble Company, Q1 2019 Earnings Call, Oct 19, 2018",Audited Copy,Final,2018-10-22,3397,0,1.0,2019.0,008762,The Procter & Gamble Company
33328,1640278,2019-01-23,"The Procter & Gamble Company, Q2 2019 Earnings Call, Jan 23, 2019",Audited Copy,Final,2019-01-25,4054,0,2.0,2019.0,008762,The Procter & Gamble Company
33328,1703088,2019-04-23,"The Procter & Gamble Company, Q3 2019 Earnings Call, Apr 23, 2019",Audited Copy,Final,2019-04-24,3775,0,3.0,2019.0,008762,The Procter & Gamble Company
33328,1786627,2019-07-30,"The Procter & Gamble Company, Q4 2019 Earnings Call, Jul 30, 2019",Audited Copy,Final,2019-08-01,5143,0,4.0,2019.0,008762,The Procter & Gamble Company
33328,1836324,2019-10-22,"The Procter & Gamble Company, Q1 2020 Earnings Call, Oct 22, 2019",Audited Copy,Final,2019-10-23,3473,0,1.0,2020.0,008762,The Procter & Gamble Company
33328,1894314,2020-01-23,"The Procter & Gamble Company, Q2 2020 Earnings Call, Jan 23, 2020",Proofed Copy,Final,2020-01-28,3502,0,2.0,2020.0,008762,The Procter & Gamble Company
33328,2012071,2020-04-17,"The Procter & Gamble Company, Q3 2020 Earnings Call, Apr 17, 2020",Audited Copy,Final,2020-06-09,5392,0,3.0,2020.0,008762,The Procter & Gamble Company
33328,2085716,2020-07-30,"The Procter & Gamble Company, Q4 2020 Earnings Call, Jul 30, 2020",Proofed Copy,Final,2020-08-28,4006,0,4.0,2020.0,008762,The Procter & Gamble Company
33328,2146572,2020-10-20,"The Procter & Gamble Company, Q1 2021 Earnings Call, Oct 20, 2020",Proofed Copy,Final,2020-11-19,3591,0,1.0,2021.0,008762,The Procter & Gamble Company
33328,2176585,2021-01-20,"The Procter & Gamble Company, Q2 2021 Earnings Call, Jan 20, 2021",Edited Copy,Final,2021-01-20,4071,0,2.0,2021.0,008762,The Procter & Gamble Company
33328,2253803,2021-04-20,"The Procter & Gamble Company, Q3 2021 Earnings Call, Apr 20, 2021",Edited Copy,Final,2021-04-20,3504,0,3.0,2021.0,008762,The Procter & Gamble Company
33328,2356687,2021-07-30,"The Procter & Gamble Company, Q4 2021 Earnings Call, Jul 30, 2021",Edited Copy,Final,2021-07-30,4206,0,4.0,2021.0,008762,The Procter & Gamble Company
33328,2407413,2021-10-19,"The Procter & Gamble Company, Q1 2022 Earnings Call, Oct 19, 2021",Edited Copy,Final,2021-10-19,3812,0,1.0,2022.0,008762,The Procter & Gamble Company
33328,3000431,2022-01-19,"The Procter & Gamble Company, Q2 2022 Earnings Call, Jan 19, 2022",Edited Copy,Final,2024-01-22,4442,0,2.0,2022.0,008762,The Procter & Gamble Company
33328,2540285,2022-04-20,"The Procter & Gamble Company, Q3 2022 Earnings Call, Apr 20, 2022",Edited Copy,Final,2022-04-20,4244,0,3.0,2022.0,008762,The Procter & Gamble Company
33328,2609249,2022-07-29,"The Procter & Gamble Company, Q4 2022 Earnings Call, Jul 29, 2022",Edited Copy,Final,2022-07-29,3848,0,4.0,2022.0,008762,The Procter & Gamble Company
34745,1374618,2018-01-25,"Starbucks Corporation, Q1 2018 Earnings Call, Jan 25, 2018",Edited Copy,Final,2018-01-26,5153,0,1.0,2018.0,025434,Starbucks Corporation
34745,1441384,2018-04-26,"Starbucks Corporation, Q2 2018 Earnings Call, Apr 26, 2018",Audited Copy,Final,2018-04-28,4623,0,2.0,2018.0,025434,Starbucks Corporation
34745,1510808,2018-07-26,"Starbucks Corporation, Q3 2018 Earnings Call, Jul 26, 2018",Edited Copy,Final,2018-07-27,3934,0,3.0,2018.0,025434,Starbucks Corporation
34745,1590426,2018-11-01,"Starbucks Corporation, Q4 2018 Earnings Call, Nov 01, 2018",Audited Copy,Final,2018-11-03,4050,0,4.0,2018.0,025434,Starbucks Corporation
34745,1641029,2019-01-24,"Starbucks Corporation, Q1 2019 Earnings Call, Jan 24, 2019",Audited Copy,Final,2019-01-28,3925,0,1.0,2019.0,025434,Starbucks Corporation
34745,1711484,2019-04-25,"Starbucks Corporation, Q2 2019 Earnings Call, Apr 25, 2019",Audited Copy,Final,2019-04-29,3789,0,2.0,2019.0,025434,Starbucks Corporation
34745,1832859,2019-07-25,"Starbucks Corporation, Q3 2019 Earnings Call, Jul 25, 2019",Audited Copy,Final,2019-10-15,4674,0,3.0,2019.0,025434,Starbucks Corporation
34745,1868877,2019-10-30,"Starbucks Corporation, Q4 2019 Earnings Call, Oct 30, 2019",Audited Copy,Final,2019-11-18,4809,0,4.0,2019.0,025434,Starbucks Corporation
34745,1897940,2020-01-28,"Starbucks Corporation, Q1 2020 Earnings Call, Jan 28, 2020",Proofed Copy,Final,2020-02-01,4392,0,1.0,2020.0,025434,Starbucks Corporation
34745,2017527,2020-04-28,"Starbucks Corporation, Q2 2020 Earnings Call, Apr 28, 2020",Audited Copy,Final,2020-06-15,5509,0,2.0,2020.0,025434,Starbucks Corporation
34745,2077858,2020-07-28,"Starbucks Corporation, Q3 2020 Earnings Call, Jul 28, 2020",Proofed Copy,Final,2020-08-19,5371,0,3.0,2020.0,025434,Starbucks Corporation
34745,2154245,2020-10-29,"Starbucks Corporation, Q4 2020 Earnings Call, Oct 29, 2020",Proofed Copy,Final,2020-11-27,5631,0,4.0,2020.0,025434,Starbucks Corporation
34745,2181807,2021-01-26,"Starbucks Corporation, Q1 2021 Earnings Call, Jan 26, 2021",Edited Copy,Final,2021-01-27,4751,0,1.0,2021.0,025434,Starbucks Corporation
34745,2259898,2021-04-27,"Starbucks Corporation, Q2 2021 Earnings Call, Apr 27, 2021",Edited Copy,Final,2021-04-28,4697,0,2.0,2021.0,025434,Starbucks Corporation
34745,2352182,2021-07-27,"Starbucks Corporation, Q3 2021 Earnings Call, Jul 27, 2021",Edited Copy,Final,2021-07-28,4211,0,3.0,2021.0,025434,Starbucks Corporation
34745,2417583,2021-10-28,"Starbucks Corporation, Q4 2021 Earnings Call, Oct 28, 2021",Edited Copy,Final,2021-10-29,4384,0,4.0,2021.0,025434,Starbucks Corporation
34745,2482131,2022-02-01,"Starbucks Corporation, Q1 2022 Earnings Call, Feb 01, 2022",Edited Copy,Final,2022-02-02,3797,0,1.0,2022.0,025434,Starbucks Corporation
34745,2551781,2022-05-03,"Starbucks Corporation, Q2 2022 Earnings Call, May 03, 2022",Edited Copy,Final,2022-05-04,4704,0,2.0,2022.0,025434,Starbucks Corporation
34745,2612871,2022-08-02,"Starbucks Corporation, Q3 2022 Earnings Call, Aug 02, 2022",Edited Copy,Final,2022-08-03,4881,0,3.0,2022.0,025434,Starbucks Corporation
34745,2674921,2022-11-03,"Starbucks Corporation, Q4 2022 Earnings Call, Nov 03, 2022",Edited Copy,Final,2022-11-04,4959,0,4.0,2022.0,025434,Starbucks Corporation
35000,1402023,2018-01-31,"Symantec Corporation, Q3 2018 Earnings Call, Jan 31, 2018",Audited Copy,Final,2018-02-26,3728,0,3.0,2018.0,015855,Gen Digital Inc.
35000,2493469,2018-05-10,"Symantec Corporation, Q4 2018 Earnings Call, May 10, 2018",Audited Copy,Final,2022-02-14,1640,0,4.0,2018.0,015855,Gen Digital Inc.
35000,1563051,2018-08-02,"Symantec Corporation, Q1 2019 Earnings Call, Aug 02, 2018",Audited Copy,Final,2018-09-28,3690,0,1.0,2019.0,015855,Gen Digital Inc.
35000,1590430,2018-11-01,"Symantec Corporation, Q2 2019 Earnings Call, Nov 01, 2018",Audited Copy,Final,2018-11-03,3435,0,2.0,2019.0,015855,Gen Digital Inc.
35000,1645723,2019-01-31,"Symantec Corporation, Q3 2019 Earnings Call, Jan 31, 2019",Audited Copy,Final,2019-02-02,3664,0,3.0,2019.0,015855,Gen Digital Inc.
35000,1739479,2019-05-09,"Symantec Corporation, Q4 2019 Earnings Call, May 09, 2019",Audited Copy,Final,2019-05-17,3587,0,4.0,2019.0,015855,Gen Digital Inc.
35000,1831751,2019-08-08,"Symantec Corporation, Q1 2020 Earnings Call, Aug 08, 2019",Audited Copy,Final,2019-10-09,3734,0,1.0,2020.0,015855,Gen Digital Inc.
35000,1874164,2019-11-07,"Symantec Corporation, Q2 2020 Earnings Call, Nov 07, 2019",Proofed Copy,Final,2019-11-26,2906,0,2.0,2020.0,015855,Gen Digital Inc.
35000,1904594,2020-02-06,"NortonLifeLock Inc., Q3 2020 Earnings Call, Feb 06, 2020",Proofed Copy,Final,2020-02-11,2389,0,3.0,2020.0,015855,Gen Digital Inc.
35000,1992641,2020-05-14,"NortonLifeLock Inc., Q4 2020 Earnings Call, May 14, 2020",Proofed Copy,Final,2020-05-20,3268,0,4.0,2020.0,015855,Gen Digital Inc.
35000,2096793,2020-08-06,"NortonLifeLock Inc., Q1 2021 Earnings Call, Aug 06, 2020",Proofed Copy,Final,2020-09-15,2475,0,1.0,2021.0,015855,Gen Digital Inc.
35000,2176356,2020-11-05,"NortonLifeLock Inc., Q2 2021 Earnings Call, Nov 05, 2020",Proofed Copy,Final,2021-01-20,2135,0,2.0,2021.0,015855,Gen Digital Inc.
35000,2240549,2021-02-04,"NortonLifeLock Inc., Q3 2021 Earnings Call, Feb 04, 2021",Proofed Copy,Final,2021-03-21,3446,0,3.0,2021.0,015855,Gen Digital Inc.
35000,2352196,2021-07-27,"NortonLifeLock Inc., Q1 2022 Earnings Call, Jul 27, 2021",Edited Copy,Final,2021-07-28,2285,0,1.0,2022.0,015855,Gen Digital Inc.
35000,2426709,2021-11-04,"NortonLifeLock Inc., Q2 2022 Earnings Call, Nov 04, 2021",Edited Copy,Final,2021-11-05,1653,0,2.0,2022.0,015855,Gen Digital Inc.
35000,2484841,2022-02-03,"NortonLifeLock Inc., Q3 2022 Earnings Call, Feb 03, 2022",Edited Copy,Final,2022-02-04,2288,0,3.0,2022.0,015855,Gen Digital Inc.
35000,2555969,2022-05-05,"NortonLifeLock Inc., Q4 2022 Earnings Call, May 05, 2022",Edited Copy,Final,2022-05-06,2242,0,4.0,2022.0,015855,Gen Digital Inc.
35644,1451475,2018-05-03,"DaVita Inc., Q1 2018 Earnings Call, May 03, 2018",Audited Copy,Final,2018-05-07,2466,0,1.0,2018.0,061483,DaVita Inc.
35644,1532021,2018-08-01,"DaVita Inc., Q2 2018 Earnings Call, Aug 01, 2018",Audited Copy,Final,2018-08-13,2557,0,2.0,2018.0,061483,DaVita Inc.
35644,1612317,2018-11-07,"DaVita Inc., Q3 2018 Earnings Call, Nov 07, 2018",Audited Copy,Final,2018-11-21,3363,0,3.0,2018.0,061483,DaVita Inc.
35644,1659326,2019-02-14,"DaVita Inc., Q4 2018 Earnings Call, Feb 14, 2019",Audited Copy,Final,2019-02-17,4407,0,4.0,2018.0,061483,DaVita Inc.
35644,1724262,2019-05-07,"DaVita Inc., Q1 2019 Earnings Call, May 07, 2019",Edited Copy,Final,2019-05-08,3295,0,1.0,2019.0,061483,DaVita Inc.
35644,1794025,2019-08-01,"DaVita Inc., Q2 2019 Earnings Call, Aug 01, 2019",Audited Copy,Final,2019-08-07,3407,0,2.0,2019.0,061483,DaVita Inc.
35644,1858490,2019-11-05,"DaVita Inc., Q3 2019 Earnings Call, Nov 05, 2019",Audited Copy,Final,2019-11-08,3045,0,3.0,2019.0,061483,DaVita Inc.
35644,1908377,2020-02-10,"DaVita Inc., Q4 2019 Earnings Call, Feb 10, 2020",Audited Copy,Final,2020-02-13,3386,0,4.0,2019.0,061483,DaVita Inc.
35644,2005685,2020-05-05,"DaVita Inc., Q1 2020 Earnings Call, May 05, 2020",Audited Copy,Final,2020-06-03,3740,0,1.0,2020.0,061483,DaVita Inc.
35644,2078776,2020-07-30,"DaVita Inc., Q2 2020 Earnings Call, Jul 30, 2020",Proofed Copy,Final,2020-08-20,4302,0,2.0,2020.0,061483,DaVita Inc.
35644,2154412,2020-10-29,"DaVita Inc., Q3 2020 Earnings Call, Oct 29, 2020",Proofed Copy,Final,2020-11-27,3338,0,3.0,2020.0,061483,DaVita Inc.
35644,2246741,2021-02-11,"DaVita Inc., Q4 2020 Earnings Call, Feb 11, 2021",Proofed Copy,Final,2021-04-03,4575,0,4.0,2020.0,061483,DaVita Inc.
35644,2263792,2021-04-29,"DaVita Inc., Q1 2021 Earnings Call, Apr 29, 2021",Edited Copy,Final,2021-04-29,2044,0,1.0,2021.0,061483,DaVita Inc.
35644,2361617,2021-08-03,"DaVita Inc., Q2 2021 Earnings Call, Aug 03, 2021",Edited Copy,Final,2021-08-04,2602,0,2.0,2021.0,061483,DaVita Inc.
35644,2417183,2021-10-28,"DaVita Inc., Q3 2021 Earnings Call, Oct 28, 2021",Edited Copy,Final,2021-10-29,3049,0,3.0,2021.0,061483,DaVita Inc.
35644,2496489,2022-02-10,"DaVita Inc., Q4 2021 Earnings Call, Feb 10, 2022",Proofed Copy,Final,2022-02-17,3128,0,4.0,2021.0,061483,DaVita Inc.
35644,2555823,2022-05-05,"DaVita Inc., Q1 2022 Earnings Call, May 05, 2022",Edited Copy,Final,2022-05-05,2014,0,1.0,2022.0,061483,DaVita Inc.
35644,2611325,2022-08-01,"DaVita Inc., Q2 2022 Earnings Call, Aug 01, 2022",Edited Copy,Final,2022-08-01,2729,0,2.0,2022.0,061483,DaVita Inc.
35644,2668164,2022-10-28,"DaVita Inc., Q3 2022 Earnings Call, Oct 28, 2022",Edited Copy,Final,2022-10-28,3466,0,3.0,2022.0,061483,DaVita Inc.
35929,1420696,2018-03-15,"Ulta Beauty, Inc., Q4 2018 Earnings Call, Mar 15, 2018",Edited Copy,Final,2018-03-16,3892,0,4.0,2018.0,178704,"Ulta Beauty, Inc."
35929,1485119,2018-05-31,"Ulta Beauty, Inc., Q1 2019 Earnings Call, May 31, 2018",Audited Copy,Final,2018-06-06,3479,0,1.0,2019.0,178704,"Ulta Beauty, Inc."
35929,1552266,2018-08-30,"Ulta Beauty, Inc., Q2 2019 Earnings Call, Aug 30, 2018",Audited Copy,Final,2018-09-11,3900,0,2.0,2019.0,178704,"Ulta Beauty, Inc."
35929,1632221,2018-12-06,"Ulta Beauty, Inc., Q3 2019 Earnings Call, Dec 06, 2018",Audited Copy,Final,2019-01-08,3651,0,3.0,2019.0,178704,"Ulta Beauty, Inc."
35929,1690099,2019-03-14,"Ulta Beauty, Inc., Q4 2019 Earnings Call, Mar 14, 2019",Audited Copy,Final,2019-03-19,3762,0,4.0,2019.0,178704,"Ulta Beauty, Inc."
35929,1755983,2019-05-30,"Ulta Beauty, Inc., Q1 2020 Earnings Call, May 30, 2019",Audited Copy,Final,2019-06-09,3699,0,1.0,2020.0,178704,"Ulta Beauty, Inc."
35929,1814780,2019-08-29,"Ulta Beauty, Inc., Q2 2020 Earnings Call, Aug 29, 2019",Audited Copy,Final,2019-09-03,3660,0,2.0,2020.0,178704,"Ulta Beauty, Inc."
35929,1886028,2019-12-05,"Ulta Beauty, Inc., Q3 2020 Earnings Call, Dec 05, 2019",Audited Copy,Final,2019-12-19,3659,0,3.0,2020.0,178704,"Ulta Beauty, Inc."
35929,1937923,2020-03-12,"Ulta Beauty, Inc., Q4 2020 Earnings Call, Mar 12, 2020",Audited Copy,Final,2020-03-17,3694,0,4.0,2020.0,178704,"Ulta Beauty, Inc."
35929,2030077,2020-05-28,"Ulta Beauty, Inc., Q1 2021 Earnings Call, May 28, 2020",Proofed Copy,Final,2020-07-01,3534,0,1.0,2021.0,178704,"Ulta Beauty, Inc."
35929,2165107,2020-08-27,"Ulta Beauty, Inc., Q2 2021 Earnings Call, Aug 27, 2020",Proofed Copy,Final,2021-01-04,3715,0,2.0,2021.0,178704,"Ulta Beauty, Inc."
35929,2158422,2020-12-03,"Ulta Beauty, Inc., Q3 2021 Earnings Call, Dec 03, 2020",Edited Copy,Final,2020-12-04,3486,0,3.0,2021.0,178704,"Ulta Beauty, Inc."
35929,2236097,2021-03-11,"Ulta Beauty, Inc., Q4 2021 Earnings Call, Mar 11, 2021",Edited Copy,Final,2021-03-12,4576,0,4.0,2021.0,178704,"Ulta Beauty, Inc."
35929,2303133,2021-05-27,"Ulta Beauty, Inc., Q1 2022 Earnings Call, May 27, 2021",Edited Copy,Final,2021-05-27,3500,0,1.0,2022.0,178704,"Ulta Beauty, Inc."
35929,2386357,2021-08-25,"Ulta Beauty, Inc., Q2 2022 Earnings Call, Aug 25, 2021",Edited Copy,Final,2021-08-26,3698,0,2.0,2022.0,178704,"Ulta Beauty, Inc."
35929,2454785,2021-12-02,"Ulta Beauty, Inc., Q3 2022 Earnings Call, Dec 02, 2021",Edited Copy,Final,2021-12-03,3476,0,3.0,2022.0,178704,"Ulta Beauty, Inc."
35929,2522808,2022-03-10,"Ulta Beauty, Inc., Q4 2022 Earnings Call, Mar 10, 2022",Edited Copy,Final,2022-03-11,3666,0,4.0,2022.0,178704,"Ulta Beauty, Inc."
36040,1442828,2018-04-26,"Universal Health Services, Inc., Q1 2018 Earnings Call, Apr 26, 2018",Audited Copy,Final,2018-04-30,3978,0,1.0,2018.0,011032,"Universal Health Services, Inc."
36040,1515648,2018-07-26,"Universal Health Services, Inc., Q2 2018 Earnings Call, Jul 26, 2018",Audited Copy,Final,2018-08-01,3397,0,2.0,2018.0,011032,"Universal Health Services, Inc."
36040,1582630,2018-10-26,"Universal Health Services, Inc., Q3 2018 Earnings Call, Oct 26, 2018",Audited Copy,Final,2018-10-30,3951,0,3.0,2018.0,011032,"Universal Health Services, Inc."
36040,1681492,2019-02-28,"Universal Health Services, Inc., Q4 2018 Earnings Call, Feb 28, 2019",Audited Copy,Final,2019-03-08,3962,0,4.0,2018.0,011032,"Universal Health Services, Inc."
36040,1714398,2019-04-26,"Universal Health Services, Inc., Q1 2019 Earnings Call, Apr 26, 2019",Audited Copy,Final,2019-05-01,2784,0,1.0,2019.0,011032,"Universal Health Services, Inc."
36040,1784439,2019-07-26,"Universal Health Services, Inc., Q2 2019 Earnings Call, Jul 26, 2019",Audited Copy,Final,2019-07-31,3949,0,2.0,2019.0,011032,"Universal Health Services, Inc."
36040,1848856,2019-10-25,"Universal Health Services, Inc., Q3 2019 Earnings Call, Oct 25, 2019",Audited Copy,Final,2019-10-31,3615,0,3.0,2019.0,011032,"Universal Health Services, Inc."
36040,1934284,2020-02-27,"Universal Health Services, Inc., Q4 2019 Earnings Call, Feb 27, 2020",Audited Copy,Final,2020-03-11,2966,0,4.0,2019.0,011032,"Universal Health Services, Inc."
36040,2017197,2020-04-28,"Universal Health Services, Inc., Q1 2020 Earnings Call, Apr 28, 2020",Audited Copy,Final,2020-06-15,3077,0,1.0,2020.0,011032,"Universal Health Services, Inc."
36040,2089571,2020-07-28,"Universal Health Services, Inc., Q2 2020 Earnings Call, Jul 28, 2020",Proofed Copy,Final,2020-09-03,2306,0,2.0,2020.0,011032,"Universal Health Services, Inc."
36040,2155367,2020-10-30,"Universal Health Services, Inc., Q3 2020 Earnings Call, Oct 30, 2020",Proofed Copy,Final,2020-12-01,3377,0,3.0,2020.0,011032,"Universal Health Services, Inc."
