gvkey,fyear,net_tone,strong_modality,inverse_hedging,n_calls_used,z_net_tone,z_strong_modality,z_inverse_hedging,overconfidence,overconfidence_pca
001300,2020,8.421243773338835,6.381106832898375,-8.570225230636467,4,-1.0341494865361935,0.09854514864290626,-1.0232563348593353,-0.6529535575842075,-1.4124074753706346
001300,2021,16.439811821889958,6.1872031044761675,-7.3037543440419395,4,0.16020659208294652,0.010037331786407297,-0.4847842858736846,-0.10484678733477693,-0.22211870739610345
001300,2022,11.771157915480261,5.910897685008468,-8.038492066016032,3,-0.5351837991100235,-0.11608293243799346,-0.7971765649273957,-0.4828144321584709,-0.8587233201524266
001327,2018,19.02870716991718,5.990280374392961,-3.3965859952262214,4,0.5458194442908707,-0.0798485155405492,1.176446910822797,0.5474726131910396,1.1825175313056886
001327,2019,20.933735482319964,5.057761099942641,-3.773695034788063,4,0.829571123029938,-0.5054991506768232,1.0161094886417783,0.4467271536649644,1.3980532648093598
001327,2020,21.212707704167507,3.4254541656545534,-3.8137808671787616,4,0.8711237003619597,-1.250569523325816,0.9990659856831309,0.2065400542397582,1.64786450436271
001327,2021,23.13038262036506,3.546855144355439,-3.6900376079382307,4,1.1567590755446708,-1.1951557585855033,1.0516785542440883,0.3377606237344186,1.8572673491861003
001327,2022,23.275365992088247,3.8946789867455633,-2.177440878873222,4,1.1783541746032333,-1.0363907405474948,1.6947972146175228,0.6122535495577538,2.25486110784259
001602,2018,15.289253077359836,5.944138299153049,-4.848748628793515,4,-0.011167750819369706,-0.10091017525149912,0.5590233308303678,0.14898180158649968,0.40040393977014566
001602,2019,14.681942315199771,7.115448363885495,-4.289250004035026,4,-0.10162595931805037,0.4337370826175252,0.796908286629445,0.37633980330963995,0.3324040822459233
001602,2020,16.430106826300992,6.057877776335749,-7.102312284210189,2,0.15876104464798438,-0.04899352105534683,-0.39913611199330024,-0.09645619613355423,-0.14694332596094453
001602,2021,20.196601981086527,4.541759607897479,-6.779339485857989,3,0.7197759734943492,-0.741029255885377,-0.2618160785553597,-0.09435645364879586,0.5381480219410334
001602,2022,19.382575757575758,6.9810606060606055,-7.068181818181818,2,0.5985277453420491,0.37239547173616067,-0.3846246832903869,0.19543284459594099,0.02540222225175308
001891,2018,15.17889150831252,5.154079031417926,-9.53860281195367,3,-0.02760597395840336,-0.4615346023497832,-1.434986494567766,-0.6413756902919842,-0.8397480168338899
001891,2019,17.018447387397035,3.805713976745595,-8.639703700472388,4,0.2463936644859146,-1.0769990304230184,-1.0527968591690062,-0.6278007417020367,-0.2061079139611175
001891,2020,5.2707241894527,3.7808560671314715,-7.902183253903491,4,-1.5034155940306555,-1.088345482239415,-0.739221434548991,-1.1103275036063538,-1.1637216970784394
001891,2021,11.296051089677874,4.227918610097618,-9.164501027546724,4,-0.6059503900966845,-0.8842827238890882,-1.275927682785312,-0.922053598923695,-0.9876766887902015
001891,2022,8.166243596747375,5.043639607593033,-7.128710067460712,4,-1.0721314565234654,-0.5119449393617012,-0.4103597955268474,-0.6648120638040046,-0.8340438601828057
002086,2018,11.955194238708586,7.402116337693235,-3.5926335371630898,4,-0.5077718098366789,0.5645873593546135,1.0930923523226743,0.38330263394686964,0.21867707881284215
002086,2019,10.247755047183716,6.623378167635325,-5.671788934130269,4,-0.7620928263726374,0.20913047414932223,0.2090869806911582,-0.11462512384405232,-0.43533291449374334
002086,2020,6.660129401088879,6.787529528739244,-6.606771020900998,4,-1.2964653567644608,0.2840577523587221,-0.18844424198234164,-0.4002839487960268,-1.084366397524751
002086,2021,9.39054704835349,9.016179711134082,-6.729148053909072,4,-0.8897729280871601,1.3013304153737681,-0.2404759249923116,0.05702718743143214,-1.1656696053737639
002086,2022,5.221167486708176,8.20366870660728,-7.980219809248496,3,-1.510797005375034,0.930457839752308,-0.7724006448231393,-0.45091327014862176,-1.82353200652876
002136,2019,19.5475611062884,9.500163507431694,-2.24479423657629,4,0.6231021148460463,1.5222459673994098,1.666160235345179,1.2705027725302116,1.061938058473346
002136,2020,15.935565646519287,8.50832496502716,-2.7412281609071107,4,0.08509972998139778,1.069518911676105,1.4550888279801013,0.8699024898792014,0.7013005624946369
002136,2021,21.058225476740155,9.167113604535219,-3.1709431071015395,4,0.8481137581566529,1.370224549093046,1.2723846774099554,1.1635743282198847,0.9952661445948487
002136,2022,17.57529934959497,11.197553263993555,-3.083834656689598,3,0.3293360953432886,2.2970235486780823,1.3094210327449045,1.311926892255425,0.3822701678145277
002285,2018,18.739755902817045,3.9248881440597527,-4.035037600791263,4,0.5027805001556884,-1.0226016990230762,0.9049931033442731,0.12839063482562843,1.2663586012512353
002285,2019,11.056369450462995,8.766923963258993,-5.519059071505808,3,-0.6416506823429311,1.1875570379205913,0.27402393497822575,0.273310096851962,-0.6174999553176044
002285,2020,3.213166946608987,12.000611506488053,-10.100871992831383,4,-1.8098862737352777,2.663581388644116,-1.6740494221987579,-0.27345143576330644,-3.1738042273226714
002285,2021,12.365839207758452,8.505741401182537,-7.9660725607117335,4,-0.4466067349792427,1.0683396378299665,-0.7663855851895273,-0.04821756077960112,-1.1497632364179298
002285,2022,8.254253390044857,9.055706844045908,-8.11588868340635,3,-1.0590225035325562,1.31937266896574,-0.8300836894352379,-0.1899111746673514,-1.6815601253866128
002663,2019,24.76742719168249,5.900929842780659,-5.248075845017199,3,1.400594897961458,-0.12063277767063595,0.38923929030346843,0.5564004701980968,1.2380717233336989
002663,2020,18.630726774631984,4.451508247440691,-6.36887530908738,4,0.4865407424825087,-0.7822247034786604,-0.0872968782797036,-0.1276602797586184,0.5122722953694427
002663,2021,16.8923699743095,4.48424860654612,-7.9709646760663375,4,0.22761458525556702,-0.7672802888915942,-0.7684655914547728,-0.43604376503026665,-0.12435162770665
002663,2022,16.47325408222582,4.083295158352339,-7.814240596589379,4,0.16518777658784325,-0.9502964415436262,-0.7018303951035386,-0.4956463533531072,-0.06397886563935336
002884,2018,17.9487423496099,5.02204609684092,-4.24882213692431,4,0.3849599816014082,-0.5218013485730572,0.814097214278436,0.22575194910226234,0.9693368975689551
002884,2019,19.285905538242716,5.7639762835957855,-5.078713866432736,4,0.5841288322963805,-0.18314555466988536,0.4612478082993799,0.2874103619752917,0.759159660524592
002884,2020,13.255789407454198,4.727685032810399,-4.64125305200459,4,-0.31404972177699253,-0.6561631545934598,0.6472453101681079,-0.10765585540078144,0.43085039565339683
002884,2021,14.819195254856355,7.733573595021576,-6.0279583568947785,4,-0.08118229882971575,0.7158818108130022,0.057652564873083276,0.23078402561878988,-0.23988136145385375
002884,2022,10.386707981225186,6.98025231852456,-5.227562530254093,3,-0.7413959537627728,0.37202652697274713,0.397961043601469,0.009530538937147781,-0.3453787969072194
003062,2021,13.537548319033451,5.547008039887397,-4.843295925344245,4,-0.2720820703569114,-0.2821812242471337,0.5613416852670295,0.002359463554328145,0.283968885284945
003062,2022,16.622663813732053,4.10697547194466,-3.369212108163882,4,0.1874421766189767,-0.9394875062251162,1.1880856095178731,0.14534675997057786,1.2196103169854615
003144,2018,17.29319821758873,7.126754293927423,-4.362470440435797,4,0.28731747060169616,0.4388977012074086,0.7657767708293743,0.4973306475461597,0.5703937401777484
003144,2019,18.2508417648219,5.297883029805215,-4.019607692145588,4,0.42995732660379093,-0.39589492612457505,0.9115535182831743,0.31520530625413007,1.0256283980231167
003144,2020,16.630647618171004,9.98078866502594,-5.703279078114832,4,0.18863135469970518,1.7416284608208492,0.19569815151734596,0.7086526556793001,-0.2875998867736815
003144,2021,18.004589446257086,6.304766912272855,-4.578448892961873,4,0.39327833956132446,0.06369961076417543,0.6739480828591469,0.37697534439488223,0.6971281353161716
003144,2022,14.682576126136537,6.080798424283589,-5.74664896770972,3,-0.10153155394037724,-0.038531336922494434,0.1772583487854909,0.012398485974206406,0.0633640296858415
003226,2018,32.93682853920869,6.988974586138369,-5.736232149827187,4,2.617417415276172,0.3760078267178219,0.18168732171214097,1.0583708545687116,1.7579371749386286
003226,2019,31.400794184485928,4.236865639168598,-5.564143632796386,4,2.3886269432838008,-0.8801988312436624,0.25485509631582626,0.5877610694519882,2.047509597260818
003226,2020,21.912021795507453,7.465685096837648,-6.519303881708611,4,0.9752856942240439,0.5936034702769253,-0.15125538106309563,0.4725445944792912,0.3655670231830372
003226,2021,28.133747668071756,5.850473080715238,-5.166501582698996,4,1.902004289165924,-0.14366388641927394,0.42392264594939977,0.7274210162320166,1.6045362921983426
003226,2022,28.506407953048267,8.187764896730988,-5.797836908716875,3,1.9575115909592984,0.9231985080039958,0.15549450425559747,1.0120682010729638,1.126777550463419
003650,2018,9.571086581516838,5.417601126950228,-4.309205564871956,4,-0.8628817814935151,-0.34124931666291675,0.7884236764846246,-0.1385691405572691,0.05953279187105574
