companyid,transcriptid,mostimportantdateutc,headline,transcriptcollectiontypename,transcriptpresentationtypename,transcriptcreationdate_utc,audiolengthsec,priority,call_quarter,call_year,gvkey,companyname,reason,best_speaker,ceo_candidates
168864,2017567,2020-04-28,"Advanced Micro Devices, Inc., Q1 2020 Earnings Call, Apr 28, 2020",Audited Copy,Final,2020-06-15,3354,0,1.0,2020.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2085919,2020-07-28,"Advanced Micro Devices, Inc., Q2 2020 Earnings Call, Jul 28, 2020",Proofed Copy,Final,2020-08-28,3293,0,2.0,2020.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2153507,2020-10-27,"Advanced Micro Devices, Inc., Q3 2020 Earnings Call, Oct 27, 2020",Proofed Copy,Final,2020-11-25,3681,0,3.0,2020.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2181802,2021-01-26,"Advanced Micro Devices, Inc., Q4 2020 Earnings Call, Jan 26, 2021",Edited Copy,Final,2021-01-27,3730,0,4.0,2020.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2259888,2021-04-27,"Advanced Micro Devices, Inc., Q1 2021 Earnings Call, Apr 27, 2021",Edited Copy,Final,2021-04-27,3534,0,1.0,2021.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2352127,2021-07-27,"Advanced Micro Devices, Inc., Q2 2021 Earnings Call, Jul 27, 2021",Edited Copy,Final,2021-07-27,2945,0,2.0,2021.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2413301,2021-10-26,"Advanced Micro Devices, Inc., Q3 2021 Earnings Call, Oct 26, 2021",Edited Copy,Final,2021-10-26,3093,0,3.0,2021.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2483841,2022-02-01,"Advanced Micro Devices, Inc., Q4 2021 Earnings Call, Feb 01, 2022",Edited Copy,Final,2022-02-03,3301,0,4.0,2021.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2575036,2022-05-03,"Advanced Micro Devices, Inc., Q1 2022 Earnings Call, May 03, 2022",Audited Copy,Final,2022-05-20,3731,0,1.0,2022.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2617159,2022-08-02,"Advanced Micro Devices, Inc., Q2 2022 Earnings Call, Aug 02, 2022",Proofed Copy,Final,2022-08-04,3393,0,2.0,2022.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
168864,2671032,2022-11-01,"Advanced Micro Devices, Inc., Q3 2022 Earnings Call, Nov 01, 2022",Edited Copy,Final,2022-11-02,3713,0,3.0,2022.0,001161,"Advanced Micro Devices, Inc.",low_match_score (72.72727272727272),Lisa Su,"Lisa Su, Ph.D."
173341,2355809,2021-07-29,"Comcast Corporation, Q2 2021 Earnings Call, Jul 29, 2021",Edited Copy,Final,2021-07-30,3876,0,2.0,2021.0,003226,Comcast Corporation,low_match_score (56.52173913043478),Brian L. Roberts;Chairman and CEO,Brian Roberts
177031,1589592,2018-10-30,"General Electric Company, Q3 2018 Earnings Call, Oct 30, 2018",Audited Copy,Final,2018-11-02,3483,0,3.0,2018.0,005047,General Electric Company,low_match_score (34.78260869565217),Todd Ernst,John Flannery
177031,1646466,2019-01-31,"General Electric Company, Q4 2018 Earnings Call, Jan 31, 2019",Audited Copy,Final,2019-02-05,5213,0,4.0,2018.0,005047,General Electric Company,low_match_score (30.0),H. Culp,John Flannery
177031,1718444,2019-04-30,"General Electric Company, Q1 2019 Earnings Call, Apr 30, 2019",Audited Copy,Final,2019-05-02,4021,0,1.0,2019.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,1790160,2019-07-31,"General Electric Company, Q2 2019 Earnings Call, Jul 31, 2019",Audited Copy,Final,2019-08-02,3839,0,2.0,2019.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,1851169,2019-10-30,"General Electric Company, Q3 2019 Earnings Call, Oct 30, 2019",Proofed Copy,Final,2019-11-04,4242,0,3.0,2019.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,1897315,2020-01-29,"General Electric Company, Q4 2019 Earnings Call, Jan 29, 2020",Audited Copy,Final,2020-01-31,4307,0,4.0,2019.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2018264,2020-04-29,"General Electric Company, Q1 2020 Earnings Call, Apr 29, 2020",Audited Copy,Final,2020-06-16,5740,0,1.0,2020.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2078334,2020-07-29,"General Electric Company, Q2 2020 Earnings Call, Jul 29, 2020",Proofed Copy,Final,2020-08-20,4356,0,2.0,2020.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2153188,2020-10-28,"General Electric Company, Q3 2020 Earnings Call, Oct 28, 2020",Proofed Copy,Final,2020-11-25,4078,0,3.0,2020.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2181497,2021-01-26,"General Electric Company, Q4 2020 Earnings Call, Jan 26, 2021",Edited Copy,Final,2021-01-26,4076,0,4.0,2020.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2261099,2021-04-27,"General Electric Company, Q1 2021 Earnings Call, Apr 27, 2021",Edited Copy,Final,2021-04-28,3769,0,1.0,2021.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2351657,2021-07-27,"General Electric Company, Q2 2021 Earnings Call, Jul 27, 2021",Edited Copy,Final,2021-07-27,3757,0,2.0,2021.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2412909,2021-10-26,"General Electric Company, Q3 2021 Earnings Call, Oct 26, 2021",Edited Copy,Final,2021-10-26,4075,0,3.0,2021.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2476857,2022-01-25,"General Electric Company, Q4 2021 Earnings Call, Jan 25, 2022",Edited Copy,Final,2022-01-25,4347,0,4.0,2021.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2543312,2022-04-26,"General Electric Company, Q1 2022 Earnings Call, Apr 26, 2022",Edited Copy,Final,2022-04-26,3874,0,1.0,2022.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2604296,2022-07-26,"General Electric Company, Q2 2022 Earnings Call, Jul 26, 2022",Edited Copy,Final,2022-07-26,3922,0,2.0,2022.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
177031,2662326,2022-10-25,"General Electric Company, Q3 2022 Earnings Call, Oct 25, 2022",Edited Copy,Final,2022-10-25,4052,0,3.0,2022.0,005047,General Electric Company,low_match_score (73.6842105263158),H. Culp,"H. Culp, Jr."
258181,2423243,2021-11-03,"Coterra Energy Inc., Q3 2021 Earnings Call, Nov 03, 2021",Edited Copy,Final,2021-11-03,3363,0,3.0,2021.0,020548,Coterra Energy Inc.,low_match_score (52.17391304347826),Daniel Guffey,Dan Dinges
258181,2506240,2022-02-24,"Coterra Energy Inc., Q4 2021 Earnings Call, Feb 24, 2022",Edited Copy,Final,2022-02-24,3716,0,4.0,2021.0,020548,Coterra Energy Inc.,low_match_score (38.095238095238095),Blake Sirgo,Dan Dinges
258458,1470448,2018-05-18,"Campbell Soup Company, Q3 2018 Earnings Call, May 18, 2018",Audited Copy,Final,2018-05-19,3495,0,3.0,2018.0,002663,The Campbell's Company,low_match_score (45.16129032258065),Keith McLoughlin,Denise Morrison
258458,1551854,2018-08-30,"Campbell Soup Company, Q4 2018 Earnings Call, Aug 30, 2018",Audited Copy,Final,2018-09-11,5418,0,4.0,2018.0,002663,The Campbell's Company,low_match_score (45.16129032258065),Keith McLoughlin,Denise Morrison
258458,1612827,2018-11-20,"Campbell Soup Company, Q1 2019 Earnings Call, Nov 20, 2018",Audited Copy,Final,2018-11-22,3541,0,1.0,2019.0,002663,The Campbell's Company,low_match_score (45.45454545454545),Ken Gosnell,Mark Clouse
258823,2653554,2022-09-30,"Carnival Corporation & plc, Q3 2022 Earnings Call, Sep 30, 2022",Edited Copy,Final,2022-09-30,3619,0,3.0,2022.0,013498,Carnival Corporation Ltd.,low_match_score (42.857142857142854),David Bernstein,Arnold Donald
258823,2712124,2022-12-21,"Carnival Corporation & plc, Q4 2022 Earnings Call, Dec 21, 2022",Edited Copy,Final,2022-12-21,3698,0,4.0,2022.0,013498,Carnival Corporation Ltd.,low_match_score (42.857142857142854),David Bernstein,Arnold Donald
260725,1424078,2018-03-22,"Cintas Corporation, Q3 2018 Earnings Call, Mar 22, 2018",Audited Copy,Final,2018-03-23,2580,0,3.0,2018.0,003062,Cintas Corporation,low_match_score (36.36363636363637),Paul Adler,Scott Farmer
260725,1504078,2018-07-19,"Cintas Corporation, Q4 2018 Earnings Call, Jul 19, 2018",Proofed Copy,Final,2018-07-20,3585,0,4.0,2018.0,003062,Cintas Corporation,low_match_score (36.36363636363637),Paul Adler,Scott Farmer
260725,1561217,2018-09-25,"Cintas Corporation, Q1 2019 Earnings Call, Sep 25, 2018",Proofed Copy,Final,2018-09-26,2620,0,1.0,2019.0,003062,Cintas Corporation,low_match_score (36.36363636363637),Paul Adler,Scott Farmer
260725,1635136,2018-12-20,"Cintas Corporation, Q2 2019 Earnings Call, Dec 20, 2018",Audited Copy,Final,2019-01-14,3466,0,2.0,2019.0,003062,Cintas Corporation,low_match_score (36.36363636363637),Paul Adler,Scott Farmer
260725,1693291,2019-03-21,"Cintas Corporation, Q3 2019 Earnings Call, Mar 21, 2019",Audited Copy,Final,2019-03-26,3711,0,3.0,2019.0,003062,Cintas Corporation,low_match_score (36.36363636363637),Paul Adler,Scott Farmer
260725,1772728,2019-07-16,"Cintas Corporation, Q4 2019 Earnings Call, Jul 16, 2019",Audited Copy,Final,2019-07-18,3512,0,4.0,2019.0,003062,Cintas Corporation,low_match_score (36.36363636363637),Paul Adler,Scott Farmer
260725,1828484,2019-09-24,"Cintas Corporation, Q1 2020 Earnings Call, Sep 24, 2019",Proofed Copy,Final,2019-09-26,3351,0,1.0,2020.0,003062,Cintas Corporation,low_match_score (36.36363636363637),Paul Adler,Scott Farmer
260725,1887160,2019-12-17,"Cintas Corporation, Q2 2020 Earnings Call, Dec 17, 2019",Audited Copy,Final,2020-01-06,3455,0,2.0,2020.0,003062,Cintas Corporation,low_match_score (36.36363636363637),Paul Adler,Scott Farmer
260725,1943370,2020-03-19,"Cintas Corporation, Q3 2020 Earnings Call, Mar 19, 2020",Audited Copy,Final,2020-03-23,2641,0,3.0,2020.0,003062,Cintas Corporation,low_match_score (36.36363636363637),Paul Adler,Scott Farmer
266510,2213787,2021-02-17,"Devon Energy Corporation, Q4 2020 Earnings Call, Feb 17, 2021",Edited Copy,Final,2021-02-17,3746,0,4.0,2020.0,014934,Devon Energy Corporation,low_match_score (37.03703703703704),Richard Muncrief,David Hager
283857,1640465,2019-01-23,"Kimberly-Clark Corporation, Q4 2018 Earnings Call, Jan 23, 2019",Audited Copy,Final,2019-01-25,4931,0,4.0,2018.0,006435,Kimberly-Clark Corporation,low_match_score (32.0),Paul Alexander,Thomas Falk
289030,2594418,2021-06-30,"Micron Technology, Inc., Q3 2021 Earnings Call, Jun 30, 2021",Edited Copy,Final,2022-06-30,2551,0,3.0,2021.0,007343,"Micron Technology, Inc.",low_match_score (42.857142857142854),Manish Bhatia,Sanjay Mehrotra
289030,2594398,2021-09-28,"Micron Technology, Inc., Q4 2021 Earnings Call, Sep 28, 2021",Edited Copy,Final,2022-06-30,2993,0,4.0,2021.0,007343,"Micron Technology, Inc.",low_match_score (42.857142857142854),Manish Bhatia,Sanjay Mehrotra
289030,2594411,2021-12-20,"Micron Technology, Inc., Q1 2022 Earnings Call, Dec 20, 2021",Edited Copy,Final,2022-06-30,2693,0,1.0,2022.0,007343,"Micron Technology, Inc.",low_match_score (42.857142857142854),Manish Bhatia,Sanjay Mehrotra
289030,2594399,2022-03-29,"Micron Technology, Inc., Q2 2022 Earnings Call, Mar 29, 2022",Edited Copy,Final,2022-06-30,2659,0,2.0,2022.0,007343,"Micron Technology, Inc.",low_match_score (42.857142857142854),Manish Bhatia,Sanjay Mehrotra
289030,2594741,2022-06-30,"Micron Technology, Inc., Q3 2022 Earnings Call, Jun 30, 2022",Edited Copy,Final,2022-07-01,2999,0,3.0,2022.0,007343,"Micron Technology, Inc.",low_match_score (42.857142857142854),Manish Bhatia,Sanjay Mehrotra
289030,2659338,2022-09-29,"Micron Technology, Inc., Q4 2022 Earnings Call, Sep 29, 2022",Audited Copy,Final,2022-10-20,3031,0,4.0,2022.0,007343,"Micron Technology, Inc.",low_match_score (42.857142857142854),Manish Bhatia,Sanjay Mehrotra
296308,1443946,2018-04-26,"Altria Group, Inc., Q1 2018 Earnings Call, Apr 26, 2018",Audited Copy,Final,2018-05-01,3110,0,1.0,2018.0,008543,"Altria Group, Inc.",low_match_score (42.857142857142854),William Gifford,"Howard Willard, III, BA (Ho"
296308,1520444,2018-07-26,"Altria Group, Inc., Q2 2018 Earnings Call, Jul 26, 2018",Audited Copy,Final,2018-08-03,3421,0,2.0,2018.0,008543,"Altria Group, Inc.",low_match_score (68.29268292682927),Howard Willard,"Howard Willard, III, BA (Ho"
296308,1582441,2018-10-25,"Altria Group, Inc., Q3 2018 Earnings Call, Oct 25, 2018",Audited Copy,Final,2018-10-30,3360,0,3.0,2018.0,008543,"Altria Group, Inc.",low_match_score (68.29268292682927),Howard Willard,"Howard Willard, III, BA (Ho"
296308,1662172,2019-01-31,"Altria Group, Inc., Q4 2018 Earnings Call, Jan 31, 2019",Audited Copy,Final,2019-02-20,4716,0,4.0,2018.0,008543,"Altria Group, Inc.",low_match_score (68.29268292682927),Howard Willard,"Howard Willard, III, BA (Ho"
296308,1715315,2019-04-25,"Altria Group, Inc., Q1 2019 Earnings Call, Apr 25, 2019",Audited Copy,Final,2019-05-01,4757,0,1.0,2019.0,008543,"Altria Group, Inc.",low_match_score (68.29268292682927),Howard Willard,"Howard Willard, III, BA (Ho"
296308,1788833,2019-07-30,"Altria Group, Inc., Q2 2019 Earnings Call, Jul 30, 2019",Audited Copy,Final,2019-08-02,4927,0,2.0,2019.0,008543,"Altria Group, Inc.",low_match_score (68.29268292682927),Howard Willard,"Howard Willard, III, BA (Ho"
296308,1850816,2019-10-31,"Altria Group, Inc., Q3 2019 Earnings Call, Oct 31, 2019",Audited Copy,Final,2019-11-02,4352,0,3.0,2019.0,008543,"Altria Group, Inc.",low_match_score (68.29268292682927),Howard Willard,"Howard Willard, III, BA (Ho"
296308,1899668,2020-01-30,"Altria Group, Inc., Q4 2019 Earnings Call, Jan 30, 2020",Audited Copy,Final,2020-02-05,3438,0,4.0,2019.0,008543,"Altria Group, Inc.",low_match_score (68.29268292682927),Howard Willard,"Howard Willard, III, BA (Ho"
313055,1614252,2018-11-15,"Walmart Inc., Q3 2019 Pre Recorded Earnings Call, Nov 15, 2018",Audited Copy,Final,2018-11-26,4169,0,3.0,2019.0,011259,Walmart Inc.,low_match_score (25.0),Daniel Binder,C. McMillon
323857,2449161,2021-11-03,"Chesapeake Energy Corporation, Q3 2021 Earnings Call, Nov 03, 2021",Proofed Copy,Final,2021-11-26,2098,0,3.0,2021.0,027786,Expand Energy Corporation,low_match_score (34.28571428571429),Domenic Dell'Osso,Michael Wichterich
323857,2505455,2022-02-24,"Chesapeake Energy Corporation, Q4 2021 Earnings Call, Feb 24, 2022",Edited Copy,Final,2022-02-24,2194,0,4.0,2021.0,027786,Expand Energy Corporation,low_match_score (41.37931034482759),Mohit Singh,Michael Wichterich
324289,1515626,2018-07-26,"O'Reilly Automotive, Inc., Q2 2018 Earnings Call, Jul 26, 2018",Audited Copy,Final,2018-08-01,3136,0,2.0,2018.0,028180,"O'Reilly Automotive, Inc.",low_match_score (73.33333333333333),Gregory Johnson,Gregory Henslee
324289,1582357,2018-10-25,"O'Reilly Automotive, Inc., Q3 2018 Earnings Call, Oct 25, 2018",Audited Copy,Final,2018-10-30,3358,0,3.0,2018.0,028180,"O'Reilly Automotive, Inc.",low_match_score (73.33333333333333),Gregory Johnson,Gregory Henslee
324289,1652780,2019-02-07,"O'Reilly Automotive, Inc., Q4 2018 Earnings Call, Feb 07, 2019",Audited Copy,Final,2019-02-12,3165,0,4.0,2018.0,028180,"O'Reilly Automotive, Inc.",low_match_score (73.33333333333333),Gregory Johnson,Gregory Henslee
324289,1708852,2019-04-25,"O'Reilly Automotive, Inc., Q1 2019 Earnings Call, Apr 25, 2019",Audited Copy,Final,2019-04-26,3472,0,1.0,2019.0,028180,"O'Reilly Automotive, Inc.",low_match_score (73.33333333333333),Gregory Henslee,Gregory Johnson
370857,1897053,2020-01-29,"The Boeing Company, Q4 2019 Earnings Call, Jan 29, 2020",Proofed Copy,Final,2020-01-31,4145,0,4.0,2019.0,002285,The Boeing Company,low_match_score (26.66666666666667),Gregory Smith,Dennis Muilenburg
415798,1435600,2018-04-24,"Verizon Communications Inc., Q1 2018 Earnings Call, Apr 24, 2018",Audited Copy,Final,2018-04-25,3534,0,1.0,2018.0,002136,Verizon Communications Inc.,low_match_score (46.15384615384615),Matthew Ellis,Lowell McAdam
415798,1577312,2018-10-23,"Verizon Communications Inc., Q3 2018 Earnings Call, Oct 23, 2018",Audited Copy,Final,2018-10-25,3270,0,3.0,2018.0,002136,Verizon Communications Inc.,low_match_score (46.15384615384615),Matthew Ellis,Lowell McAdam
415798,1643410,2019-01-29,"Verizon Communications Inc., Q4 2018 Earnings Call, Jan 29, 2019",Audited Copy,Final,2019-01-31,3797,0,4.0,2018.0,002136,Verizon Communications Inc.,low_match_score (46.15384615384615),Matthew Ellis,Lowell McAdam
526573,2072578,2020-08-13,"Tapestry, Inc., Q4 2020 Earnings Call, Aug 13, 2020",Edited Copy,Final,2020-08-13,5462,0,4.0,2020.0,140541,"Tapestry, Inc.",low_match_score (38.46153846153846),Andrea Resnick,Jide Zeitlin
655659,2301236,2021-02-26,"Fluor Corporation, Q4 2020 Earnings Call, Feb 26, 2021",Proofed Copy,Final,2021-05-26,3606,0,4.0,2020.0,004818,Fluor Corporation,low_match_score (38.888888888888886),Joseph Brennan,"Carlos Hernandez, J.D."
972190,1829314,2019-09-26,"Accenture plc, Q4 2019 Earnings Call, Sep 26, 2019",Proofed Copy,Final,2019-09-28,3472,0,4.0,2019.0,143357,Accenture plc,low_match_score (34.78260869565217),Angie Park,David Rowland
1413208,1888832,2020-01-09,"Acuity Brands, Inc., Q1 2020 Earnings Call, Jan 09, 2020",Audited Copy,Final,2020-01-13,3791,0,1.0,2020.0,146017,Acuity Inc.,low_match_score (38.095238095238095),Vernon Nagel,Neil Ashe
3449701,2494977,2022-02-15,"Wynn Resorts, Limited, Q4 2021 Earnings Call, Feb 15, 2022",Edited Copy,Final,2022-02-15,2557,0,4.0,2021.0,149318,"Wynn Resorts, Limited",low_match_score (26.66666666666667),Brian Gullbrants,Matthew Maddox
6569181,1433442,2018-04-19,"Philip Morris International Inc., Q1 2018 Earnings Call, Apr 19, 2018",Audited Copy,Final,2018-04-21,4690,0,1.0,2018.0,179621,Philip Morris International Inc.,low_match_score (35.294117647058826),Nicholas Rolli,Andre Calantzopoulos
6569181,1503690,2018-07-19,"Philip Morris International Inc., Q2 2018 Earnings Call, Jul 19, 2018",Edited Copy,Final,2018-07-19,4586,0,2.0,2018.0,179621,Philip Morris International Inc.,low_match_score (35.294117647058826),Nicholas Rolli,Andre Calantzopoulos
6569181,1572602,2018-10-18,"Philip Morris International Inc., Q3 2018 Earnings Call, Oct 18, 2018",Audited Copy,Final,2018-10-19,3513,0,3.0,2018.0,179621,Philip Morris International Inc.,low_match_score (35.294117647058826),Nicholas Rolli,Andre Calantzopoulos
6569181,1702250,2019-04-18,"Philip Morris International Inc., Q1 2019 Earnings Call, Apr 18, 2019",Audited Copy,Final,2019-04-23,3158,0,1.0,2019.0,179621,Philip Morris International Inc.,low_match_score (35.294117647058826),Nicholas Rolli,Andre Calantzopoulos
6569181,1773872,2019-07-18,"Philip Morris International Inc., Q2 2019 Earnings Call, Jul 18, 2019",Proofed Copy,Final,2019-07-19,3726,0,2.0,2019.0,179621,Philip Morris International Inc.,low_match_score (35.294117647058826),Nicholas Rolli,Andre Calantzopoulos
6569181,1877076,2019-10-17,"Philip Morris International Inc., Q3 2019 Earnings Call, Oct 17, 2019",Audited Copy,Final,2019-12-03,4447,0,3.0,2019.0,179621,Philip Morris International Inc.,low_match_score (35.294117647058826),Nicholas Rolli,Andre Calantzopoulos
6569181,2083127,2020-07-21,"Philip Morris International Inc., Q2 2020 Earnings Call, Jul 21, 2020",Proofed Copy,Final,2020-08-25,5352,0,2.0,2020.0,179621,Philip Morris International Inc.,low_match_score (40.0),Emmanuel Babeau,Andre Calantzopoulos
6569181,2158240,2020-10-20,"Philip Morris International Inc., Q3 2020 Earnings Call, Oct 20, 2020",Proofed Copy,Final,2020-12-03,3943,0,3.0,2020.0,179621,Philip Morris International Inc.,low_match_score (40.0),Emmanuel Babeau,Andre Calantzopoulos
6569181,2401727,2021-04-20,"Philip Morris International Inc., Q1 2021 Earnings Call, Apr 20, 2021",Proofed Copy,Final,2021-09-27,4325,0,1.0,2021.0,179621,Philip Morris International Inc.,low_match_score (30.769230769230774),Nicholas Rolli,Jacek Olczak
6569181,2382499,2021-07-20,"Philip Morris International Inc., Q2 2021 Earnings Call, Jul 20, 2021",Audited Copy,Final,2021-08-19,4472,0,2.0,2021.0,179621,Philip Morris International Inc.,low_match_score (30.769230769230774),Nicholas Rolli,Jacek Olczak
6569181,2473756,2021-10-19,"Philip Morris International Inc., Q3 2021 Earnings Call, Oct 19, 2021",Edited Copy,Final,2022-01-18,4050,0,3.0,2021.0,179621,Philip Morris International Inc.,low_match_score (30.769230769230774),Nicholas Rolli,Jacek Olczak
6569181,2648801,2022-07-21,"Philip Morris International Inc., Q2 2022 Earnings Call, Jul 21, 2022",Proofed Copy,Final,2022-09-15,3771,0,2.0,2022.0,179621,Philip Morris International Inc.,low_match_score (29.629629629629633),Emmanuel Babeau,Jacek Olczak
22800180,1648601,2019-02-05,"TransDigm Group Incorporated, Q1 2019 Earnings Call, Feb 05, 2019",Audited Copy,Final,2019-02-06,3468,0,1.0,2019.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,1737024,2019-05-07,"TransDigm Group Incorporated, Q2 2019 Earnings Call, May 07, 2019",Audited Copy,Final,2019-05-16,3575,0,2.0,2019.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,1800829,2019-08-06,"TransDigm Group Incorporated, Q3 2019 Earnings Call, Aug 06, 2019",Audited Copy,Final,2019-08-12,3486,0,3.0,2019.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,1888277,2019-11-19,"TransDigm Group Incorporated, Q4 2019 Earnings Call, Nov 19, 2019",Audited Copy,Final,2020-01-09,2806,0,4.0,2019.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,1905284,2020-02-04,"TransDigm Group Incorporated, Q1 2020 Earnings Call, Feb 04, 2020",Audited Copy,Final,2020-02-11,3182,0,1.0,2020.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,1998972,2020-05-05,"TransDigm Group Incorporated, Q2 2020 Earnings Call, May 05, 2020",Audited Copy,Final,2020-05-26,3956,0,2.0,2020.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,2109369,2020-08-04,"TransDigm Group Incorporated, Q3 2020 Earnings Call, Aug 04, 2020",Proofed Copy,Final,2020-10-12,3569,0,3.0,2020.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,2144845,2020-11-12,"TransDigm Group Incorporated, Q4 2020 Earnings Call, Nov 12, 2020",Audited Copy,Final,2020-11-17,4403,0,4.0,2020.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,2200768,2021-02-09,"TransDigm Group Incorporated, Q1 2021 Earnings Call, Feb 09, 2021",Edited Copy,Final,2021-02-09,3479,0,1.0,2021.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,3083573,2021-05-11,"TransDigm Group Incorporated, Q2 2021 Earnings Call, May 11, 2021",Edited Copy,Final,2024-04-11,3395,0,2.0,2021.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,2371678,2021-08-10,"TransDigm Group Incorporated, Q3 2021 Earnings Call, Aug 10, 2021",Edited Copy,Final,2021-08-10,2674,0,3.0,2021.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,2441669,2021-11-16,"TransDigm Group Incorporated, Q4 2021 Earnings Call, Nov 16, 2021",Edited Copy,Final,2021-11-16,3546,0,4.0,2021.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,2494820,2022-02-08,"TransDigm Group Incorporated, Q1 2022 Earnings Call, Feb 08, 2022",Proofed Copy,Final,2022-02-15,3338,0,1.0,2022.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,2560764,2022-05-10,"TransDigm Group Incorporated, Q2 2022 Earnings Call, May 10, 2022",Edited Copy,Final,2022-05-10,3052,0,2.0,2022.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,2650526,2022-08-09,"TransDigm Group Incorporated, Q3 2022 Earnings Call, Aug 09, 2022",Audited Copy,Final,2022-09-22,3059,0,3.0,2022.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
22800180,2683996,2022-11-10,"TransDigm Group Incorporated, Q4 2022 Earnings Call, Nov 10, 2022",Edited Copy,Final,2022-11-10,3802,0,4.0,2022.0,148349,TransDigm Group Incorporated,low_match_score (75.86206896551724),Kevin Stein,"Kevin Stein, Ph.D."
215548781,1915110,2020-02-13,"Zoetis Inc., Q4 2019 Earnings Call, Feb 13, 2020",Audited Copy,Final,2020-02-20,3799,0,4.0,2019.0,013721,Zoetis Inc.,low_match_score (38.095238095238095),Glenn David,Juan Alaix
