gvkey,datadate,fyear,at,dltt,dlc,oibdp,ppent,che,prcc_f,csho,dltis,dltr,sstk,prstkc,sich
001045,2017-12-31,2017,51396.0,22511.0,2554.0,6809.0,34156.0,5384.0,52.03,475.508,3058.0,2332.0,0.0,1615.0,4512
001045,2018-12-31,2018,60580.0,29081.0,4948.0,5606.0,43249.0,4914.0,32.11,460.611,2354.0,2941.0,0.0,837.0,4512
001045,2019-12-31,2019,59995.0,28875.0,4569.0,6024.0,43732.0,3984.0,28.68,428.203,3960.0,4190.0,0.0,1097.0,4512
001045,2020-12-31,2020,62008.0,36573.0,4448.0,-9022.0,39738.0,7473.0,15.77,621.48,11780.0,3535.0,2970.0,173.0,4512
001045,2021-12-31,2021,66467.0,42181.0,3996.0,-3179.0,37387.0,13421.0,17.96,647.728,12190.0,7343.0,460.0,18.0,4512
001045,2022-12-31,2022,64716.0,38948.0,4739.0,4103.0,38294.0,9960.0,12.72,650.642,1069.0,3752.0,0.0,21.0,4512
001045,2023-12-31,2023,63058.0,35722.0,4941.0,6267.0,38703.0,8488.0,13.74,654.273,4822.0,7718.0,0.0,0.0,4512
001078,2017-12-31,2017,76250.0,27210.0,714.0,7017.0,7607.0,9610.0,57.07,1743.602,6742.0,8650.0,350.0,117.0,2834
001078,2018-12-31,2018,67173.0,19359.0,207.0,7562.0,7563.0,4086.0,72.33,1755.619,4009.0,12433.0,271.0,238.0,2834
001078,2019-12-31,2019,67887.0,17416.0,1683.0,8055.0,8972.0,4140.0,86.86,1762.503,1842.0,3441.0,298.0,718.0,3845
001078,2020-12-31,2020,72548.0,19429.0,461.0,9112.0,10130.0,7148.0,109.49,1771.23,1281.0,1333.0,245.0,403.0,3845
001078,2021-12-31,2021,75196.0,18252.0,999.0,12504.0,10112.0,10249.0,140.74,1764.082,4.0,48.0,255.0,2299.0,3845
001078,2022-12-31,2022,74438.0,15465.0,2481.0,12313.0,10278.0,10170.0,109.79,1737.795,7.0,753.0,167.0,3795.0,3845
001078,2023-12-31,2023,73214.0,14548.0,1325.0,10036.0,11276.0,7279.0,110.07,1734.076,2.0,2498.0,167.0,1227.0,3845
001161,2017-12-31,2017,3540.0,1325.0,70.0,229.0,261.0,1187.0,10.28,967.0,0.0,110.0,20.0,0.0,3674
001161,2018-12-31,2018,4556.0,1114.0,136.0,590.0,348.0,1161.0,18.46,1005.0,0.0,41.0,70.0,0.0,3674
001161,2019-12-31,2019,6028.0,685.0,43.0,725.0,705.0,1507.0,45.86,1170.0,0.0,403.0,523.0,0.0,3674
001161,2020-12-31,2020,8962.0,531.0,41.0,1600.0,849.0,2290.0,91.71,1211.0,0.0,200.0,85.0,78.0,3674
001161,2021-12-31,2021,12419.0,349.0,383.0,3974.0,1069.0,3608.0,143.9,1207.0,0.0,0.0,104.0,1999.0,3674
001161,2022-12-31,2022,67580.0,2863.0,93.0,5670.0,1973.0,5855.0,64.77,1612.0,991.0,312.0,167.0,4108.0,3674
001161,2023-12-31,2023,67885.0,2252.0,857.0,3881.0,2222.0,5773.0,147.41,1616.0,0.0,0.0,268.0,1412.0,3674
001209,2017-09-30,2017,18467.2,3402.4,560.4,2526.6,8440.2,3677.6,151.22,218.346,2.4,483.9,68.4,0.0,2810
001209,2018-09-30,2018,19178.3,3351.7,460.9,2862.0,9923.7,2976.0,167.05,219.516,0.5,418.7,76.2,0.0,2810
001209,2019-09-30,2019,18942.8,3227.4,98.6,3203.3,10337.6,2414.7,221.86,220.415,0.0,428.6,68.1,0.0,2810
001209,2020-09-30,2020,25168.5,7765.9,548.4,3323.4,12341.5,6357.9,297.86,221.017,4895.8,406.6,34.1,0.0,2810
001209,2021-09-30,2021,26859.2,7653.7,565.5,3536.3,13820.8,5800.8,256.11,221.397,178.9,462.9,10.6,0.0,2810
001209,2022-09-30,2022,27192.6,7677.9,649.0,3694.8,14855.2,3301.7,232.73,221.839,766.2,400.0,19.3,0.0,2810
001209,2023-09-30,2023,32002.5,10062.4,969.2,4062.7,18446.1,1949.2,283.4,222.2,3516.2,615.4,24.0,0.0,2810
001230,2017-12-31,2017,10740.0,2262.0,307.0,1750.0,6284.0,1621.0,73.51,123.061,0.0,397.0,0.0,75.0,4512
001230,2018-12-31,2018,10912.0,1617.0,486.0,1173.0,6781.0,1236.0,60.85,123.194,339.0,807.0,0.0,50.0,4512
001230,2019-12-31,2019,12993.0,2703.0,504.0,1530.0,8613.0,1521.0,67.75,123.0,450.0,1058.0,0.0,75.0,4512
001230,2020-12-31,2020,14046.0,3625.0,1428.0,-1284.0,7611.0,3346.0,52.0,124.218,2564.0,565.0,0.0,31.0,4512
001230,2021-12-31,2021,13951.0,3452.0,634.0,154.0,7591.0,3116.0,52.1,125.906,363.0,1334.0,0.0,0.0,4512
001230,2022-12-31,2022,14186.0,3276.0,504.0,1109.0,8728.0,2417.0,42.94,127.534,0.0,385.0,0.0,0.0,4512
001230,2023-12-31,2023,14613.0,3307.0,511.0,1288.0,9583.0,1791.0,39.07,126.09,411.0,282.0,0.0,137.0,4512
001300,2017-12-31,2017,59387.0,12573.0,5309.0,9237.0,5926.0,10817.0,153.36,750.9,1238.0,292.0,520.0,2889.0,9997
001300,2018-12-31,2018,57773.0,9756.0,6458.0,8871.0,5296.0,10910.0,132.12,729.6,27.0,1330.0,267.0,4000.0,9997
001300,2019-12-31,2019,58679.0,11644.0,5063.0,8485.0,5998.0,10416.0,177.0,711.1,2726.0,2903.0,498.0,4400.0,9997
001300,2020-12-31,2020,64586.0,16983.0,6229.0,7273.0,6343.0,15220.0,212.7,696.8,10125.0,4308.0,393.0,3714.0,9997
001300,2021-12-31,2021,64470.0,15101.0,5530.0,7908.0,6509.0,11523.0,208.51,684.8,2517.0,4917.0,229.0,3380.0,9997
001300,2022-12-31,2022,62275.0,15898.0,4639.0,8298.0,6352.0,10110.0,214.3,667.6,2953.0,1850.0,320.0,4200.0,9997
001300,2023-12-31,2023,61525.0,17459.0,4077.0,8035.0,6664.0,8095.0,209.71,651.8,2986.0,1731.0,196.0,3715.0,9997
001327,2017-09-30,2017,4573.6,0.0,0.0,1512.5,882.3,1616.8,101.9,183.1,0.0,0.0,53.8,481.5,3674
001327,2018-09-30,2018,4828.9,0.0,0.0,1620.2,1140.9,1027.4,90.71,177.4,0.0,0.0,57.0,807.5,3674
001327,2019-09-30,2019,4839.6,0.0,0.0,1413.7,1205.6,1054.6,79.25,170.1,0.0,0.0,41.8,680.4,3674
001327,2020-09-30,2020,5106.7,150.7,28.2,1289.0,1417.4,974.8,145.5,165.6,0.0,0.0,79.9,680.6,3674
001327,2021-09-30,2021,8590.7,2380.1,33.0,2111.7,1667.7,1020.1,164.78,165.3,2488.2,250.0,36.4,250.8,3674
001327,2022-09-30,2022,8873.8,1896.8,517.7,2262.6,1827.8,586.3,85.27,160.2,0.0,50.0,35.8,975.3,3674
001327,2023-09-30,2023,8426.7,1181.6,327.7,1822.6,1595.5,734.4,98.59,159.5,0.0,900.0,37.2,211.2,3674
001380,2017-12-31,2017,23112.0,6397.0,580.0,-2185.0,16192.0,4847.0,47.47,315.054,800.0,459.0,0.0,110.0,1311
001380,2018-12-31,2018,21433.0,6605.0,67.0,2543.0,16083.0,2694.0,40.5,291.435,0.0,633.0,0.0,1365.0,1311
001380,2019-12-31,2019,21782.0,7733.0,199.0,2776.0,17560.0,1545.0,66.81,304.955,760.0,57.0,0.0,25.0,1311
001380,2020-12-31,2020,18821.0,8984.0,91.0,-194.0,14709.0,1739.0,52.79,306.98,1000.0,7.0,0.0,0.0,1311
001380,2021-12-31,2021,20515.0,8535.0,606.0,3556.0,14678.0,2713.0,74.03,309.745,750.0,520.0,77.0,0.0,1311
001380,2022-12-31,2022,21695.0,8926.0,224.0,5516.0,15794.0,2486.0,141.82,306.177,420.0,519.0,52.0,630.0,1311
001380,2023-12-31,2023,24007.0,8917.0,681.0,4888.0,18260.0,1688.0,144.16,307.158,0.0,13.0,177.0,20.0,1311
001598,2017-12-31,2017,7796.064,1866.166,308.123,1122.607,493.296,646.3,72.47,231.194,0.0,270.0,,6.867,3823
001598,2018-12-31,2018,8662.288,2273.837,358.876,1275.03,554.13,353.975,67.7,227.111,560.05,305.0,30.021,367.678,3823
001598,2019-12-31,2019,9844.559,2413.912,540.474,1411.422,728.587,393.03,99.74,229.083,100.0,100.0,90.388,11.924,3823
001598,2020-12-31,2020,10357.483,2409.614,177.232,1327.087,693.763,1212.822,120.94,230.519,0.0,102.947,64.903,4.685,3823
001598,2021-12-31,2021,11898.187,2358.249,362.446,1600.782,787.062,346.772,147.04,231.662,0.0,59.718,60.297,14.711,3823
001598,2022-12-31,2022,12431.12,2288.155,272.445,1820.119,805.936,345.386,139.72,230.051,0.0,0.0,49.937,332.821,3823
001598,2023-12-31,2023,15023.533,2077.868,1478.97,2045.095,1121.016,409.804,164.89,230.93,0.0,0.0,50.85,7.772,3823
001602,2017-12-31,2017,79954.0,34190.0,1152.0,12452.0,4989.0,41678.0,173.9,722.2,4476.0,4405.0,0.0,3351.0,2836
001602,2018-12-31,2018,66416.0,29510.0,4419.0,12509.0,4958.0,29304.0,194.67,629.6,0.0,1121.0,0.0,17920.0,2836
001602,2019-12-31,2019,59707.0,27338.0,3093.0,11756.0,5397.0,8911.0,241.07,591.4,0.0,4514.0,0.0,7839.0,2836
001602,2020-12-31,2020,62948.0,33201.0,244.0,12576.0,5297.0,10647.0,229.92,578.3,8914.0,6450.0,0.0,3486.0,2836
001602,2021-12-31,2021,61165.0,33747.0,232.0,12518.0,5750.0,8037.0,224.97,558.3,4945.0,4150.0,0.0,4975.0,2836
001602,2022-12-31,2022,65121.0,37893.0,1747.0,13351.0,6006.0,9305.0,262.64,534.0,6919.0,,0.0,6360.0,2836
001602,2023-12-31,2023,97154.0,63861.0,1562.0,13787.0,6592.0,10944.0,288.02,535.4,27777.0,1454.0,0.0,0.0,2836
001632,2017-10-31,2017,21141.294,7551.084,300.0,2118.111,1107.304,1047.838,91.3,368.636,11156.164,5050.0,133.302,46.533,3674
001632,2018-10-31,2018,20449.779,6265.674,67.0,2767.715,1154.328,816.591,83.71,370.16,743.778,2275.0,99.027,225.977,3674
001632,2019-10-31,2019,21392.641,5192.252,299.667,2617.518,1219.989,648.322,106.63,368.302,1325.0,2175.0,116.523,613.005,3674
001632,2020-10-31,2020,21468.603,5433.594,39.923,2421.602,1377.186,1055.86,118.53,369.485,745.646,1100.0,68.403,244.487,3674
001632,2021-10-31,2021,52322.071,6548.994,569.239,2964.15,2258.593,1977.964,173.49,525.331,3939.64,3591.982,63.105,3105.144,3674
001632,2022-10-31,2022,50302.35,6885.904,53.628,6156.07,2664.301,1470.572,142.62,509.296,296.13,519.116,33.887,2577.015,3674
001632,2023-10-31,2023,48794.478,6262.917,1111.021,6283.994,3496.377,958.061,157.33,496.262,0.0,65.688,118.608,2963.955,3674
001678,2017-12-31,2017,21922.0,7934.0,550.0,3324.0,17759.0,1668.0,42.22,380.955,0.0,70.0,0.0,0.0,1311
001678,2018-12-31,2018,21582.0,8054.0,150.0,4221.0,18421.0,714.0,26.25,374.696,992.0,1370.0,0.0,305.0,1311
001678,2019-12-31,2019,18107.0,8752.0,180.0,928.0,14158.0,247.0,25.59,376.063,1385.0,1150.0,2.0,,1311
001678,2020-12-31,2020,12746.0,8915.0,118.0,-2533.0,8819.0,262.0,14.19,377.482,1616.0,1243.0,1.0,,1311
001678,2021-12-31,2021,13303.0,7447.0,314.0,4242.0,8335.0,302.0,26.89,346.931,425.0,1795.0,,847.0,1311
001678,2022-12-31,2022,13147.0,5584.0,169.0,6342.0,9012.0,245.0,46.68,311.559,24.0,1493.0,,1423.0,1311
001678,2023-12-31,2023,15244.0,5351.0,118.0,5074.0,10038.0,87.0,35.88,303.576,,259.0,,329.0,1311
001690,2017-09-30,2017,375319.0,97207.0,18473.0,70744.0,33783.0,74181.0,154.12,5126.201,28662.0,3500.0,555.0,34774.0,3663
001690,2018-09-30,2018,365725.0,93735.0,20748.0,79962.0,41304.0,66301.0,225.74,4754.986,6969.0,6500.0,669.0,75265.0,3663
001690,2019-09-30,2019,338516.0,91807.0,16240.0,75230.0,37378.0,100580.0,223.97,4443.236,6963.0,8805.0,781.0,69714.0,3663
001690,2020-09-30,2020,323888.0,107049.0,15229.0,75988.0,45336.0,90979.0,115.81,16976.763,16091.0,12629.0,880.0,75992.0,3663
001690,2021-09-30,2021,351002.0,119381.0,17141.0,118449.0,49527.0,62639.0,141.5,16426.786,20393.0,8750.0,1105.0,92527.0,3663
001690,2022-09-30,2022,352755.0,109707.0,22773.0,128137.0,52534.0,48304.0,138.2,15943.425,5465.0,9543.0,,95625.0,3663
001690,2023-09-30,2023,352583.0,106548.0,17382.0,122801.0,54376.0,61555.0,171.21,15550.061,5228.0,11151.0,,82981.0,3663
001704,2017-10-31,2017,19419.0,5304.0,0.0,4278.0,1066.0,7276.0,56.43,1060.0,2176.0,205.0,97.0,1172.0,3559
001704,2018-10-31,2018,17773.0,5309.0,0.0,5258.0,1407.0,4030.0,32.88,967.0,0.0,0.0,124.0,5447.0,3559
001704,2019-10-31,2019,19024.0,4713.0,600.0,3735.0,1529.0,3618.0,54.26,916.0,0.0,0.0,145.0,2489.0,3559
001704,2020-10-31,2020,22353.0,5643.0,64.0,4851.0,1856.0,5738.0,59.23,914.0,2979.0,2882.0,174.0,821.0,3559
001704,2021-10-31,2021,25825.0,5680.0,73.0,7663.0,2228.0,5459.0,136.65,892.0,0.0,0.0,175.0,3928.0,3559
001704,2022-10-31,2022,26726.0,5744.0,85.0,8266.0,2696.0,2581.0,88.29,844.0,0.0,0.0,199.0,6369.0,3559
001704,2023-10-31,2023,30729.0,5713.0,286.0,8191.0,3201.0,6869.0,132.35,833.0,0.0,7.0,227.0,2368.0,3559
001722,2017-12-31,2017,39963.0,6623.0,870.0,2437.0,10138.0,5630.0,40.08,557.0,532.0,835.0,0.0,750.0,2070
001722,2018-12-31,2018,40833.0,7698.0,690.0,2961.0,9953.0,6509.0,40.97,559.0,1762.0,30.0,0.0,77.0,2070
001722,2019-12-31,2019,43997.0,8453.0,1424.0,2663.0,11077.0,5310.0,46.35,557.0,8.0,626.0,0.0,150.0,2070
001722,2020-12-31,2020,49719.0,8748.0,2305.0,2659.0,11053.0,6556.0,50.41,556.0,1791.0,2136.0,0.0,133.0,2070
001722,2021-12-31,2021,56136.0,8776.0,1805.0,4034.0,10826.0,8959.0,67.59,560.0,1329.0,534.0,0.0,0.0,2070
001722,2022-12-31,2022,59774.0,8551.0,1737.0,5283.0,11021.0,10047.0,92.85,547.0,752.0,482.0,0.0,1450.0,2070
001722,2023-12-31,2023,54631.0,9190.0,406.0,5164.0,11719.0,8596.0,72.22,513.0,501.0,963.0,0.0,2673.0,2070
001878,2018-01-31,2017,4113.6,1586.0,0.0,-289.4,145.0,1323.2,115.62,218.3,496.9,400.0,94.4,842.1,7370
001878,2019-01-31,2018,4729.2,2087.7,0.0,125.7,149.7,953.6,147.2,219.4,500.0,0.0,90.9,436.9,7370
001878,2020-01-31,2019,6179.3,2046.8,497.8,491.5,600.5,1843.7,196.85,219.4,498.9,500.0,93.7,555.0,7370
001878,2021-01-31,2020,7279.8,2033.2,71.4,771.9,609.5,1857.2,277.43,219.6,0.0,450.0,114.1,708.4,7370
001878,2022-01-31,2021,8606.8,2623.7,436.3,892.8,467.0,1764.1,249.79,218.2,997.0,0.0,113.7,1272.0,7370
001878,2023-01-31,2022,9438.0,2581.0,85.0,1180.0,389.0,2072.0,215.16,215.0,0.0,350.0,124.0,1261.0,7370
001878,2024-01-31,2023,9912.0,2559.0,67.0,1311.0,345.0,2256.0,253.81,214.0,0.0,0.0,130.0,982.0,7370
001891,2017-06-30,2017,37180.0,2002.4,7.8,2722.0,779.9,2783.6,102.46,445.0,0.0,2.0,95.7,1259.6,7374
001891,2018-06-30,2018,37088.7,2002.4,2.5,3002.7,793.7,2173.3,134.14,438.8,0.0,7.3,69.3,989.3,7374
001891,2019-06-30,2019,41887.7,2002.2,264.5,3489.8,764.2,1959.7,165.33,434.2,0.0,2.1,72.9,937.7,7374
001891,2020-06-30,2020,39165.5,1347.2,1110.9,3773.2,1197.6,1908.5,148.89,429.9,0.0,2.2,50.0,1006.3,7374
001891,2021-06-30,2021,48772.5,3328.2,119.4,3804.6,1146.7,2585.6,198.62,423.7,1981.5,1001.8,104.1,1372.3,7374
001891,2022-06-30,2022,63068.2,3358.0,232.7,4292.3,1103.5,1483.3,210.04,416.1,0.0,0.9,96.5,1969.4,7374
001891,2023-06-30,2023,50971.0,3338.9,202.1,5056.7,1083.8,2098.2,219.79,412.1,0.0,1.0,91.6,1121.4,7374
001913,2017-12-31,2017,5136.9,1316.3,265.4,863.5,1097.9,265.1,114.86,88.012,542.9,253.8,22.0,129.7,2670
001913,2018-12-31,2018,5177.5,1771.6,194.6,964.9,1137.4,281.1,89.83,84.724,493.3,6.4,0.9,426.0,2670
001913,2019-12-31,2019,5488.8,1598.2,481.6,998.3,1348.8,305.2,130.82,83.367,0.0,18.6,,255.1,2670
001913,2020-12-31,2020,6083.9,2168.1,109.0,1065.9,1505.0,297.7,155.11,83.151,993.7,770.2,,124.0,2670
001913,2021-12-31,2021,7971.6,2921.2,366.1,1306.3,1660.7,210.2,216.57,82.606,791.7,13.4,,206.3,2670
001913,2022-12-31,2022,7950.5,2617.1,641.0,1362.1,1701.9,201.0,181.0,80.81,0.0,6.3,,404.6,2670
001913,2023-12-31,2023,8209.8,2774.4,667.6,1260.9,1826.0,255.4,202.16,80.496,394.9,255.9,,161.3,2670
001988,2017-12-31,2017,17169.0,6518.0,453.0,1752.0,4610.0,458.0,37.85,349.881,765.0,1810.0,27.0,103.0,3411
001988,2018-12-31,2018,16554.0,6510.0,219.0,1828.0,4542.0,728.0,45.98,335.258,1475.0,1533.0,28.0,739.0,3411
001988,2019-12-31,2019,17360.0,6518.0,1538.0,1854.0,4709.0,1806.0,64.67,324.635,2819.0,1524.0,19.0,964.0,3411
001988,2020-12-31,2020,18252.0,8015.0,80.0,1933.0,5653.0,1381.0,93.18,327.586,2552.0,2794.0,-18.0,57.0,3411
001988,2021-12-31,2021,19714.0,8062.0,95.0,2133.0,6922.0,579.0,96.27,320.844,850.0,750.0,47.0,766.0,3411
001988,2022-12-31,2022,19909.0,7889.0,1499.0,1957.0,7487.0,558.0,51.14,314.108,4851.0,3884.0,0.0,618.0,3411
001988,2023-12-31,2023,19303.0,7860.0,1158.0,2112.0,7820.0,710.0,57.52,315.69,2051.0,2281.0,0.0,3.0,3411
002086,2017-12-31,2017,17111.0,3509.0,3.0,2275.0,4588.0,3394.0,64.64,541.477,633.0,1.0,347.0,564.0,2834
002086,2018-12-31,2018,15641.0,3473.0,4.0,2540.0,4542.0,1832.0,65.82,512.999,0.0,5.0,258.0,2452.0,2834
002086,2019-12-31,2019,18193.0,5319.0,642.0,2726.0,5120.0,3335.0,83.62,506.155,1883.0,0.0,356.0,1270.0,2834
002086,2020-12-31,2020,20019.0,6287.0,517.0,2679.0,5325.0,3736.0,80.24,504.915,1885.0,1181.0,202.0,500.0,3841
002086,2021-12-31,2021,33521.0,17671.0,639.0,2992.0,5808.0,2956.0,85.84,501.615,11903.0,2823.0,187.0,600.0,3841
002086,2022-12-31,2022,28287.0,15688.0,1525.0,3233.0,5529.0,1722.0,50.97,504.432,0.0,954.0,127.0,32.0,3841
002086,2023-12-31,2023,28276.0,11568.0,2796.0,2976.0,4957.0,3198.0,38.66,507.633,0.0,2634.0,95.0,0.0,3841
002111,2017-09-30,2017,37734.0,18667.0,203.0,3182.0,4638.0,14199.0,195.95,227.942,11461.0,3980.0,4827.0,220.0,3841
002111,2018-09-30,2018,53904.0,18894.0,2601.0,4591.0,5375.0,1253.0,261.0,268.224,5085.0,3996.0,0.0,0.0,3841
002111,2019-09-30,2019,51765.0,18081.0,1309.0,5024.0,5659.0,620.0,252.96,270.427,2709.0,4743.0,0.0,0.0,3841
002111,2020-09-30,2020,54012.0,17560.0,812.0,4454.0,6341.0,2937.0,232.68,290.017,3389.0,5149.0,2917.0,0.0,3841
002111,2021-09-30,2021,53866.0,17454.0,626.0,5554.0,6839.0,2403.0,245.82,284.476,4869.0,5112.0,0.0,1750.0,3841
002111,2022-09-30,2022,52934.0,14271.0,2297.0,4841.0,6494.0,1167.0,222.83,283.357,497.0,805.0,0.0,500.0,3841
002111,2023-09-30,2023,52780.0,15152.0,1258.0,5167.0,7074.0,1489.0,258.53,290.392,1662.0,2155.0,0.0,0.0,3841
002136,2017-12-31,2017,257143.0,113642.0,3453.0,43936.0,88568.0,2079.0,52.93,4079.476,31997.0,24237.0,0.0,0.0,4812
002136,2018-12-31,2018,264829.0,105873.0,7190.0,47171.0,89286.0,3792.0,56.22,4132.033,10777.0,14558.0,0.0,0.0,4812
002136,2019-12-31,2019,291727.0,119105.0,14038.0,46985.0,114609.0,3815.0,61.4,4135.828,18655.0,23886.0,0.0,0.0,4812
002136,2020-12-31,2020,316481.0,141173.0,9374.0,45644.0,117364.0,23366.0,58.75,4138.13,31457.0,17188.0,0.0,0.0,4812
002136,2021-12-31,2021,366596.0,166628.0,11302.0,47948.0,127579.0,4033.0,51.96,4197.799,41417.0,18863.0,0.0,0.0,4812
002136,2022-12-31,2022,379680.0,162234.0,14097.0,47582.0,133564.0,3985.0,39.4,4199.862,17806.0,13564.0,0.0,0.0,4812
002136,2023-12-31,2023,380255.0,157703.0,17239.0,47256.0,133036.0,3334.0,37.7,4204.261,8612.0,10624.0,0.0,0.0,4812
002176,2017-12-31,2017,702095.0,84526.0,18061.0,35482.0,158219.0,122129.0,198.22,2467.269,5658.0,9014.0,0.0,0.0,9997
002176,2018-12-31,2018,707794.0,85278.0,12212.0,19800.0,166706.0,118849.0,204.18,2461.394,9428.0,11608.0,0.0,1346.0,9997
002176,2019-12-31,2019,817729.0,98830.0,10420.0,115545.0,180282.0,135215.0,226.5,2437.437,13544.0,7733.0,0.0,4850.0,9997
002176,2020-12-31,2020,873729.0,112966.0,9398.0,80612.0,192596.0,149144.0,231.87,2315.94,14370.0,6461.0,0.0,24706.0,9997
002176,2021-12-31,2021,958784.0,113114.0,6139.0,125581.0,196373.0,156406.0,299.0,2216.145,6920.0,7048.0,0.0,27061.0,9997
002176,2022-12-31,2022,948452.0,114873.0,12962.0,-17188.0,201940.0,136833.0,308.9,2189.6,12695.0,3928.0,0.0,7854.0,9997
002176,2023-12-31,2023,1069978.0,119711.0,13859.0,134382.0,221870.0,187137.0,356.66,2162.225,7817.0,11311.0,0.0,9171.0,9997
002184,2018-01-31,2017,13049.0,811.0,544.0,2636.0,2421.0,3332.0,73.06,282.988,0.0,46.0,163.0,2004.0,5731
002184,2019-01-31,2018,12901.0,1332.0,56.0,2736.0,2510.0,2184.0,59.24,265.703,498.0,546.0,38.0,1505.0,5731
002184,2020-01-31,2019,15591.0,3395.0,674.0,2865.0,5037.0,2355.0,84.69,256.494,0.0,15.0,48.0,1003.0,5731
002184,2021-01-31,2020,19067.0,3265.0,817.0,3445.0,4872.0,5625.0,108.82,257.0,1892.0,1916.0,28.0,312.0,5731
002184,2022-01-31,2021,17504.0,3277.0,661.0,3879.0,4904.0,3205.0,99.28,227.4,0.0,133.0,29.0,3502.0,5731
002184,2023-01-31,2022,15803.0,3324.0,654.0,2860.0,5098.0,2253.0,88.72,218.1,0.0,19.0,16.0,1014.0,5731
002184,2024-01-31,2023,14967.0,3351.0,631.0,2650.0,5018.0,2025.0,72.49,215.4,0.0,19.0,19.0,340.0,5731
002269,2018-04-30,2017,3140.949,1494.609,1.026,935.345,231.888,1663.678,27.65,209.254,830.0,830.0,28.34,9.147,7200
002269,2019-04-30,2018,3299.945,1492.629,0.0,782.487,212.092,1747.727,27.21,201.96,720.0,720.0,2.532,189.912,7200
002269,2020-04-30,2019,5112.047,3158.439,844.921,352.619,679.155,2884.22,16.65,192.475,3335.0,1335.0,2.075,256.214,7200
002269,2021-04-30,2020,3653.646,1732.665,206.393,926.479,585.736,1062.92,22.26,181.466,1922.965,3925.0,2.14,191.294,7200
002269,2022-04-30,2021,,,,,,,26.07,,,,,,
002269,2022-06-30,2022,3269.158,1715.696,206.898,887.075,551.695,1050.713,35.32,159.93,705.0,1205.0,6.334,563.174,7200
002269,2023-06-30,2023,3072.258,1729.517,205.391,879.199,568.314,1015.316,31.87,146.15,970.0,970.0,3.383,568.952,7200
002285,2017-12-31,2017,92333.0,9782.0,1335.0,11911.0,12672.0,9992.0,294.91,591.039,2077.0,953.0,311.0,9368.0,3721
002285,2018-12-31,2018,117359.0,10657.0,3190.0,13698.0,12645.0,8564.0,322.5,567.641,8548.0,7183.0,81.0,9257.0,3721
002285,2019-12-31,2019,133625.0,20940.0,7592.0,7850.0,13684.0,10030.0,325.76,562.909,25389.0,12171.0,58.0,2899.0,3721
002285,2020-12-31,2020,152136.0,62974.0,1961.0,-7572.0,13072.0,25590.0,214.06,582.32,47248.0,10998.0,36.0,173.0,3721
002285,2021-12-31,2021,138552.0,58077.0,1564.0,756.0,12355.0,16244.0,201.32,588.917,9795.0,15371.0,42.0,66.0,3721
002285,2022-12-31,2022,137100.0,53116.0,5466.0,-119.0,12001.0,17220.0,190.49,597.59,34.0,1310.0,50.0,40.0,3721
002285,2023-12-31,2023,137012.0,48621.0,5500.0,2269.0,12351.0,15965.0,260.66,609.515,75.0,5216.0,45.0,408.0,3721
002312,2017-12-31,2017,1867.454,0.657,0.183,581.21,144.887,294.753,55.54,124.261,0.0,0.167,0.0,231.724,7363
002312,2018-12-31,2018,1903.097,0.457,0.2,653.169,125.176,276.579,57.2,119.078,0.0,0.183,0.0,353.509,7363
002312,2019-12-31,2019,2311.408,202.2,71.626,686.015,369.414,270.478,63.15,115.12,0.0,0.2,0.0,277.535,7363
002312,2020-12-31,2020,2557.424,223.869,78.843,408.851,372.505,981.06,62.48,113.128,0.0,0.218,0.0,159.172,7363
002312,2021-12-31,2021,2952.359,181.291,83.787,796.956,322.196,1113.992,111.52,110.686,0.0,0.0,0.0,287.738,7363
002312,2022-12-31,2022,2964.488,151.768,86.083,1024.151,311.685,1091.36,73.83,107.698,0.0,0.0,0.0,319.897,7363
002312,2023-12-31,2023,3010.789,161.44,80.459,518.837,318.065,1302.786,87.92,105.209,0.0,0.0,0.0,254.625,7363
002403,2017-12-31,2017,33551.0,6975.0,987.0,5092.0,5001.0,6812.0,61.28,1633.0,1488.0,1224.0,0.0,2469.0,2834
002403,2018-12-31,2018,34986.0,5646.0,1703.0,5941.0,5027.0,8884.0,51.98,1632.0,0.0,5.0,0.0,320.0,2834
002403,2019-12-31,2019,129944.0,44059.0,3479.0,8547.0,6956.0,15393.0,64.19,2251.0,26778.0,9256.0,0.0,7300.0,2834
002403,2020-12-31,2020,118481.0,49169.0,2504.0,16660.0,6745.0,16539.0,62.03,2244.0,6945.0,2750.0,0.0,1546.0,2834
002403,2021-12-31,2021,109314.0,40479.0,5117.0,19584.0,6968.0,17361.0,62.35,2176.0,0.0,6022.0,0.0,6287.0,2834
002403,2022-12-31,2022,96820.0,36317.0,4400.0,19976.0,7475.0,9401.0,71.95,2098.0,5926.0,11431.0,,8001.0,2834
002403,2023-12-31,2023,95159.0,38183.0,3281.0,18325.0,8036.0,12335.0,51.31,2021.0,4455.0,3879.0,,5155.0,2834
002435,2018-04-30,2017,4976.0,2341.0,215.0,1157.0,780.0,239.0,56.04,481.001,595.0,250.0,,29.0,2085
002435,2019-04-30,2018,5139.0,2290.0,150.0,1201.0,816.0,307.0,53.29,477.172,0.0,0.0,,218.0,2085
002435,2020-04-30,2019,5766.0,2306.0,349.0,1176.0,899.0,675.0,62.2,478.209,0.0,0.0,0.0,44.0,2085
