gvkey,datadate,fyear,at,dltt,dlc,oibdp,ppent,che,prcc_f,csho,dltis,dltr,sstk,prstkc,sich
011259,2024-01-31,2023,252399.0,54784.0,6537.0,36570.0,130338.0,9867.0,165.25,2685.0,4967.0,4217.0,0.0,2779.0,5331
011264,2017-08-31,2017,66009.0,12684.0,251.0,8385.0,13642.0,3504.0,81.5,1023.849,0.0,6196.0,217.0,5220.0,5912
011264,2018-08-31,2018,68124.0,12431.0,1966.0,8576.0,13911.0,976.0,68.56,952.133,5900.0,4890.0,174.0,5228.0,5912
011264,2019-08-31,2019,67598.0,11098.0,5738.0,7756.0,13478.0,1212.0,51.19,895.388,12433.0,10461.0,174.0,4160.0,5912
011264,2020-08-31,2020,87174.0,35196.0,5998.0,6091.0,35065.0,746.0,38.02,865.604,20367.0,21415.0,55.0,1589.0,5912
011264,2021-08-31,2021,81285.0,30802.0,3601.0,6049.0,34140.0,1270.0,50.75,865.374,12726.0,18944.0,59.0,110.0,5912
011264,2022-08-31,2022,90124.0,33030.0,3382.0,5411.0,32987.0,2558.0,35.06,864.639,11958.0,9951.0,27.0,187.0,5912
011264,2023-08-31,2023,96628.0,31187.0,3322.0,4352.0,33255.0,739.0,25.31,863.674,6276.0,8978.0,45.0,150.0,5912
011399,2017-06-30,2017,29860.0,12918.0,233.0,4503.0,3033.0,6378.0,88.6,294.0,7908.0,12189.0,235.0,124.0,3572
011399,2018-06-30,2018,29235.0,10993.0,179.0,5913.0,3095.0,5028.0,77.41,296.0,14340.0,17074.0,220.0,762.0,3572
011399,2019-06-30,2019,26370.0,10246.0,276.0,2232.0,2843.0,3455.0,47.55,295.0,0.0,681.0,118.0,678.0,3572
011399,2020-06-30,2020,25662.0,9498.0,322.0,2129.0,3084.0,3048.0,44.15,302.0,0.0,982.0,141.0,72.0,3572
011399,2021-06-30,2021,26132.0,8678.0,284.0,2440.0,3410.0,3370.0,71.17,308.0,0.0,886.0,134.0,56.0,3572
011399,2022-06-30,2022,26259.0,7299.0,40.0,3811.0,3970.0,2327.0,44.83,315.0,1894.0,3621.0,122.0,90.0,3572
011399,2023-06-30,2023,24429.0,6101.0,1253.0,-222.0,3880.0,2023.0,37.93,322.0,1180.0,1180.0,974.0,80.0,3572
011456,2017-12-31,2017,18059.0,6232.0,271.0,2008.0,15105.0,824.0,35.26,755.223,325.0,931.0,128.0,0.0,2400
011456,2018-12-31,2018,17249.0,5419.0,1227.0,1956.0,14958.0,587.0,21.86,746.391,0.0,271.0,52.0,366.0,2400
011456,2019-12-31,2019,16406.0,6270.0,263.0,1186.0,14429.0,501.0,30.2,745.3,739.0,814.0,13.0,60.0,2400
011456,2020-12-31,2020,16311.0,5432.0,176.0,2111.0,14287.0,495.0,33.53,747.385,732.0,1492.0,33.0,0.0,2400
011456,2021-12-31,2021,17652.0,5197.0,24.0,4057.0,14098.0,1879.0,41.18,747.301,0.0,375.0,51.0,100.0,2400
011456,2022-12-31,2022,17340.0,4167.0,1004.0,3589.0,14313.0,1581.0,31.0,732.794,881.0,1203.0,16.0,543.0,2400
011456,2023-12-31,2023,16983.0,5172.0,19.0,1634.0,14372.0,1164.0,34.77,729.753,992.0,978.0,0.0,131.0,2400
011465,2017-12-31,2017,20038.0,4392.0,826.0,2108.0,4033.0,1244.0,168.64,70.646,691.0,564.0,34.0,750.0,3630
011465,2018-12-31,2018,18347.0,4046.0,1981.0,1969.0,3414.0,1538.0,106.87,63.528,705.0,386.0,17.0,1153.0,3630
011465,2019-12-31,2019,18881.0,4918.0,1019.0,1823.0,4222.0,1952.0,147.53,62.894,700.0,949.0,8.0,148.0,3630
011465,2020-12-31,2020,20350.0,5897.0,484.0,2352.0,4188.0,2934.0,180.49,62.793,1033.0,569.0,44.0,121.0,3630
011465,2021-12-31,2021,20285.0,5723.0,484.0,2775.0,3751.0,3044.0,234.66,59.0,300.0,300.0,76.0,1041.0,3630
011465,2022-12-31,2022,17124.0,7947.0,420.0,1716.0,2793.0,1958.0,141.46,54.0,2800.0,300.0,3.0,903.0,3630
011465,2023-12-31,2023,17312.0,7026.0,977.0,1526.0,2955.0,1570.0,121.77,55.0,304.0,750.0,4.0,0.0,3630
011584,2018-01-31,2017,3961.0,125.0,0.0,962.0,866.0,850.0,49.15,119.829,0.0,0.0,18.0,477.0,5661
011584,2019-01-31,2018,3820.0,124.0,0.0,909.0,836.0,950.0,55.89,112.222,0.0,0.0,7.0,376.0,5661
011584,2020-01-31,2019,6589.0,2800.0,518.0,893.0,3723.0,913.0,37.97,104.188,0.0,0.0,8.0,337.0,5661
011584,2021-01-31,2020,7043.0,2507.0,682.0,525.0,3504.0,1688.0,43.82,103.693,0.0,23.0,6.0,38.0,5661
011584,2022-01-31,2021,8135.0,2814.0,578.0,1229.0,3533.0,812.0,44.68,97.021,395.0,102.0,17.0,359.0,5661
011584,2023-01-31,2022,7907.0,2676.0,550.0,901.0,3363.0,549.0,43.51,93.395,0.0,6.0,9.0,130.0,5661
011584,2024-01-31,2023,6868.0,2446.0,497.0,391.0,3118.0,301.0,28.16,94.224,0.0,6.0,9.0,10.0,5661
011636,2017-12-31,2017,15946.0,5235.0,282.0,1596.0,1083.0,1294.0,29.15,254.613,1008.0,1832.0,0.0,15.0,3577
011636,2018-12-31,2018,14874.0,4269.0,961.0,1772.0,941.0,1085.0,19.76,229.623,9.0,311.0,0.0,700.0,3577
011636,2019-12-31,2019,15047.0,3498.0,1138.0,1708.0,1109.0,2740.0,36.87,212.59,10.0,960.0,0.0,600.0,3577
011636,2020-12-31,2020,14741.0,4307.0,479.0,790.0,1013.0,2648.0,23.19,198.386,2359.0,2226.0,0.0,300.0,3577
011636,2021-12-31,2021,13223.0,3805.0,731.0,724.0,875.0,1873.0,22.64,159.394,311.0,519.0,0.0,888.0,3577
011636,2022-12-31,2022,11543.0,3037.0,934.0,611.0,770.0,1100.0,14.6,155.781,1194.0,1723.0,0.0,113.0,3577
011636,2023-12-31,2023,10008.0,2851.0,608.0,727.0,703.0,589.0,18.33,123.144,1396.0,1874.0,0.0,544.0,3577
011672,2018-01-31,2017,14058.015,2452.524,0.0,4814.626,5006.053,3264.642,80.32,628.009,0.0,0.0,133.687,1663.855,5651
011672,2019-01-31,2018,14326.029,2476.874,0.0,5037.093,5255.208,3030.229,49.73,1217.183,0.0,7.115,255.241,2423.011,5651
011672,2020-01-31,2019,24145.003,10053.258,1411.216,5274.409,14385.38,3216.752,59.04,1199.1,0.0,0.0,232.106,1575.415,5651
011672,2021-01-31,2020,30813.555,13076.137,2427.289,1328.23,14026.094,10469.57,64.04,1204.698,5986.873,2418.358,211.189,230.809,5651
011672,2022-01-31,2021,28461.458,10930.431,1576.561,5376.793,14124.761,6226.765,71.97,1181.189,0.0,2975.518,229.439,2201.846,5651
011672,2023-01-31,2022,28349.0,10634.0,2110.0,5742.0,14869.0,5477.0,81.86,1155.438,0.0,0.0,321.0,2255.0,5651
011672,2024-01-31,2023,29747.0,10922.0,1620.0,6767.0,15967.0,5600.0,94.91,1133.587,0.0,500.0,285.0,2484.0,5651
011923,2017-12-31,2017,42086.0,15547.0,142.0,3478.0,27451.0,4553.0,53.64,530.8,369.0,58.0,0.0,1092.0,1311
011923,2018-12-31,2018,40376.0,15470.0,947.0,6793.0,28615.0,1295.0,43.84,489.4,2343.0,1689.0,7.0,2732.0,1311
012141,2017-06-30,2017,241086.0,78473.0,10234.0,30432.0,23734.0,132981.0,68.93,7708.0,44344.0,7922.0,772.0,11788.0,7372
012141,2018-06-30,2018,258848.0,81935.0,5573.0,44958.0,36146.0,133768.0,98.61,7677.0,7183.0,10060.0,1002.0,10721.0,7372
012141,2019-06-30,2019,286556.0,79107.0,7348.0,54559.0,43856.0,133819.0,133.96,7643.0,0.0,4000.0,1142.0,19543.0,7372
012141,2020-06-30,2020,301311.0,76205.0,5905.0,65259.0,52904.0,136527.0,203.51,7571.0,0.0,5518.0,1343.0,22968.0,7372
012141,2021-06-30,2021,333779.0,71453.0,10825.0,80816.0,70803.0,130334.0,270.9,7519.0,0.0,3750.0,1693.0,27385.0,7372
012141,2022-06-30,2022,364840.0,72363.0,6037.0,98109.0,87546.0,104757.0,256.83,7464.0,0.0,9023.0,1841.0,32696.0,7372
012141,2023-06-30,2023,411976.0,70588.0,8853.0,103194.0,109987.0,111262.0,340.54,7432.0,0.0,2750.0,1866.0,22245.0,7372
012142,2018-05-31,2017,137264.0,56128.0,4491.0,17052.0,5897.0,67261.0,46.72,3997.0,12443.0,9800.0,2402.0,11853.0,7370
012142,2019-05-31,2018,108709.0,51673.0,4494.0,16876.0,6252.0,37827.0,50.6,3359.0,0.0,4500.0,2155.0,36643.0,7370
012142,2020-05-31,2019,115438.0,70749.0,2946.0,17107.0,8244.0,43057.0,53.77,3067.0,19888.0,4500.0,1588.0,19905.0,7370
012142,2021-05-31,2020,131107.0,78113.0,8914.0,18564.0,9649.0,46554.0,78.74,2814.0,14934.0,2631.0,1786.0,21600.0,7370
012142,2022-05-31,2021,109297.0,75041.0,4476.0,18948.0,13216.0,21902.0,71.92,2665.0,0.0,8250.0,482.0,17341.0,7370
012142,2023-05-31,2022,134384.0,90404.0,4926.0,19701.0,21669.0,10187.0,105.94,2713.0,33494.0,21050.0,1192.0,2503.0,7370
012142,2024-05-31,2023,140976.0,82564.0,11905.0,21884.0,28836.0,10661.0,117.19,2755.0,0.0,3500.0,742.0,3242.0,7372
012151,2017-06-30,2017,22548.2,6928.3,209.1,1051.2,1632.1,570.7,18.76,747.9,3319.4,2210.5,22.8,36.3,2844
012151,2018-06-30,2018,22630.2,7305.4,218.9,1384.0,1680.8,362.2,14.1,750.7,10652.7,10135.8,22.6,,2844
012151,2019-06-30,2019,17665.4,7469.9,193.8,1332.2,1600.6,380.4,13.4,754.2,2183.3,1918.9,5.9,0.0,2844
012151,2020-06-30,2020,16728.8,8209.5,293.3,190.0,1453.0,352.0,4.47,765.1,4681.3,4230.8,727.2,4.5,2844
012151,2021-06-30,2021,13691.4,5670.3,99.9,743.5,1236.6,310.4,9.34,766.0,4508.6,7487.8,227.2,0.0,2844
012151,2022-06-30,2022,12116.1,4691.3,90.8,844.5,1036.4,263.8,8.01,839.2,1485.4,2207.1,0.0,0.0,2844
012151,2023-06-30,2023,12661.6,4425.7,123.5,859.7,999.6,283.8,12.29,852.8,,268.2,0.9,0.0,2844
012389,2017-12-31,2017,9972.672,4587.258,2400.751,1293.644,967.781,735.039,50.88,168.091,1576.409,1420.898,11.353,465.263,3751
012389,2018-12-31,2018,10665.664,4887.667,2711.609,1277.887,904.132,1263.048,34.12,159.658,2101.57,1483.442,3.525,390.606,3751
012389,2019-12-31,2019,10528.159,5169.273,2339.117,1041.271,909.0,898.422,37.19,152.468,2402.639,2584.71,3.589,296.52,3751
012389,2020-12-31,2020,12010.601,5963.048,3070.952,571.85,788.987,3388.845,36.7,152.931,4130.619,2760.579,0.089,8.006,3751
012389,2021-12-31,2021,11051.055,4625.521,2311.151,1184.983,733.609,2003.68,37.69,153.569,1268.773,3002.005,2.488,11.623,3751
012389,2022-12-31,2022,11492.476,4483.829,2471.458,1278.329,733.817,1568.599,41.6,145.863,2770.931,2695.782,0.0,338.627,3751
012389,2023-12-31,2023,12140.554,5042.434,2153.619,1271.484,801.374,1638.448,36.84,136.312,2534.28,2487.576,0.0,363.987,3751
012441,2017-12-31,2017,7283.173,2899.124,379.721,392.292,221.507,538.908,123.15,90.823,3025.0,404.438,11.711,41.272,8700
012441,2018-12-31,2018,6201.474,2116.109,165.578,622.513,267.665,158.663,127.84,89.702,0.0,1010.972,14.689,260.832,8700
012441,2019-12-31,2019,7151.294,2876.421,216.234,591.329,1047.495,280.836,154.1,89.158,5.0,109.579,17.629,199.042,8700
012441,2020-12-31,2020,7315.967,2738.452,104.51,715.416,984.048,712.583,160.19,88.842,2332.0,2533.469,18.085,176.302,8700
012441,2021-12-31,2021,7416.324,3154.599,95.685,1183.748,821.82,760.602,334.32,82.397,600.0,112.915,18.173,1655.547,8700
012441,2022-12-31,2022,7299.736,3050.874,107.517,1355.101,701.173,697.999,336.14,79.174,0.0,5.931,22.231,1043.742,8700
012441,2023-12-31,2023,7835.919,2962.102,108.093,1322.542,629.527,1319.599,451.11,78.338,0.0,7.8,25.107,606.188,8700
012540,2017-11-30,2017,14535.556,1881.421,0.0,2478.595,936.976,5819.774,181.47,491.262,0.0,1.96,158.351,1340.126,7372
012540,2018-11-30,2018,18768.682,4124.8,0.0,3180.069,1075.072,3228.962,250.89,487.663,2248.342,1.707,190.99,2443.193,7372
012540,2019-11-30,2019,20762.4,988.924,3149.343,3843.521,1293.015,4176.976,309.53,482.339,0.0,0.0,232.932,3189.984,7370
012540,2020-11-30,2020,24284.0,4616.0,92.0,4796.0,2004.0,5992.0,478.47,479.0,3144.0,3150.0,270.0,3731.0,7370
012540,2021-11-30,2021,27241.0,4576.0,97.0,6363.0,2116.0,5798.0,669.85,475.0,0.0,0.0,291.0,4669.0,7370
012540,2022-11-30,2022,27165.0,4046.0,587.0,6692.0,2315.0,6096.0,344.93,462.0,0.0,0.0,278.0,7068.0,7370
012540,2023-11-30,2023,29779.0,4007.0,73.0,7420.0,2388.0,7842.0,611.01,455.0,0.0,0.0,314.0,4989.0,7370
012635,2017-12-31,2017,10289.0,4897.0,3.0,1940.0,390.0,325.0,131.13,207.6,2310.0,1985.0,78.0,1223.0,7374
012635,2018-12-31,2018,11262.0,5955.0,4.0,1955.0,398.0,415.0,73.49,392.5,5039.0,4005.0,75.0,1946.0,7374
012635,2019-12-31,2019,77539.0,22215.0,427.0,3217.0,2290.0,893.0,115.63,679.9,20030.0,5043.0,156.0,561.0,7374
012635,2020-12-31,2020,74619.0,20771.0,509.0,4897.0,2132.0,906.0,113.86,669.1,8897.0,10918.0,133.0,1826.0,7374
012635,2021-12-31,2021,76249.0,21344.0,630.0,5334.0,2317.0,835.0,103.79,650.0,6435.0,7881.0,140.0,2786.0,7374
012635,2022-12-31,2022,83869.0,21578.0,592.0,6682.0,2544.0,902.0,101.07,630.0,1624.0,3325.0,149.0,2677.0,7374
012635,2023-12-31,2023,90890.0,23028.0,873.0,7800.0,2789.0,1204.0,132.84,594.0,5567.0,3015.0,101.0,4827.0,7389
012850,2017-12-31,2017,6469.311,515.13,11.585,1541.793,1603.319,805.767,67.39,332.461,0.0,0.0,76.705,185.018,7373
012850,2018-12-31,2018,6708.636,438.802,4.914,1467.201,1743.575,775.411,52.44,324.308,0.0,75.0,91.349,633.0,7373
012850,2019-12-31,2019,6894.622,1142.996,29.541,1546.433,1981.927,541.774,73.39,310.911,600.0,0.0,258.036,1337.143,7373
012850,2020-12-31,2020,7521.096,1426.175,29.913,1585.459,1908.619,1058.088,78.48,305.853,300.0,2.5,253.605,780.622,7373
012850,2021-12-31,2021,7434.158,1678.416,252.694,1711.438,1739.111,842.469,92.87,292.85,500.0,0.0,304.078,1571.837,7373
012886,2017-06-30,2017,50724.0,19456.0,457.0,7108.0,1781.0,6163.0,28.34,1851.058,918.0,573.0,0.0,619.0,4888
012886,2018-06-30,2018,53831.0,18469.0,1054.0,7028.0,1956.0,7622.0,49.69,1852.553,1469.0,1872.0,0.0,0.0,4888
013421,2017-12-31,2017,2418.714,644.369,85.0,451.226,251.342,692.542,41.82,282.067,0.0,0.0,48.965,157.186,7372
013421,2018-12-31,2018,2468.654,345.291,100.0,540.889,252.63,533.298,43.48,280.015,0.0,300.0,40.908,319.98,7372
013421,2019-12-31,2019,3357.225,430.801,25.558,625.778,376.198,705.21,69.36,279.855,0.0,0.0,52.842,396.728,7372
013421,2020-12-31,2020,3950.785,460.709,33.92,809.534,444.479,928.432,136.43,278.941,0.0,0.0,74.803,490.092,7372
013421,2021-12-31,2021,4386.299,454.709,25.271,965.702,436.035,1088.94,186.35,276.796,0.0,0.0,87.772,730.279,7372
013421,2022-12-31,2022,5137.071,787.415,136.737,1243.762,541.83,882.325,160.64,272.675,300.0,0.0,105.331,1161.955,7372
013421,2023-12-31,2023,5669.491,415.129,390.904,1459.15,554.01,1138.511,272.37,271.706,0.0,0.0,132.957,836.53,7372
013498,2017-11-30,2017,40778.0,6993.0,2202.0,4747.0,34430.0,395.0,65.64,718.0,467.0,1227.0,0.0,552.0,4400
013498,2018-11-30,2018,42401.0,7897.0,2426.0,5343.0,35337.0,981.0,60.29,696.0,2541.0,1556.0,0.0,1468.0,4400
013498,2019-11-30,2019,45058.0,9676.0,1827.0,5445.0,38130.0,518.0,45.08,684.0,3673.0,1651.0,0.0,603.0,4400
013498,2020-11-30,2020,53593.0,23403.0,4977.0,-2621.0,39443.0,9513.0,19.98,1087.0,15020.0,1621.0,3249.0,12.0,4400
013498,2021-11-30,2021,53344.0,29748.0,4859.0,-4040.0,39440.0,9147.0,17.62,1136.0,13042.0,5956.0,1215.0,188.0,4400
013498,2022-11-30,2022,51703.0,33142.0,2739.0,-1664.0,39961.0,6017.0,9.93,1259.0,7209.0,2075.0,1275.0,87.0,4400
013498,2023-11-30,2023,49120.0,29652.0,2238.0,4327.0,41381.0,2425.0,15.06,1264.0,2961.0,7660.0,27.0,20.0,4400
013599,2017-12-31,2017,30141.0,15838.0,0.0,6275.0,1070.0,12042.0,104.36,759.3,3468.0,1904.0,685.0,3833.0,2834
013599,2018-12-31,2018,35480.0,19769.0,501.0,7098.0,1367.0,6042.0,64.09,700.2,4452.0,0.0,144.0,6096.0,2834
013646,2018-01-31,2017,5468.1,882.9,120.6,998.7,990.5,1291.2,106.65,124.5,0.0,0.0,54.6,107.9,5944
013646,2019-01-31,2018,5333.0,883.4,113.4,1025.8,1026.7,855.3,88.73,121.5,0.0,0.0,23.1,430.0,5944
013646,2020-01-31,2019,6660.1,1892.5,350.7,1010.9,2201.5,897.4,134.02,121.2,0.0,0.0,108.4,178.5,5944
013700,2017-12-31,2017,10374.5,1611.6,30.1,861.9,876.0,375.0,65.83,226.8,3.1,16.7,82.3,401.4,3843
013700,2018-12-31,2018,8687.0,1564.9,92.4,740.7,870.6,309.6,37.21,223.0,0.1,9.4,27.9,250.2,3843
013700,2019-12-31,2019,8602.9,1552.6,46.0,875.3,961.7,404.9,56.59,221.3,118.9,251.2,108.8,260.0,3843
013700,2020-12-31,2020,9342.0,2108.0,347.0,679.0,967.0,438.0,52.36,218.7,1448.0,701.0,11.0,140.0,3843
013700,2021-12-31,2021,9239.0,2062.0,232.0,989.0,971.0,339.0,55.79,217.4,16.0,297.0,51.0,200.0,3843
013700,2022-12-31,2022,7643.0,1975.0,172.0,716.0,961.0,365.0,31.84,215.3,6.0,2.0,6.0,150.0,3843
013700,2023-12-31,2023,7370.0,1921.0,378.0,703.0,978.0,334.0,35.59,207.2,0.0,7.0,0.0,300.0,3843
013714,2017-12-31,2017,20843.0,9464.0,698.0,3042.0,1280.0,285.0,59.0,383.0,1773.0,1262.0,91.0,1200.0,4888
013714,2018-12-31,2018,21859.0,9465.0,687.0,3271.0,1209.0,322.0,43.72,373.0,0.0,16.0,27.0,645.0,4888
013714,2019-12-31,2019,49519.0,19911.0,1009.0,5531.0,4024.0,632.0,41.97,615.0,492.0,910.0,15.0,113.0,4888
013714,2020-12-31,2020,52663.0,21300.0,322.0,4973.0,3596.0,2984.0,37.26,617.0,4375.0,2901.0,5.0,151.0,4888
013714,2021-12-31,2021,58620.0,19296.0,336.0,4444.0,3366.0,6267.0,30.18,648.0,0.0,2230.0,3063.0,110.0,4888
013714,2022-12-31,2022,58393.0,17035.0,531.0,3276.0,3153.0,2885.0,16.88,650.0,1138.0,3140.0,0.0,31.0,4833
013714,2023-12-31,2023,53543.0,15857.0,259.0,2390.0,2849.0,2460.0,14.79,653.0,45.0,1277.0,0.0,29.0,4833
013721,2017-12-31,2017,8586.0,4953.0,0.0,1990.0,1435.0,1564.0,72.04,486.13,1231.0,750.0,24.0,500.0,2834
013721,2018-12-31,2018,10777.0,6443.0,9.0,2228.0,1658.0,1701.0,85.54,479.562,1485.0,0.0,19.0,698.0,2834
013721,2019-12-31,2019,11545.0,6111.0,535.0,2525.0,2129.0,1934.0,132.35,475.528,0.0,0.0,7.0,626.0,2834
013721,2020-12-31,2020,13609.0,6758.0,644.0,2754.0,2394.0,3604.0,165.5,475.318,1240.0,500.0,20.0,250.0,2834
013721,2021-12-31,2021,13900.0,6743.0,41.0,3287.0,2603.0,3485.0,244.03,472.574,0.0,600.0,,778.0,2834
013721,2022-12-31,2022,14925.0,6738.0,1395.0,3405.0,2973.0,3581.0,146.55,463.808,1348.0,0.0,,1632.0,2834
013721,2023-12-31,2023,14286.0,6760.0,52.0,3597.0,3443.0,2041.0,197.37,458.367,0.0,1350.0,27.0,1092.0,2834
014225,2017-12-31,2017,2910.5,412.0,3.0,1008.2,893.6,116.9,54.69,287.592,1015.0,980.0,9.5,82.6,5000
014225,2018-12-31,2018,3321.5,497.0,3.0,1136.9,924.8,167.2,52.29,285.902,980.0,895.0,13.4,103.0,5000
014225,2019-12-31,2019,3799.9,490.2,100.4,1204.7,1266.4,174.9,36.95,574.129,910.0,1065.0,58.5,0.0,5000
014225,2020-12-31,2020,3964.7,516.5,133.6,1302.8,1273.7,245.7,48.83,574.16,1000.0,940.0,41.0,52.0,5000
014225,2021-12-31,2021,4299.0,486.0,150.8,1395.9,1261.5,236.2,64.06,575.465,525.0,540.0,31.6,0.0,5000
014225,2022-12-31,2022,4548.6,508.4,293.7,1630.2,1253.0,230.1,47.32,570.812,1795.0,1630.0,9.2,237.8,5000
014225,2023-12-31,2023,4462.9,378.8,156.2,1706.0,1281.3,221.3,64.77,571.982,880.0,1175.0,30.1,0.0,5000
014282,2017-12-31,2017,10003.9,3541.5,1.1,1653.2,816.8,1753.7,87.8,305.7,903.4,375.0,184.1,618.0,3678
014282,2018-12-31,2018,10044.9,2806.4,764.3,1989.9,875.8,1291.7,81.02,298.5,571.7,559.8,130.7,935.2,3678
014282,2019-12-31,2019,10815.5,3348.8,457.3,1936.2,1195.7,908.6,108.23,297.9,1398.8,1340.5,246.1,601.7,3678
014282,2020-12-31,2020,12327.3,3797.3,298.3,1952.2,1279.0,1738.1,130.77,299.3,2509.7,2358.3,385.7,641.3,3678
014282,2021-12-31,2021,14678.4,4976.3,74.6,2564.8,1420.2,1241.4,87.46,599.1,1548.4,912.6,288.5,661.7,3678
014282,2022-12-31,2022,15326.2,4783.5,87.9,2982.4,1493.8,1434.2,76.14,594.8,5.8,169.6,185.3,730.5,3678
014282,2023-12-31,2023,16526.4,4195.6,445.4,2981.5,1616.2,1660.2,99.13,598.9,354.9,648.3,394.5,585.1,3678
014359,2017-12-31,2017,17003.0,2283.0,449.0,1732.0,13525.0,2114.0,172.85,170.189,0.0,485.0,6.0,36.0,1311
014359,2018-12-31,2018,17903.0,2284.0,0.0,3511.0,14839.0,1268.0,131.52,169.499,0.0,450.0,8.0,179.0,1311
014359,2019-12-31,2019,19067.0,2565.0,602.0,3487.0,16357.0,705.0,151.37,165.547,0.0,0.0,6.0,653.0,1311
014359,2020-12-31,2020,19229.0,3809.0,257.0,2149.0,16220.0,1501.0,113.89,164.477,3214.0,1998.0,9.0,176.0,1311
014359,2021-12-31,2021,36811.0,7452.0,383.0,9005.0,30224.0,3942.0,181.88,242.778,3897.0,4658.0,13.0,269.0,1311
014359,2022-12-31,2022,35740.0,4862.0,924.0,12820.0,31628.0,1032.0,228.39,236.036,0.0,2576.0,7.0,1687.0,1311
014359,2023-12-31,2023,36613.0,5536.0,224.0,9459.0,33587.0,240.0,224.88,233.623,2649.0,3290.0,8.0,701.0,1311
014418,2017-12-31,2017,29159.178,12751.052,158.042,2486.354,19635.459,1499.995,33.39,566.276,350.0,502.669,404.685,327.5,7990
014418,2018-12-31,2018,30210.706,15088.005,43.411,2431.137,20729.888,1526.762,24.26,527.48,1000.0,2.265,0.0,1283.333,7990
014418,2019-12-31,2019,33876.356,15514.056,95.448,2699.641,22678.436,2329.604,33.27,503.148,3250.0,3764.167,0.0,1031.534,7990
014418,2020-12-31,2020,36494.934,20901.088,112.036,-852.36,22918.785,5101.637,31.51,494.318,4854.625,846.815,0.0,353.72,7990
014418,2021-12-31,2021,40899.116,23648.821,1119.371,1816.157,25928.298,5203.059,44.88,453.804,749.775,0.0,0.0,1753.509,7990
014418,2022-12-31,2022,45692.206,32670.297,1412.874,1779.104,29754.857,6196.599,33.53,379.088,0.0,1070.34,0.0,2775.217,7990
014418,2023-12-31,2023,42368.548,31556.665,84.154,2372.942,29477.009,3347.538,44.68,326.55,0.0,1285.6,0.0,2291.917,7990
014477,2017-12-31,2017,21829.0,8752.0,739.0,4103.0,11559.0,22.0,86.3,433.318,1027.0,1907.0,95.0,797.0,4953
014477,2018-12-31,2018,22650.0,9594.0,432.0,4312.0,11942.0,110.0,88.99,423.983,812.0,499.0,52.0,1033.0,4953
014477,2019-12-31,2019,27743.0,13646.0,297.0,4479.0,13317.0,3576.0,113.96,424.326,4683.0,1534.0,67.0,281.0,4953
014477,2020-12-31,2020,29345.0,13712.0,614.0,4427.0,14614.0,628.0,117.93,422.802,7598.0,7807.0,63.0,436.0,4953
014477,2021-12-31,2021,29097.0,13156.0,772.0,5099.0,14870.0,198.0,166.9,416.124,7948.0,8404.0,66.0,1378.0,4953
014477,2022-12-31,2022,31367.0,15030.0,478.0,5586.0,16175.0,434.0,156.88,407.886,8688.0,7328.0,44.0,1539.0,4953
014477,2023-12-31,2023,32823.0,16347.0,400.0,6029.0,17421.0,548.0,179.1,401.455,21306.0,20394.0,44.0,1333.0,4953
014590,2017-12-31,2017,37302.0,11703.0,1414.0,5974.0,22844.0,4447.0,18.96,1448.0,955.0,3812.0,0.0,10.0,1000
014590,2018-12-31,2018,42216.0,11124.0,17.0,6825.0,28010.0,4327.0,10.31,1449.0,632.0,2717.0,0.0,0.0,1000
014590,2019-12-31,2019,40809.0,10025.0,49.0,2522.0,29584.0,2120.0,13.12,1451.0,1879.0,3197.0,0.0,0.0,1000
014590,2020-12-31,2020,42144.0,9867.0,72.0,4031.0,29818.0,3754.0,26.02,1458.0,3531.0,3724.0,0.0,0.0,1000
014590,2021-12-31,2021,48022.0,9359.0,410.0,10945.0,30345.0,8182.0,41.73,1457.0,1201.0,1461.0,210.0,517.0,1000
014590,2022-12-31,2022,51093.0,9877.0,1075.0,9505.0,32627.0,8257.0,38.0,1430.0,5735.0,4515.0,125.0,1402.0,1000
014590,2023-12-31,2023,52506.0,9003.0,850.0,8642.0,35295.0,5966.0,42.57,1435.0,1781.0,2980.0,47.0,50.0,1000
014934,2017-12-31,2017,30241.0,10291.0,115.0,3361.0,21171.0,2673.0,41.4,525.0,2376.0,2124.0,0.0,68.0,1311
014934,2018-12-31,2018,19566.0,5785.0,162.0,3305.0,13935.0,2446.0,22.54,450.0,0.0,1226.0,0.0,3004.0,1311
014934,2019-12-31,2019,13717.0,4538.0,17.0,1696.0,8836.0,1464.0,25.97,382.0,0.0,162.0,0.0,1875.0,1311
014934,2020-12-31,2020,9912.0,4544.0,9.0,-1325.0,5616.0,2237.0,15.81,382.0,0.0,0.0,0.0,56.0,1311
014934,2021-12-31,2021,21025.0,6734.0,26.0,5436.0,15243.0,2271.0,44.05,663.0,0.0,1302.0,0.0,589.0,1311
014934,2022-12-31,2022,23721.0,6446.0,272.0,10180.0,18330.0,1454.0,61.51,653.0,0.0,0.0,0.0,,1311
014934,2023-12-31,2023,24490.0,5967.0,516.0,7498.0,19595.0,875.0,45.3,635.7,0.0,242.0,0.0,979.0,1311
014960,2017-12-31,2017,16568.0,6344.6,417.5,2069.8,1748.9,316.7,159.51,101.9,3342.2,2426.9,73.6,338.1,8071
014960,2018-12-31,2018,16185.3,6041.9,17.9,2034.8,1784.7,426.8,126.36,98.9,467.2,1171.8,69.1,748.0,8071
